,std_dt,symbol,issues_suspended_from_trading_reason
1694,20180402,A005090,
1695,19991228,A005100,
1696,19991228,A005110,
1697,20020425,A005110,사유미상
1698,20020520,A005110,
1699,20030811,A005110,사유미상
1700,20030905,A005110,
1701,20040429,A005110,사유미상
1702,20040524,A005110,
1703,20100427,A005110,기타 시장관리상
1704,20100428,A005110,
1705,20141105,A005110,단기과열 지정
1706,20141106,A005110,
1707,20150120,A005110,단기과열 지정
1708,20150121,A005110,
1709,19991228,A005160,
1710,20030424,A005160,사유미상
1711,20030428,A005160,
1712,20031229,A005160,사유미상
1713,20040129,A005160,
1714,19991228,A005180,
1715,19991228,A005190,
1716,20040922,A005190,사유미상
1717,20040923,A005190,
1718,20110427,A005190,"주식의 병합, 분할 등 전자등록 변경, 말소"
1719,20110512,A005190,
1720,20111208,A005190,투자경고 및 위험
1721,20111209,A005190,
1722,19991228,A005250,
1723,20110418,A005250,"주식의 병합, 분할 등 전자등록 변경, 말소"
1724,20110504,A005250,
1725,19991228,A005270,
1726,20110513,A005270,"주식의 병합, 분할 등 전자등록 변경, 말소"
1727,20110607,A005270,
1728,19991228,A005280,
1729,20110311,A005280,"주식의 병합, 분할 등 전자등록 변경, 말소"
1730,20110330,A005280,
1731,19991228,A005290,
1732,20050609,A005290,사유미상
1733,20050610,A005290,
1734,19991228,A005300,
1735,20170928,A005300,"주식의 병합, 분할 등 전자등록 변경, 말소"
1736,20171030,A005300,
1737,20190429,A005300,"주식의 병합, 분할 등 전자등록 변경, 말소"
1738,20190503,A005300,
1739,19991228,A005320,
1740,20060714,A005320,사유미상
1741,20060803,A005320,
1742,20070412,A005320,사유미상
1743,20070413,A005320,
1744,20111115,A005320,"주식의 병합, 분할 등 전자등록 변경, 말소"
1745,20111206,A005320,
1746,20140225,A005320,단기과열 지정
1747,20140226,A005320,
1748,19991228,A005330,
1749,20040427,A005330,사유미상
1750,20040520,A005330,
1751,20070530,A005330,사유미상
1752,20070621,A005330,
1753,19991228,A005350,
1754,20050916,A005350,사유미상
1755,20050926,A005350,
1756,20091123,A005350,"주식의 병합, 분할 등 전자등록 변경, 말소"
1757,20091215,A005350,
1758,20100409,A005350,불성실공시법인지정
1759,20100412,A005350,
1760,20100506,A005350,회생절차개시신청(발행 ELW 포함)
1761,20100603,A005350,
1762,20101224,A005350,"주식의 병합, 분할 등 전자등록 변경, 말소"
1763,20110114,A005350,
1764,20110314,A005350,회생절차개시신청(발행 ELW 포함)
1765,20110406,A005350,
1766,19991228,A005360,
1767,20050420,A005360,사유미상
1768,20050421,A005360,
1769,20061115,A005360,사유미상
1770,20061116,A005360,
1771,20090504,A005360,"주식의 병합, 분할 등 전자등록 변경, 말소"
1772,20090508,A005360,
1773,19991228,A005380,
1774,19991228,A005390,
1775,20001103,A005390,사유미상
1776,20001204,A005390,
1777,20091027,A005390,"주식의 병합, 분할 등 전자등록 변경, 말소"
1778,20091116,A005390,
1779,19991228,A005410,
1780,20000731,A005410,사유미상
1781,20000821,A005410,
1782,19991228,A005420,
1783,20000314,A005420,사유미상
1784,20000411,A005420,
1785,20030602,A005420,사유미상
1786,20030618,A005420,
1787,20040422,A005420,사유미상
1788,20040506,A005420,
1789,20191018,A005420,"주식의 병합, 분할 등 전자등록 변경, 말소"
1790,20191101,A005420,
1791,19991228,A005430,
1792,20140616,A005430,기타공익과투자자보호및시장관리상
1793,20140617,A005430,
1794,20140707,A005430,불성실공시법인지정
1795,20140708,A005430,
1796,19991228,A005440,
1797,20021024,A005440,사유미상
1798,20021025,A005440,
1799,20021031,A005440,사유미상
1800,20021125,A005440,
1801,20100428,A005440,"주식의 병합, 분할 등 전자등록 변경, 말소"
1802,20100513,A005440,
1803,19991228,A005450,
1804,20001030,A005450,사유미상
1805,20001123,A005450,
1806,20011226,A005450,사유미상
1807,20011228,A005450,
1808,20070607,A005450,사유미상
1809,20070625,A005450,
1810,20170922,A005450,불성실공시법인지정
1811,20170925,A005450,
1812,20180125,A005450,기타공익과투자자보호및시장관리상
1813,20180319,A005450,
1814,20190212,A005450,풍문등관련주가및거래량급변
1815,20190213,A005450,기타공익과투자자보호및시장관리상
1816,20200619,A005450,
1817,19991228,A005470,
1818,19991228,A005490,
1819,19991228,A005500,
1820,19991228,A005510,
1821,19991228,A005560,
1822,20030321,A005560,사유미상
1823,20030414,A005560,
1824,20140107,A005560,기타공익과투자자보호및시장관리상
1825,20140401,A005560,
1826,19991228,A005580,
1827,20000503,A005580,사유미상
1828,20000609,A005580,
1829,19991228,A005600,
1830,20031009,A005600,사유미상
1831,20031010,A005600,
1832,20031212,A005600,사유미상
1833,20031226,A005600,
1834,20040105,A005600,사유미상
1835,20040126,A005600,
1836,20040325,A005600,사유미상
1837,20040331,A005600,
1838,20041202,A005600,사유미상
1839,20041227,A005600,
1840,19991228,A005610,
1841,20021024,A005610,사유미상
1842,20021025,A005610,
1843,20021028,A005610,사유미상
1844,20021125,A005610,
1845,19991228,A005620,
1846,20100625,A005620,"주식의 병합, 분할 등 전자등록 변경, 말소"
1847,20100730,A005620,
1848,20170728,A005620,"주식의 병합, 분할 등 전자등록 변경, 말소"
1849,20170825,A005620,
1850,19991228,A005650,
1851,19991228,A005660,
1852,19991228,A005670,
1853,20110427,A005670,"주식의 병합, 분할 등 전자등록 변경, 말소"
1854,20110531,A005670,
1855,19991228,A005680,
1856,19991228,A005690,
1857,20020322,A005690,사유미상
1858,20020325,A005690,
1859,20111201,A005690,"주식의 병합, 분할 등 전자등록 변경, 말소"
1860,20111219,A005690,
1861,20121112,A005690,기타공익과투자자보호
1862,20121113,A005690,
1863,20140930,A005690,단기과열 지정
1864,20141001,A005690,
1865,19991228,A005710,
1866,20041119,A005710,사유미상
1867,20041124,A005710,
1868,19991228,A005720,
1869,20160427,A005720,"주식의 병합, 분할 등 전자등록 변경, 말소"
1870,20160520,A005720,
1871,19991228,A005740,
1872,20010411,A005740,사유미상
1873,20020514,A005740,
1874,20160427,A005740,"주식의 병합, 분할 등 전자등록 변경, 말소"
1875,20160517,A005740,
1876,20170227,A005740,"주식의 병합, 분할 등 전자등록 변경, 말소"
1877,20170411,A005740,
1878,19991228,A005750,
1879,20020814,A005750,사유미상
1880,20020819,A005750,
1881,20150217,A005750,단기과열 지정
1882,20150223,A005750,
1883,19991228,A005760,
1884,20000829,A005760,사유미상
1885,20000925,A005760,
1886,20011204,A005760,사유미상
1887,20011217,A005760,
1888,20040218,A005760,사유미상
1889,20040305,A005760,
1890,20070222,A005760,사유미상
1891,20070305,A005760,
1892,19991228,A005770,
1893,20001219,A005770,사유미상
1894,20030407,A005770,
1895,19991228,A005790,
1896,20000104,A005790,사유미상
1897,20000214,A005790,
1898,19991228,A005800,
1899,19991228,A005810,
1900,19991228,A005820,
1901,19991228,A005830,
1902,19991228,A005850,
1903,20020711,A005850,사유미상
1904,20020730,A005850,
1905,20200521,A005850,기타공익과투자자보호및시장관리상
1906,20200706,A005850,
1907,19991228,A005860,
1908,19991228,A005870,
1909,20010702,A005870,사유미상
1910,20010703,A005870,
1911,20020321,A005870,사유미상
1912,20020425,A005870,
1913,20020516,A005870,사유미상
1914,20020520,A005870,
1915,20070416,A005870,사유미상
1916,20070509,A005870,
1917,19991228,A005880,
1918,20110126,A005880,회생절차개시신청(발행 ELW 포함)
1919,20110216,A005880,
1920,20111019,A005880,"주식의 병합, 분할 등 전자등록 변경, 말소"
1921,20111124,A005880,
1922,20130114,A005880,단기과열 지정
1923,20130115,A005880,
1924,20130128,A005880,기타공익과투자자보호및시장관리상
1925,20130509,A005880,
1926,20201006,A005880,"주식의 병합, 분할 등 전자등록 변경, 말소"
1927,20201012,A005880,
1928,19991228,A005890,
1929,20030704,A005890,사유미상
1930,20030722,A005890,
1931,19991228,A005930,
1932,20180430,A005930,"주식의 병합, 분할 등 전자등록 변경, 말소"
1933,20180504,A005930,
1934,19991228,A005940,
1935,19991228,A005950,
1936,19991228,A005960,
1937,20041115,A005960,사유미상
1938,20041116,A005960,
1939,20050531,A005960,사유미상
1940,20050601,A005960,
1941,20150105,A005960,회생절차개시신청(발행 ELW 포함)
1942,20150107,A005960,"기타 시장관리상(신주인수권증권/증서,발행ELW 제외)"
1943,20150108,A005960,
1944,20150526,A005960,기타공익과투자자보호
1945,20150714,A005960,"주식의 병합, 분할 등 전자등록 변경, 말소"
1946,20150904,A005960,
1947,20160928,A005960,"주식의 병합, 분할 등 전자등록 변경, 말소"
1948,20161104,A005960,
1949,19991228,A005980,
1950,20100607,A005980,풍문등관련주가및거래량급변
1951,20100608,A005980,
1952,20100628,A005980,풍문등관련주가및거래량급변
1953,20100629,A005980,회생절차개시신청(발행 ELW 포함)
1954,20100728,A005980,
1955,20110323,A005980,기타공익과투자자보호및시장관리상
1956,20110401,A005980,"주식의 병합, 분할 등 전자등록 변경, 말소"
1957,20110516,A005980,
1958,20160803,A005980,"주식의 병합, 분할 등 전자등록 변경, 말소"
1959,20160819,A005980,
1960,20170913,A005980,불성실공시법인지정
1961,20170914,A005980,
1962,20180108,A005980,"주식의 병합, 분할 등 전자등록 변경, 말소"
1963,20180124,A005980,
1964,20180320,A005980,감사의견거절(발행 ELW 포함)
1965,20180919,A005980,
1966,19991228,A005990,
1967,20170427,A005990,"주식의 병합, 분할 등 전자등록 변경, 말소"
1968,20170605,A005990,
1969,19991228,A006000,
1970,19991228,A006040,
1971,20001030,A006040,사유미상
1972,20001114,A006040,
1973,20021227,A006040,사유미상
1974,20030122,A006040,
1975,19991228,A006050,
1976,19991228,A006060,
1977,20120503,A006060,"주식의 병합, 분할 등 전자등록 변경, 말소"
1978,20120522,A006060,
1979,20131210,A006060,단기과열 지정
1980,20131211,A006060,
1981,19991228,A006070,
1982,20030227,A006070,사유미상
1983,20030626,A006070,
1984,20090324,A006070,"법정관리(화의)신청, 종결, 폐지"
1985,20090403,A006070,
1986,19991228,A006090,
1987,20090611,A006090,불성실공시법인지정
1988,20090612,A006090,
1989,19991228,A006110,
1990,20110401,A006110,"주식의 병합, 분할 등 전자등록 변경, 말소"
1991,20110426,A006110,
1992,19991228,A006120,
1993,20171129,A006120,"주식의 병합, 분할 등 전자등록 변경, 말소"
1994,20180105,A006120,
1995,19991228,A006140,
1996,20120426,A006140,"주식의 병합, 분할 등 전자등록 변경, 말소"
1997,20120514,A006140,
1998,19991228,A006150,
1999,20040331,A006150,사유미상
2000,20040401,A006150,
2001,20040423,A006150,사유미상
2002,20040426,A006150,
2003,20050203,A006150,사유미상
2004,20050204,A006150,
2005,20050214,A006150,사유미상
2006,20050307,A006150,
2007,20050314,A006150,사유미상
2008,20050329,A006150,
2009,19991228,A006160,
2010,20000801,A006160,사유미상
2011,20000802,A006160,
2012,20001102,A006160,사유미상
2013,20001121,A006160,
2014,19991228,A006200,
2015,20050421,A006200,사유미상
2016,20050427,A006200,
2017,20060907,A006200,사유미상
2018,20061016,A006200,
2019,20140415,A006200,단기과열 지정
2020,20140416,A006200,
2021,19991228,A006210,
2022,20011129,A006210,사유미상
2023,20011226,A006210,
2024,20020322,A006210,사유미상
2025,20020401,A006210,
2026,20030716,A006210,사유미상
2027,20030808,A006210,
2028,20031112,A006210,사유미상
2029,20031113,A006210,
2030,20060918,A006210,사유미상
2031,20060919,A006210,
2032,20070214,A006210,사유미상
2033,20070220,A006210,
2034,20090615,A006210,자본전액잠식
2035,20090629,A006210,"감사의견거절(발행 ELW 포함), 자본전액잠식"
2036,20090706,A006210,
2037,19991228,A006220,
2038,20000721,A006220,사유미상
2039,20000724,A006220,
2040,20001219,A006220,사유미상
2041,20010725,A006220,
2042,20090401,A006220,주식분포상황요건미비
2043,20090402,A006220,
2044,19991228,A006240,
2045,19991228,A006250,
2046,20050401,A006250,사유미상
2047,20050404,A006250,
2048,20050701,A006250,사유미상
2049,20050707,A006250,
2050,19991228,A006260,
2051,19991228,A006270,
2052,19991228,A006280,
2053,20020128,A006280,사유미상
2054,20020214,A006280,
2055,19991228,A006290,
2056,20010903,A006290,사유미상
2057,20010904,A006290,
2058,20020327,A006290,사유미상
2059,20020401,A006290,
2060,19991228,A006300,
2061,20000201,A006300,사유미상
2062,20000707,A006300,
2063,19991228,A006320,
2064,19991228,A006340,
2065,20100419,A006340,"주식의 병합, 분할 등 전자등록 변경, 말소"
2066,20100507,A006340,
2067,19991228,A006350,
2068,20130627,A006350,"주식의 병합, 분할 등 전자등록 변경, 말소"
2069,20130718,A006350,
2070,19991228,A006360,
2071,19991228,A006370,
2072,19991228,A006380,
2073,20000330,A006380,사유미상
2074,20000403,A006380,
2075,19991228,A006390,
2076,20140303,A006390,기타공익과투자자보호및시장관리상
2077,20140421,A006390,
2078,20140423,A006390,"주식의 병합, 분할 등 전자등록 변경, 말소"
2079,20140516,A006390,
2080,20150204,A006390,단기과열 지정
2081,20150205,A006390,
2082,20150923,A006390,풍문등관련주가및거래량급변
2083,20150924,A006390,기타공익과투자자보호및시장관리상
2084,20160421,A006390,
2085,20180530,A006390,투자경고 및 위험(주식)
2086,20180531,A006390,
2087,19991228,A006400,
2088,19991228,A006490,
2089,20051031,A006490,사유미상
2090,20051101,A006490,
2091,20070402,A006490,사유미상
2092,20070403,A006490,
2093,20070430,A006490,사유미상
2094,20070523,A006490,
2095,20121113,A006490,불성실공시법인지정
2096,20121114,A006490,
2097,19991228,A006510,
2098,19991228,A006520,
2099,19991228,A006540,
2100,19991228,A006570,
2101,20020523,A006570,사유미상
2102,20020527,A006570,
2103,20050401,A006570,사유미상
2104,20050404,A006570,
2105,20070622,A006570,사유미상
2106,20070625,A006570,
2107,19991228,A006580,
2108,20170426,A006580,"주식의 병합, 분할 등 전자등록 변경, 말소"
2109,20170526,A006580,
2110,19991228,A006590,
2111,19991228,A006600,
2112,20000217,A006600,사유미상
2113,20000218,A006600,
2114,20061030,A006600,사유미상
2115,20061123,A006600,
2116,19991228,A006610,
2117,20001219,A006610,사유미상
2118,20030407,A006610,
2119,19991228,A006620,
2120,19991228,A006650,
2121,19991228,A006660,
2122,20000608,A006660,사유미상
2123,20000612,A006660,
2124,19991228,A006730,
2125,20051117,A006730,사유미상
2126,20051124,A006730,
2127,19991228,A006740,
2128,20150209,A006740,"주식의 병합, 분할 등 전자등록 변경, 말소"
2129,20150225,A006740,
2130,19991228,A006750,
2131,20030905,A006750,사유미상
2132,20030908,A006750,
2133,20040331,A006750,사유미상
2134,20040406,A006750,
2135,20040827,A006750,사유미상
2136,20040924,A006750,
2137,20041108,A006750,사유미상
2138,20041109,A006750,
2139,20041210,A006750,사유미상
2140,20041213,A006750,
2141,20050111,A006750,사유미상
2142,20050112,A006750,
2143,20050309,A006750,사유미상
2144,20050404,A006750,
2145,19991228,A006790,
2146,19991228,A006800,
2147,19991228,A006840,
2148,20120830,A006840,"주식의 병합, 분할 등 전자등록 변경, 말소"
2149,20120917,A006840,
2150,19991228,A006860,
2151,19991228,A006880,
2152,19991228,A006890,
2153,20020509,A006890,사유미상
2154,20020513,A006890,
2155,19991228,A006900,
2156,19991228,A006910,
2157,20030102,A006910,사유미상
2158,20030103,A006910,
2159,20130508,A006910,단기과열 지정
2160,20130509,A006910,
2161,20141105,A006910,단기과열 지정
2162,20141106,A006910,
2163,19991228,A006920,
2164,19991228,A006980,
2165,20060420,A006980,사유미상
2166,20060502,A006980,
2167,19991228,A007000,
2168,19991228,A007020,
2169,19991228,A007050,
2170,20050921,A007050,사유미상
2171,20050922,A007050,
2172,20090327,A007050,풍문등관련주가및거래량급변
2173,20090330,A007050,감사의견거절(발행 ELW 포함)
2174,20090403,A007050,
2175,19991228,A007070,
2176,19991228,A007090,
2177,19991228,A007100,
2178,20000418,A007100,사유미상
2179,20000504,A007100,
2180,19991228,A007110,
2181,20000320,A007110,사유미상
2182,20000418,A007110,
2183,20041112,A007110,사유미상
2184,20041202,A007110,
2185,20051006,A007110,사유미상
2186,20051013,A007110,
2187,20130819,A007110,단기과열 지정
2188,20130820,A007110,
2189,19991228,A007120,
2190,20010621,A007120,사유미상
2191,20010625,A007120,
2192,20141017,A007120,기타 공익과 투자자보호 및 시장관리상(우회상장 해당여부 검토 등)
2193,20141020,A007120,
2194,20190429,A007120,"주식의 병합, 분할 등 전자등록 변경, 말소"
2195,20190517,A007120,
2196,19991228,A007140,
2197,19991228,A007160,
2198,19991228,A007170,
2199,19991228,A007190,
2200,20011004,A007190,사유미상
2201,20011005,A007190,
2202,20030605,A007190,사유미상
2203,20030625,A007190,
2204,20061026,A007190,사유미상
2205,20061027,A007190,
2206,20090615,A007190,"주식의 병합, 분할 등 전자등록 변경, 말소"
2207,20090706,A007190,
2208,20130426,A007190,"주식의 병합, 분할 등 전자등록 변경, 말소"
2209,20130524,A007190,
2210,20160929,A007190,기타공익과투자자보호및시장관리상
2211,20161018,A007190,
2212,20170227,A007190,"주식의 병합, 분할 등 전자등록 변경, 말소"
2213,20170315,A007190,
2214,19991228,A007200,
2215,20120810,A007200,기타공익과투자자보호및시장관리상
2216,20120921,A007200,감사의견거절(발행 ELW 포함)
2217,20121008,A007200,
2218,19991228,A007210,
2219,20040701,A007210,사유미상
2220,20040702,A007210,
2221,20050401,A007210,사유미상
2222,20050404,A007210,
2223,20060313,A007210,사유미상
2224,20060314,A007210,
2225,20110401,A007210,주식분포상황요건미비
2226,20110404,A007210,
2227,20120418,A007210,"주식의 병합, 분할 등 전자등록 변경, 말소"
2228,20120510,A007210,
2229,19991228,A007230,
2230,19991228,A007240,
2231,19991228,A007260,
2232,19991228,A007280,
2233,20150429,A007280,"주식의 병합, 분할 등 전자등록 변경, 말소"
2234,20150522,A007280,
2235,20151116,A007280,회생절차개시신청(발행 ELW 포함)
2236,20151221,A007280,
2237,20160329,A007280,풍문등관련주가및거래량급변
2238,20160330,A007280,감사의견거절(발행 ELW 포함)
2239,20161123,A007280,
2240,19991228,A007310,
2241,19991228,A007330,
2242,20030109,A007330,사유미상
2243,20030113,A007330,
2244,19991228,A007340,
2245,20020425,A007340,사유미상
2246,20020429,A007340,
2247,20171030,A007340,"주식의 병합, 분할 등 전자등록 변경, 말소"
2248,20171129,A007340,
2249,19991228,A007360,
2250,20021128,A007360,사유미상
2251,20021216,A007360,
2252,19991228,A007370,
2253,20050421,A007370,사유미상
2254,20050426,A007370,
2255,19991228,A007380,
2256,19991228,A007390,
2257,20110119,A007390,불성실공시법인 지정
2258,20110120,A007390,
2259,20130320,A007390,불성실공시법인 지정
2260,20130321,A007390,
2261,20130426,A007390,불성실공시법인 지정
2262,20130429,A007390,
2263,20150409,A007390,단기과열 지정
2264,20150410,A007390,
2265,20171206,A007390,투자경고 및 위험  ←  투자위험종목 지정 후 주가상승 변경:2012.03.12
2266,20171207,A007390,
2267,20180913,A007390,투자경고 및 위험  ←  투자위험종목 지정 후 주가상승 변경:2012.03.12
2268,20180914,A007390,
2269,19991228,A007410,
2270,20010402,A007410,사유미상
2271,20010403,A007410,
2272,20011129,A007410,사유미상
2273,20011226,A007410,
2274,20020318,A007410,사유미상
2275,20020322,A007410,
2276,19991228,A007420,
2277,20001213,A007420,사유미상
2278,20001214,A007420,
2279,20010612,A007420,사유미상
2280,20010919,A007420,
2281,19991228,A007460,
2282,20011220,A007460,사유미상
2283,20011224,A007460,
2284,20030618,A007460,사유미상
2285,20030619,A007460,
2286,20130327,A007460,"주식의 병합, 분할 등 전자등록 변경, 말소"
2287,20130430,A007460,
2288,20131011,A007460,기타공익과투자자보호및시장관리상
2289,20131125,A007460,
2290,20131217,A007460,불성실공시법인지정
2291,20131218,A007460,
2292,20171117,A007460,투자경고 및 위험(주식)
2293,20171120,A007460,
2294,20171122,A007460,투자경고 및 위험(주식)
2295,20171123,A007460,
2296,19991228,A007480,
2297,20070126,A007480,사유미상
2298,20070205,A007480,
2299,20100917,A007480,불성실공시법인지정
2300,20100920,A007480,
2301,20121227,A007480,"주식의 병합, 분할 등 전자등록 변경, 말소"
2302,20130128,A007480,
2303,19991228,A007490,
2304,20040422,A007490,사유미상
2305,20040423,A007490,
2306,20090730,A007490,"주식의 병합, 분할 등 전자등록 변경, 말소"
2307,20090818,A007490,
2308,20100330,A007490,감사의견거절(발행 ELW 포함)
2309,20100503,A007490,
2310,19991228,A007530,
2311,20050418,A007530,사유미상
2312,20050421,A007530,
2313,20061214,A007530,사유미상
2314,20061228,A007530,
2315,20150305,A007530,단기과열 지정
2316,20150306,A007530,
2317,20190322,A007530,상장폐지 사유발생
2318,20190828,A007530,상장적격성 실질심사 대상
2319,20190920,A007530,
2320,19991228,A007540,
2321,20090401,A007540,주식분포상황요건미비
2322,20090402,A007540,
2323,20160629,A007540,"주식의 병합, 분할 등 전자등록 변경, 말소"
2324,20160809,A007540,
2325,19991228,A007560,
2326,19991228,A007570,
2327,20060626,A007570,사유미상
2328,20060707,A007570,
2329,19991228,A007590,
2330,20000406,A007590,사유미상
2331,20000410,A007590,
2332,19991228,A007610,
2333,19991228,A007630,
2334,20010416,A007630,사유미상
2335,20010510,A007630,
2336,20010921,A007630,사유미상
2337,20010924,A007630,
2338,20020318,A007630,사유미상
2339,20020503,A007630,
2340,20020530,A007630,사유미상
2341,20020619,A007630,
2342,20040820,A007630,사유미상
2343,20040909,A007630,
2344,20131219,A007630,"주식의 병합, 분할 등 전자등록 변경, 말소"
2345,20140113,A007630,
2346,20160621,A007630,투자경고 및 위험(주식)
2347,20160622,A007630,
2348,20171208,A007630,투자경고 및 위험(주식)
2349,20171211,A007630,
2350,20171213,A007630,투자경고 및 위험(주식)
2351,20171214,A007630,
2352,20180814,A007630,풍문등관련주가및거래량급변
2353,20180816,A007630,
2354,20190322,A007630,감사의견제한적한정
2355,20190325,A007630,
2356,20190816,A007630,회생절차개시신청(발행 ELW 포함)
2357,20200330,A007630,"감사의견거절(발행 ELW 포함), 회생절차개시신청(발행 ELW 포함)"
2358,19991228,A007660,
2359,19991228,A007680,
2360,19991228,A007690,
2361,19991228,A007700,
2362,20000601,A007700,사유미상
2363,20000605,A007700,
2364,20020627,A007700,사유미상
2365,20020805,A007700,
2366,19991228,A007720,
2367,20000201,A007720,사유미상
2368,20010402,A007720,
2369,20020321,A007720,사유미상
2370,20020424,A007720,
2371,20021001,A007720,사유미상
2372,20021024,A007720,
2373,20021030,A007720,사유미상
2374,20021031,A007720,
2375,20040428,A007720,사유미상
2376,20040524,A007720,
2377,20041129,A007720,사유미상
2378,20041221,A007720,
2379,20050518,A007720,사유미상
2380,20050519,A007720,
2381,20050927,A007720,사유미상
2382,20051010,A007720,
2383,20110512,A007720,우회상장여부 및 요건충족확인
2384,20110513,A007720,
2385,20120427,A007720,"주식의 병합, 분할 등 전자등록 변경, 말소"
2386,20120518,A007720,
2387,20130422,A007720,"주식의 병합, 분할 등 전자등록 변경, 말소"
2388,20130509,A007720,
2389,20141216,A007720,단기과열 지정
2390,20141217,A007720,
2391,19991228,A007770,
2392,20040422,A007770,사유미상
2393,20040426,A007770,
2394,20150204,A007770,단기과열 지정
2395,20150205,A007770,
2396,19991228,A007790,
2397,19991228,A007800,
2398,20120508,A007800,기타공익과투자자보호및시장관리상
2399,20120716,A007800,
2400,19991228,A007810,
2401,20010508,A007810,사유미상
2402,20010509,A007810,
2403,19991228,A007820,
2404,19991228,A007830,
2405,20040524,A007830,사유미상
2406,20040525,A007830,
2407,20041214,A007830,사유미상
2408,20041222,A007830,
2409,19991228,A007840,
2410,19991228,A007850,
2411,19991228,A007860,
2412,20130322,A007860,기타공익과투자자보호및시장관리상
2413,20130329,A007860,
2414,20140627,A007860,"주식의 병합, 분할 등 전자등록 변경, 말소"
2415,20140808,A007860,
2416,19991228,A007910,
2417,20000510,A007910,사유미상
2418,20000515,A007910,
2419,20050223,A007910,사유미상
2420,20050225,A007910,
2421,19991228,A007980,
2422,20130430,A007980,"주식의 병합, 분할 등 전자등록 변경, 말소"
2423,20130522,A007980,
2424,19991228,A007990,
2425,19991228,A008000,
2426,20010208,A008000,사유미상
2427,20010313,A008000,
2428,20040114,A008000,사유미상
2429,20040212,A008000,
2430,20130430,A008000,"주식의 병합, 분할 등 전자등록 변경, 말소"
2431,20130530,A008000,
2432,20180222,A008000,"주식의 병합, 분할 등 전자등록 변경, 말소"
2433,20180320,A008000,
2434,19991228,A008010,
2435,19991228,A008020,
2436,20000420,A008020,사유미상
2437,20000424,A008020,
2438,20160415,A008020,기타공익과투자자보호
2439,20160510,A008020,
2440,19991228,A008030,
2441,20010426,A008030,사유미상
2442,20010430,A008030,
2443,20011128,A008030,사유미상
2444,20011220,A008030,
2445,20041223,A008030,사유미상
2446,20041228,A008030,
2447,20050401,A008030,사유미상
2448,20050407,A008030,
2449,20050413,A008030,사유미상
2450,20050419,A008030,
2451,20050422,A008030,사유미상
2452,20050524,A008030,
2453,19991228,A008040,
2454,20000106,A008040,사유미상
2455,20000110,A008040,
2456,20030707,A008040,사유미상
2457,20030708,A008040,
2458,20051228,A008040,사유미상
2459,20051229,A008040,
2460,20110624,A008040,불성실공시법인지정
2461,20110627,A008040,
2462,19991228,A008050,
2463,19991228,A008060,
2464,20200428,A008060,"주식의 병합, 분할 등 전자등록 변경, 말소"
2465,20200521,A008060,
2466,19991228,A008080,
2467,20001130,A008080,사유미상
2468,20001218,A008080,
2469,20010628,A008080,사유미상
2470,20010702,A008080,
2471,20030730,A008080,사유미상
2472,20030814,A008080,
2473,20031103,A008080,사유미상
2474,20031104,A008080,
2475,20040519,A008080,사유미상
2476,20040622,A008080,
2477,20060427,A008080,사유미상
2478,20060508,A008080,
2479,20111027,A008080,기타공익과투자자보호및시장관리상
2480,20120112,A008080,
2481,20130325,A008080,감사의견제한적한정
2482,20130326,A008080,
2483,20130520,A008080,기타공익과투자자보호및시장관리상
2484,20130911,A008080,
2485,19991228,A008100,
2486,19991228,A008110,
2487,20000720,A008110,사유미상
2488,20000724,A008110,
2489,19991228,A008160,
2490,19991228,A008170,
2491,19991228,A008190,
2492,19991228,A008250,
2493,19991228,A008260,
2494,20010228,A008260,사유미상
2495,20010330,A008260,
2496,20040414,A008260,사유미상
2497,20040420,A008260,
2498,19991228,A008270,
2499,20030630,A008270,사유미상
2500,20030701,A008270,
2501,20030704,A008270,사유미상
2502,20030723,A008270,
2503,20050614,A008270,사유미상
2504,20050617,A008270,
2505,19991228,A008290,
2506,20120427,A008290,"주식의 병합, 분할 등 전자등록 변경, 말소"
2507,20120514,A008290,
2508,20140729,A008290,단기과열 지정
2509,20140730,A008290,
2510,20150528,A008290,단기과열 지정
2511,20150529,A008290,
2512,19991228,A008320,
2513,20001113,A008320,사유미상
2514,20001220,A008320,
2515,20020503,A008320,사유미상
2516,20020506,A008320,
2517,20021227,A008320,사유미상
2518,20030120,A008320,
2519,20030808,A008320,사유미상
2520,20030901,A008320,
2521,20100122,A008320,풍문등관련주가및거래량급변
2522,20100125,A008320,감사의견거절(발행 ELW 포함)
2523,20100302,A008320,
2524,19991228,A008330,
2525,19991228,A008350,
2526,20020926,A008350,사유미상
2527,20021024,A008350,
2528,20021025,A008350,사유미상
2529,20021111,A008350,
2530,20040226,A008350,사유미상
2531,20040311,A008350,
2532,20090928,A008350,"주식의 병합, 분할 등 전자등록 변경, 말소"
2533,20091013,A008350,
2534,19991228,A008370,
2535,19991228,A008400,
2536,20010402,A008400,사유미상
2537,20010403,A008400,
2538,20011130,A008400,사유미상
2539,20011221,A008400,
2540,20030821,A008400,사유미상
2541,20030916,A008400,
2542,20040930,A008400,사유미상
2543,20041028,A008400,
2544,20060227,A008400,사유미상
2545,20060328,A008400,
2546,20090324,A008400,기타 시장관리상
2547,20090403,A008400,
2548,19991228,A008410,
2549,19991228,A008420,
2550,20030424,A008420,사유미상
2551,20030428,A008420,
2552,19991228,A008430,
2553,19991228,A008440,
2554,20010402,A008440,사유미상
2555,20010403,A008440,
2556,20020326,A008440,사유미상
