,std_dt,symbol,issues_suspended_from_trading_reason
6160,20110526,A032790,투자자 보호
6161,20110617,A032790,상장적격성 실질심사 대상
6162,20110708,A032790,상장폐지 사유발생
6163,20111110,A032790,
6164,20141219,A032790,"주식의 병합, 분할 등 전자등록 변경, 말소"
6165,20150109,A032790,
6166,20150805,A032790,불성실공시법인 지정
6167,20150806,A032790,
6168,20161026,A032790,투자자 보호
6169,20161116,A032790,상장적격성 실질심사 대상
6170,20170608,A032790,
6171,20191210,A032790,상장적격성 실질심사 대상
6172,19991228,A032800,
6173,20020823,A032800,사유미상
6174,20020826,A032800,
6175,20030424,A032800,사유미상
6176,20030519,A032800,
6177,20070110,A032800,사유미상
6178,20070111,A032800,
6179,20070322,A032800,사유미상
6180,20070326,A032800,
6181,20070405,A032800,사유미상
6182,20070406,A032800,
6183,19991228,A032820,
6184,20050721,A032820,사유미상
6185,20050722,A032820,
6186,20051220,A032820,사유미상
6187,20051221,A032820,
6188,20070322,A032820,사유미상
6189,20070326,A032820,
6190,20070615,A032820,사유미상
6191,20070625,A032820,
6192,20160503,A032820,투자자 보호
6193,20160526,A032820,
6194,20180502,A032820,투자경고 및 위험  ←  투자위험종목 지정 후 주가상승 변경:2012.03.12
6195,20180503,A032820,
6196,20180504,A032820,투자경고 및 위험  ←  투자위험종목 지정 후 주가상승 변경:2012.03.12
6197,20180508,A032820,
6198,19991228,A032830,
6199,19991228,A032850,
6200,19991228,A032860,
6201,20030724,A032860,사유미상
6202,20030728,A032860,
6203,20040318,A032860,사유미상
6204,20040319,A032860,
6205,20040416,A032860,사유미상
6206,20040421,A032860,
6207,20090326,A032860,"주식의 병합, 분할 등 전자등록 변경, 말소"
6208,20090403,A032860,
6209,20101013,A032860,"주식의 병합, 분할 등 전자등록 변경, 말소"
6210,20101102,A032860,
6211,20150108,A032860,회생절차개시신청(발행 ELW 포함)
6212,20150209,A032860,
6213,20150317,A032860,풍문 또는 보도 관련
6214,20150401,A032860,투자자 보호
6215,20150413,A032860,상장폐지 사유발생
6216,20150626,A032860,"상장폐지 사유발생, 주식의 병합, 분할 등 전자등록 변경, 말소"
6217,20150713,A032860,"상장폐지 사유발생, 주식의 병합, 분할 등 전자등록 변경, 말소, 투자자 보호"
6218,20150824,A032860,"상장폐지 사유발생, 투자자 보호"
6219,20150917,A032860,투자자 보호
6220,20151013,A032860,상장적격성 실질심사 대상
6221,20160216,A032860,"상장적격성 실질심사 대상, 투자자 보호"
6222,20160229,A032860,"상장적격성 실질심사 대상, 주식의 병합, 분할 등 전자등록 변경, 말소, 투자자 보호"
6223,20160330,A032860,"상장적격성 실질심사 대상, 주식의 병합, 분할 등 전자등록 변경, 말소"
6224,20160429,A032860,상장적격성 실질심사 대상
6225,20160526,A032860,
6226,20171102,A032860,상장적격성 실질심사 대상
6227,20171123,A032860,
6228,20200928,A032860,"주식의 병합, 분할 등 전자등록 변경, 말소"
6229,20201023,A032860,
6230,19991228,A032930,
6231,20060224,A032930,사유미상
6232,20060315,A032930,
6233,20100225,A032930,"주식의 병합, 분할 등 전자등록 변경, 말소"
6234,20100325,A032930,
6235,20111228,A032930,"주식의 병합, 분할 등 전자등록 변경, 말소"
6236,20120118,A032930,
6237,19991228,A032940,
6238,20031107,A032940,사유미상
6239,20031128,A032940,
6240,19991228,A032960,
6241,19991228,A032970,
6242,19991228,A032980,
6243,20040429,A032980,사유미상
6244,20040524,A032980,
6245,20040618,A032980,사유미상
6246,20040623,A032980,
6247,20070319,A032980,사유미상
6248,20070406,A032980,
6249,20101029,A032980,"주식의 병합, 분할 등 전자등록 변경, 말소"
6250,20101119,A032980,
6251,20130131,A032980,불성실공시법인 지정
6252,20130201,A032980,
6253,20131209,A032980,단기과열 지정
6254,20131210,A032980,
6255,20131220,A032980,"주식의 병합, 분할 등 전자등록 변경, 말소"
6256,20140106,A032980,
6257,20150904,A032980,불성실공시법인 지정
6258,20150907,A032980,
6259,19991228,A033020,
6260,20041012,A033020,사유미상
6261,20041013,A033020,
6262,20041129,A033020,사유미상
6263,20041209,A033020,
6264,19991228,A033040,
6265,20011203,A033040,사유미상
6266,20011204,A033040,
6267,20020305,A033040,사유미상
6268,20020306,A033040,
6269,20021011,A033040,사유미상
6270,20021024,A033040,
6271,20021025,A033040,사유미상
6272,20021106,A033040,
6273,19991228,A033050,
6274,19991228,A033070,
6275,20011115,A033070,사유미상
6276,20011116,A033070,
6277,20020319,A033070,사유미상
6278,20020327,A033070,
6279,19991228,A033100,
6280,20031127,A033100,사유미상
6281,20031128,A033100,
6282,20111028,A033100,"주식의 병합, 분할 등 전자등록 변경, 말소"
6283,20111128,A033100,
6284,19991228,A033110,
6285,20190418,A033110,투자경고 및 위험  ←  투자위험종목 지정 후 주가상승 변경:2012.03.12
6286,20190419,A033110,
6287,20190508,A033110,투자경고 및 위험  ←  투자위험종목 지정 후 주가상승 변경:2012.03.12
6288,20190509,A033110,
6289,20200320,A033110,풍문 또는 보도 관련
6290,20200323,A033110,상장폐지 사유발생
6291,19991228,A033130,
6292,20140807,A033130,단기과열 지정
6293,20140808,A033130,
6294,19991228,A033160,
6295,19991228,A033170,
6296,19991228,A033180,
6297,19991228,A033190,
6298,20010419,A033190,사유미상
6299,20010423,A033190,
6300,20040331,A033190,사유미상
6301,20040406,A033190,
6302,20040421,A033190,사유미상
6303,20040426,A033190,
6304,20040504,A033190,사유미상
6305,20040510,A033190,
6306,20040524,A033190,사유미상
6307,20040528,A033190,
6308,20040607,A033190,사유미상
6309,20040701,A033190,
6310,20040816,A033190,사유미상
6311,20040819,A033190,
6312,20050805,A033190,사유미상
6313,20050808,A033190,
6314,20090629,A033190,"주식의 병합, 분할 등 전자등록 변경, 말소"
6315,20090715,A033190,
6316,20091120,A033190,우회상장여부 및 요건충족확인
6317,20091123,A033190,
6318,20091230,A033190,불성실공시법인 지정
6319,20100104,A033190,
6320,20100323,A033190,풍문 또는 보도 관련
6321,20100324,A033190,상장폐지 사유발생
6322,20100414,A033190,
6323,19991228,A033200,
6324,20131030,A033200,단기과열 지정
6325,20131031,A033200,
6326,20201016,A033200,투자경고 및 위험  ←  투자위험종목 지정 후 주가상승 변경:2012.03.12
6327,20201019,A033200,
6328,19991228,A033210,
6329,20010925,A033210,사유미상
6330,20010927,A033210,
6331,20031203,A033210,사유미상
6332,20031204,A033210,
6333,20031205,A033210,사유미상
6334,20031208,A033210,
6335,20040106,A033210,사유미상
6336,20040107,A033210,
6337,20040224,A033210,사유미상
6338,20040227,A033210,
6339,20040302,A033210,사유미상
6340,20040322,A033210,
6341,19991228,A033220,
6342,20050401,A033220,사유미상
6343,20050425,A033220,
6344,19991228,A033230,
6345,20090914,A033230,투자자 보호
6346,20091005,A033230,상장적격성 실질심사 대상
6347,20091023,A033230,
6348,19991228,A033240,
6349,20000210,A033240,사유미상
6350,20000214,A033240,
6351,19991228,A033250,
6352,20010315,A033250,사유미상
6353,20010319,A033250,
6354,20150807,A033250,단기과열 지정
6355,20150810,A033250,
6356,20151202,A033250,단기과열 지정
6357,20151203,A033250,
6358,20190924,A033250,투자경고 및 위험(주식)
6359,20190925,A033250,
6360,19991228,A033260,
6361,20010427,A033260,사유미상
6362,20010430,A033260,
6363,20070315,A033260,사유미상
6364,20070316,A033260,
6365,20091209,A033260,불성실공시법인 지정
6366,20091210,A033260,
6367,20091230,A033260,풍문 또는 보도 관련
6368,20100104,A033260,
6369,20100303,A033260,불성실공시법인 지정
6370,20100304,A033260,
6371,20100323,A033260,풍문 또는 보도 관련
6372,20100407,A033260,상장폐지 사유발생
6373,20100408,A033260,
6374,19991228,A033270,
6375,20200903,A033270,투자경고 및 위험(주식)
6376,20200904,A033270,
6377,20200907,A033270,투자경고 및 위험(주식)
6378,20200908,A033270,
6379,19991228,A033280,
6380,20011219,A033280,사유미상
6381,20011220,A033280,
6382,20040428,A033280,사유미상
6383,20040519,A033280,
6384,20050721,A033280,사유미상
6385,20050722,A033280,
6386,20050825,A033280,사유미상
6387,20050826,A033280,
6388,20051207,A033280,사유미상
6389,20060105,A033280,
6390,20091102,A033280,"주식의 병합, 분할 등 전자등록 변경, 말소"
6391,20091120,A033280,
6392,20120308,A033280,풍문 또는 보도 관련
6393,20120801,A033280,"주식의 병합, 분할 등 전자등록 변경, 말소, 풍문 또는 보도 관련"
6394,20120816,A033280,"주식의 병합, 분할 등 전자등록 변경, 말소, 투자자 보호, 풍문 또는 보도 관련"
6395,20120827,A033280,"상장폐지 사유발생, 주식의 병합, 분할 등 전자등록 변경, 말소, 투자자 보호, 풍문 또는 보도 관련"
6396,20120831,A033280,
6397,19991228,A033290,
6398,20060602,A033290,사유미상
6399,20060630,A033290,
6400,19991228,A033300,
6401,20000201,A033300,사유미상
6402,20010406,A033300,
6403,19991228,A033310,
6404,20000201,A033310,사유미상
6405,20000630,A033310,
6406,20031226,A033310,사유미상
6407,20031229,A033310,
6408,20050609,A033310,사유미상
6409,20050610,A033310,
6410,20070426,A033310,사유미상
6411,20070522,A033310,
6412,19991228,A033320,
6413,20131204,A033320,단기과열 지정
6414,20131205,A033320,
6415,19991228,A033330,
6416,20061113,A033330,사유미상
6417,20061114,A033330,
6418,19991228,A033340,
6419,19991228,A033350,
6420,19991228,A033430,
6421,20041209,A033430,사유미상
6422,20041210,A033430,
6423,20070116,A033430,사유미상
6424,20070208,A033430,
6425,20070312,A033430,사유미상
6426,20070314,A033430,
6427,20130530,A033430,파산신청(발행 ELW 포함)
6428,20130619,A033430,
6429,20160627,A033430,"주식의 병합, 분할 등 전자등록 변경, 말소"
6430,20160715,A033430,
6431,20161110,A033430,투자자 보호
6432,20161201,A033430,상장적격성 실질심사 대상
6433,20170119,A033430,상장폐지 사유발생
6434,20170327,A033430,"상장폐지 사유발생, 주식의 병합, 분할 등 전자등록 변경, 말소"
6435,20170411,A033430,상장폐지 사유발생
6436,20180427,A033430,
6437,20180627,A033430,"주식의 병합, 분할 등 전자등록 변경, 말소"
6438,20180716,A033430,
6439,20200330,A033430,상장폐지 사유발생
6440,19991228,A033500,
6441,20110715,A033500,불성실공시법인 지정
6442,20110718,A033500,
6443,19991228,A033510,
6444,19991228,A033530,
6445,19991228,A033540,
6446,20040408,A033540,사유미상
6447,20040412,A033540,
6448,20140513,A033540,단기과열 지정
6449,20140514,A033540,
6450,20191210,A033540,불성실공시법인 지정
6451,20191211,A033540,
6452,19991228,A033560,
6453,19991228,A033600,
6454,20020704,A033600,사유미상
6455,20020708,A033600,
6456,20190215,A033600,불성실공시법인 지정
6457,20190218,A033600,
6458,20190812,A033600,불성실공시법인 지정
6459,20190813,A033600,
6460,20191025,A033600,파산신청(발행 ELW 포함)
6461,20191028,A033600,
6462,20200212,A033600,상장적격성 실질심사 대상
6463,20200325,A033600,"상장적격성 실질심사 대상, 상장폐지 사유발생"
6464,20200331,A033600,"사업보고서 미제출, 상장적격성 실질심사 대상, 상장폐지 사유발생"
6465,20200410,A033600,"상장적격성 실질심사 대상, 상장폐지 사유발생"
6466,20200903,A033600,"상장적격성 실질심사 대상, 상장폐지 사유발생, 회생절차개시신청(발행 ELW 포함)"
6467,20201118,A033600,"상장적격성 실질심사 대상, 상장폐지 사유발생"
6468,19991228,A033630,
6469,20060428,A033630,사유미상
6470,20060519,A033630,
6471,20150605,A033630,"주식의 병합, 분할 등 전자등록 변경, 말소"
6472,20150701,A033630,
6473,19991228,A033640,
6474,19991228,A033660,
6475,19991228,A033720,
6476,20040324,A033720,사유미상
6477,20040329,A033720,
6478,20040330,A033720,사유미상
6479,20040401,A033720,
6480,20040413,A033720,사유미상
6481,20040414,A033720,
6482,20040420,A033720,사유미상
6483,20040423,A033720,
6484,20040810,A033720,사유미상
6485,20040813,A033720,
6486,20040816,A033720,사유미상
6487,20040819,A033720,
6488,20050331,A033720,사유미상
6489,20050407,A033720,
6490,20070327,A033720,사유미상
6491,20070403,A033720,
6492,20070430,A033720,사유미상
6493,20070529,A033720,
6494,20090331,A033720,풍문 또는 보도 관련
6495,20090401,A033720,
6496,20090504,A033720,상장폐지 사유발생
6497,20090506,A033720,
6498,19991228,A033780,
6499,19991228,A033790,
6500,20200129,A033790,투자자 보호
6501,20200317,A033790,상장적격성 실질심사 대상
6502,19991228,A033830,
6503,20170420,A033830,"주식의 병합, 분할 등 전자등록 변경, 말소"
6504,20170510,A033830,
6505,19991228,A033850,
6506,20000201,A033850,사유미상
6507,20000808,A033850,
6508,20010319,A033850,사유미상
6509,20010402,A033850,
6510,20031204,A033850,사유미상
6511,20031205,A033850,
6512,20040212,A033850,사유미상
6513,20040216,A033850,
6514,20040323,A033850,사유미상
6515,20040324,A033850,
6516,20040331,A033850,사유미상
6517,20040406,A033850,
6518,20040525,A033850,사유미상
6519,20040531,A033850,
6520,20040706,A033850,사유미상
6521,20040709,A033850,
6522,20041004,A033850,사유미상
6523,20041022,A033850,
6524,20041115,A033850,사유미상
6525,20041201,A033850,
6526,20050317,A033850,사유미상
6527,20050318,A033850,
6528,20050518,A033850,사유미상
6529,20050519,A033850,
6530,20060810,A033850,사유미상
6531,20060811,A033850,
6532,20061215,A033850,사유미상
6533,20061218,A033850,
6534,20070322,A033850,사유미상
6535,20070326,A033850,
6536,20090618,A033850,"주식의 병합, 분할 등 전자등록 변경, 말소"
6537,20090708,A033850,
6538,20100927,A033850,"주식의 병합, 분할 등 전자등록 변경, 말소"
6539,20101101,A033850,
6540,20110121,A033850,불성실공시법인 지정
6541,20110124,A033850,
6542,20110329,A033850,풍문 또는 보도 관련
6543,20110330,A033850,상장폐지 사유발생
6544,20110427,A033850,
6545,19991228,A033880,
6546,20040305,A033880,사유미상
6547,20040326,A033880,
6548,20041207,A033880,사유미상
6549,20041229,A033880,
6550,20050331,A033880,사유미상
6551,20050406,A033880,
6552,20060112,A033880,사유미상
6553,20060113,A033880,
6554,20090326,A033880,풍문 또는 보도 관련
6555,20090403,A033880,
6556,20090615,A033880,불성실공시법인 지정
6557,20090616,A033880,
6558,20090721,A033880,불성실공시법인 지정
6559,20090722,A033880,
6560,20090817,A033880,투자자 보호
6561,20090825,A033880,상장폐지 사유발생
6562,20090826,A033880,
6563,19991228,A033920,
6564,20011115,A033920,사유미상
6565,20011203,A033920,
6566,20051013,A033920,사유미상
6567,20051014,A033920,
6568,19991228,A034010,
6569,20101203,A034010,"주식의 병합, 분할 등 전자등록 변경, 말소"
6570,20101223,A034010,
6571,20120806,A034010,불성실공시법인 지정
6572,20120807,A034010,
6573,20121126,A034010,투자자 보호
6574,20121217,A034010,상장적격성 실질심사 대상
6575,20130110,A034010,상장폐지 사유발생
6576,20130212,A034010,
6577,19991228,A034020,
6578,19991228,A034120,
6579,19991228,A034220,
6580,19991228,A034230,
6581,19991228,A034300,
6582,19991228,A034310,
6583,20101028,A034310,"주식의 병합, 분할 등 전자등록 변경, 말소"
6584,20101126,A034310,
6585,20130430,A034310,"주식의 병합, 분할 등 전자등록 변경, 말소"
6586,20130520,A034310,
6587,19991228,A034510,
6588,20040116,A034510,사유미상
6589,20040126,A034510,
6590,20040331,A034510,사유미상
6591,20040406,A034510,
6592,20040414,A034510,사유미상
6593,20040511,A034510,
6594,20040517,A034510,사유미상
6595,20040520,A034510,
6596,20041101,A034510,사유미상
6597,20041102,A034510,
6598,20050421,A034510,사유미상
6599,20050422,A034510,
6600,20070322,A034510,사유미상
6601,20070326,A034510,
6602,20070518,A034510,사유미상
6603,20070608,A034510,
6604,20090625,A034510,"주식의 병합, 분할 등 전자등록 변경, 말소"
6605,20090717,A034510,
6606,20100628,A034510,"주식의 병합, 분할 등 전자등록 변경, 말소"
6607,20100720,A034510,
6608,20120913,A034510,상장폐지 사유발생
6609,20120914,A034510,
6610,19991228,A034590,
6611,19991228,A034600,
6612,20031210,A034600,사유미상
6613,20031229,A034600,
6614,20051025,A034600,사유미상
6615,20060406,A034600,
6616,20060713,A034600,사유미상
6617,20060714,A034600,
6618,20090925,A034600,불성실공시법인 지정
6619,20090928,A034600,
6620,20091230,A034600,불성실공시법인 지정
6621,20100104,A034600,
6622,20110323,A034600,불성실공시법인 지정
6623,20110324,A034600,
6624,20110325,A034600,"주식의 병합, 분할 등 전자등록 변경, 말소"
6625,20110415,A034600,
6626,20110512,A034600,투자자 보호
6627,20110517,A034600,상장폐지 사유발생
6628,20110620,A034600,
6629,19991228,A034660,
6630,20011212,A034660,사유미상
6631,20011219,A034660,
6632,20091113,A034660,불성실공시법인 지정
6633,20091116,A034660,
6634,20100324,A034660,풍문 또는 보도 관련
6635,20100325,A034660,상장폐지 사유발생
6636,20100406,A034660,
6637,19991228,A034730,
6638,19991228,A034750,
6639,19991228,A034810,
6640,19991228,A034830,
6641,19991228,A034940,
6642,20030305,A034940,사유미상
6643,20030306,A034940,
6644,20030417,A034940,사유미상
6645,20030421,A034940,
6646,20140108,A034940,단기과열 지정
6647,20140109,A034940,
6648,19991228,A034950,
6649,19991228,A034970,
6650,20011004,A034970,사유미상
6651,20011008,A034970,
6652,20021128,A034970,사유미상
6653,20021129,A034970,
6654,20030331,A034970,사유미상
6655,20030404,A034970,
6656,19991228,A034980,
6657,20030226,A034980,사유미상
6658,20030227,A034980,
6659,20030414,A034980,사유미상
6660,20030421,A034980,
6661,19991228,A035000,
6662,20010824,A035000,사유미상
6663,20010827,A035000,
6664,19991228,A035010,
6665,20020425,A035010,사유미상
6666,20020429,A035010,
6667,20090518,A035010,투자자 보호
6668,20090603,A035010,상장적격성 실질심사 대상
6669,20090618,A035010,상장폐지 사유발생
6670,20091022,A035010,투자자 보호
6671,20091023,A035010,
6672,19991228,A035080,
6673,19991228,A035150,
6674,20000217,A035150,사유미상
6675,20000221,A035150,
6676,19991228,A035200,
6677,19991228,A035210,
6678,20030728,A035210,사유미상
6679,20030729,A035210,
6680,20120927,A035210,투자자 보호
6681,20121023,A035210,
6682,19991228,A035250,
6683,20031030,A035250,사유미상
6684,20031104,A035250,
6685,19991228,A035270,
6686,20070308,A035270,사유미상
6687,20070309,A035270,
6688,20070323,A035270,사유미상
6689,20070327,A035270,
6690,20070601,A035270,사유미상
6691,20070625,A035270,
6692,19991228,A035290,
6693,20010402,A035290,사유미상
6694,20010406,A035290,
6695,20140220,A035290,"주식의 병합, 분할 등 전자등록 변경, 말소"
6696,20140306,A035290,
6697,20150326,A035290,풍문 또는 보도 관련
6698,20150330,A035290,
6699,20190924,A035290,상장적격성 실질심사 대상
6700,20191204,A035290,"상장적격성 실질심사 대상, 주식의 병합, 분할 등 전자등록 변경, 말소"
6701,20191219,A035290,상장적격성 실질심사 대상
6702,20200323,A035290,"상장적격성 실질심사 대상, 상장폐지 사유발생"
6703,20200721,A035290,"상장적격성 실질심사 대상, 상장폐지 사유발생, 회생절차개시신청(발행 ELW 포함)"
6704,20200810,A035290,"상장적격성 실질심사 대상, 상장폐지 사유발생"
6705,19991228,A035400,
6706,20010419,A035400,사유미상
6707,20010504,A035400,
6708,20011203,A035400,사유미상
6709,20011204,A035400,
6710,20021212,A035400,사유미상
6711,20021216,A035400,
6712,20040428,A035400,사유미상
6713,20040517,A035400,
6714,20040930,A035400,사유미상
6715,20041005,A035400,
6716,20041210,A035400,사유미상
6717,20050103,A035400,
6718,20050705,A035400,사유미상
6719,20050706,A035400,
6720,20090612,A035400,"주식의 병합, 분할 등 전자등록 변경, 말소"
6721,20090813,A035400,
6722,20100707,A035400,"투자자 보호, 풍문 또는 보도 관련"
6723,20100728,A035400,상장적격성 실질심사 대상
6724,20100816,A035400,상장폐지 사유발생
6725,20100917,A035400,
6726,19991228,A035420,
6727,20130730,A035420,"주식의 병합, 분할 등 전자등록 변경, 말소"
6728,20130829,A035420,
6729,20181008,A035420,"주식의 병합, 분할 등 전자등록 변경, 말소"
6730,20181012,A035420,
6731,19991228,A035450,
6732,20011212,A035450,사유미상
6733,20011219,A035450,
6734,20030424,A035450,사유미상
6735,20030425,A035450,
6736,20040323,A035450,사유미상
6737,20040412,A035450,
6738,20091116,A035450,"주식의 병합, 분할 등 전자등록 변경, 말소"
6739,20091204,A035450,
6740,20120314,A035450,불성실공시법인 지정
6741,20120315,A035450,
6742,20120410,A035450,불성실공시법인 지정
6743,20120412,A035450,
6744,20130228,A035450,"주식의 병합, 분할 등 전자등록 변경, 말소"
6745,20130315,A035450,
6746,20130320,A035450,풍문 또는 보도 관련
6747,20130325,A035450,상장폐지 사유발생
6748,20130613,A035450,"상장폐지 사유발생, 투자자 보호"
6749,20130729,A035450,
6750,19991228,A035460,
6751,19991228,A035480,
6752,20170424,A035480,불성실공시법인 지정
6753,20170425,A035480,
6754,20171116,A035480,상장적격성 실질심사 대상
6755,20180330,A035480,"상장적격성 실질심사 대상, 풍문 또는 보도 관련"
6756,20180403,A035480,"사업보고서 미제출, 상장적격성 실질심사 대상, 풍문 또는 보도 관련"
6757,20190722,A035480,상장적격성 실질심사 대상
6758,20190830,A035480,상장폐지 사유발생
6759,20190930,A035480,"상장폐지 사유발생, 주식의 병합, 분할 등 전자등록 변경, 말소"
6760,20191010,A035480,"상장폐지 사유발생, 주식의 병합, 분할 등 전자등록 변경, 말소, 투자자 보호"
6761,20191022,A035480,"상장폐지 사유발생, 투자자 보호"
6762,20191203,A035480,
6763,19991228,A035500,
6764,20010418,A035500,사유미상
6765,20010504,A035500,
6766,20030212,A035500,사유미상
6767,20030219,A035500,
6768,20040331,A035500,사유미상
6769,20040406,A035500,
6770,20040408,A035500,사유미상
6771,20040413,A035500,
6772,20040426,A035500,사유미상
6773,20040429,A035500,
6774,20040511,A035500,사유미상
6775,20040514,A035500,
6776,20040607,A035500,사유미상
6777,20040630,A035500,
6778,20050228,A035500,사유미상
6779,20050321,A035500,
6780,20050329,A035500,사유미상
6781,20050401,A035500,
6782,20070207,A035500,사유미상
6783,20070208,A035500,
6784,20070419,A035500,사유미상
6785,20070508,A035500,
6786,20090817,A035500,투자자 보호
6787,20090825,A035500,상장폐지 사유발생
6788,20090826,A035500,
6789,19991228,A035510,
6790,19991228,A035600,
6791,20031001,A035600,사유미상
6792,20031016,A035600,
6793,20171214,A035600,상장적격성 실질심사 대상
6794,20171222,A035600,
6795,19991228,A035610,
6796,20021018,A035610,사유미상
6797,20021021,A035610,
6798,20050630,A035610,사유미상
6799,20050725,A035610,
6800,20130401,A035610,단기과열 지정
6801,20130402,A035610,
6802,19991228,A035620,
6803,20030428,A035620,사유미상
6804,20030526,A035620,
6805,20050411,A035620,사유미상
6806,20050428,A035620,
6807,19991228,A035710,
6808,20060427,A035710,사유미상
6809,20060526,A035710,
6810,20090504,A035710,"주식의 병합, 분할 등 전자등록 변경, 말소"
6811,20090528,A035710,
6812,20100323,A035710,풍문 또는 보도 관련
6813,20100324,A035710,상장폐지 사유발생
6814,20100422,A035710,
6815,19991228,A035720,
6816,20060427,A035720,사유미상
6817,20060519,A035720,
6818,19991228,A035760,
6819,20100830,A035760,"주식의 병합, 분할 등 전자등록 변경, 말소"
6820,20100930,A035760,
6821,19991228,A035780,
6822,20010725,A035780,사유미상
6823,20010726,A035780,
6824,20030424,A035780,사유미상
6825,20030428,A035780,
6826,20040813,A035780,사유미상
6827,20040819,A035780,
6828,20040923,A035780,사유미상
6829,20041001,A035780,
6830,20041227,A035780,사유미상
6831,20041230,A035780,
6832,19991228,A035810,
6833,20200428,A035810,"주식의 병합, 분할 등 전자등록 변경, 말소"
6834,20200605,A035810,
6835,19991228,A035830,
6836,20041119,A035830,사유미상
6837,20041124,A035830,
6838,20041214,A035830,사유미상
6839,20050110,A035830,
6840,20050418,A035830,사유미상
6841,20050421,A035830,
6842,20060713,A035830,사유미상
6843,20060714,A035830,
6844,20070228,A035830,사유미상
6845,20070403,A035830,
6846,20090624,A035830,우회상장여부 및 요건충족확인
6847,20090626,A035830,
6848,20090817,A035830,투자자 보호
6849,20090904,A035830,
6850,20100219,A035830,불성실공시법인 지정
6851,20100222,A035830,
6852,20100323,A035830,상장폐지 사유발생
6853,20100419,A035830,"상장폐지 사유발생, 우회상장여부 및 요건충족확인"
6854,20100420,A035830,상장폐지 사유발생
6855,20100421,A035830,투자자 보호
6856,20100513,A035830,상장적격성 실질심사 대상
6857,20100603,A035830,상장폐지 사유발생
6858,20100707,A035830,
6859,19991228,A035870,
6860,20040531,A035870,사유미상
6861,20040603,A035870,
6862,19991228,A035890,
6863,20171116,A035890,상장적격성 실질심사 대상
6864,20171124,A035890,
6865,19991228,A035900,
6866,20031120,A035900,사유미상
6867,20031121,A035900,
6868,20040416,A035900,사유미상
6869,20040421,A035900,
6870,20040426,A035900,사유미상
6871,20040524,A035900,
6872,20060403,A035900,사유미상
6873,20060406,A035900,
6874,20060622,A035900,사유미상
6875,20060707,A035900,
6876,20070608,A035900,사유미상
6877,20070611,A035900,
6878,20100906,A035900,"주식의 병합, 분할 등 전자등록 변경, 말소"
6879,20100917,A035900,
6880,19991228,A035910,
6881,20030401,A035910,사유미상
6882,20030404,A035910,
6883,20030715,A035910,사유미상
6884,20030716,A035910,
6885,20031009,A035910,사유미상
6886,20031023,A035910,
6887,20040309,A035910,사유미상
6888,20040329,A035910,
6889,20041221,A035910,사유미상
6890,20041224,A035910,
6891,20050105,A035910,사유미상
6892,20050110,A035910,
6893,19991228,A035950,
6894,20020425,A035950,사유미상
6895,20020429,A035950,
6896,20090629,A035950,풍문 또는 보도 관련
6897,20090710,A035950,상장폐지 사유발생
6898,20090811,A035950,투자자 보호
6899,20090812,A035950,
6900,19991228,A035960,
6901,20031022,A035960,사유미상
6902,20031023,A035960,
6903,20031224,A035960,사유미상
6904,20040112,A035960,
6905,20040322,A035960,사유미상
6906,20040326,A035960,
6907,19991228,A036000,
6908,19991228,A036010,
6909,20030417,A036010,사유미상
6910,20030421,A036010,
6911,19991228,A036020,
6912,20040331,A036020,사유미상
6913,20040406,A036020,
6914,20040416,A036020,사유미상
6915,20040421,A036020,
6916,20040426,A036020,사유미상
6917,20040514,A036020,
6918,20041102,A036020,사유미상
6919,20041122,A036020,
6920,20050314,A036020,사유미상
6921,20050324,A036020,
6922,19991228,A036030,
6923,19991228,A036090,
6924,20010705,A036090,사유미상
6925,20010709,A036090,
6926,20030424,A036090,사유미상
6927,20030428,A036090,
6928,20060406,A036090,사유미상
6929,20060503,A036090,
6930,20100212,A036090,투자자 보호
6931,20100325,A036090,"주식의 병합, 분할 등 전자등록 변경, 말소, 투자자 보호"
6932,20100422,A036090,"상장적격성 실질심사 대상, 주식의 병합, 분할 등 전자등록 변경, 말소"
6933,20100513,A036090,"상장폐지 사유발생, 주식의 병합, 분할 등 전자등록 변경, 말소"
6934,20100920,A036090,"주식의 병합, 분할 등 전자등록 변경, 말소"
6935,20100927,A036090,
6936,20140716,A036090,불성실공시법인 지정
6937,20140717,A036090,
6938,19991228,A036120,
6939,20030305,A036120,사유미상
6940,20030306,A036120,
6941,20030401,A036120,사유미상
6942,20030404,A036120,
6943,20030418,A036120,사유미상
6944,20030519,A036120,
6945,20171205,A036120,투자경고 및 위험  ←  투자위험종목 지정 후 주가상승 변경:2012.03.12
6946,20171206,A036120,
6947,20171218,A036120,투자경고 및 위험  ←  투자위험종목 지정 후 주가상승 변경:2012.03.12
6948,20171219,A036120,
6949,19991228,A036170,
6950,20121016,A036170,"주식의 병합, 분할 등 전자등록 변경, 말소"
6951,20121116,A036170,
6952,20170502,A036170,"주식의 병합, 분할 등 전자등록 변경, 말소"
6953,20170524,A036170,
6954,19991228,A036180,
6955,20020812,A036180,사유미상
6956,20020819,A036180,
6957,20030109,A036180,사유미상
6958,20030205,A036180,
6959,20030401,A036180,사유미상
6960,20030404,A036180,
6961,20031017,A036180,사유미상
6962,20031127,A036180,
6963,20070226,A036180,사유미상
6964,20070323,A036180,
6965,20200320,A036180,상장폐지 사유발생
6966,20201012,A036180,"상장적격성 실질심사 대상, 상장폐지 사유발생"
