ticker,init_listed_dt
A008800,19930827
A019010,19931029
A096690,20101201
A273060,20170807
A099520,20091222
A041440,20031112
A003310,19920725
A045060,20000808
A052220,20050119
A011090,19950708
A031510,19970212
A010040,19951113
A290120,20181207
A053450,20010807
A050960,20161011
A054090,20040204
A219750,20150617
A027830,19991127
A058730,20040802
A065620,20020625
A277070,20180314
A023460,19940930
A095500,20071001
A313760,20190725
A037370,20000107
A238120,20161103
A036640,20000526
A024910,19941222
A263020,20181120
A123410,20100827
A052600,20010706
A025550,19950612
A140670,20170811
A193250,20141229
A109860,20090728
A043290,20111025
A092460,20070522
A014440,19970827
A024890,19971028
A141070,20121116
A171010,20131118
A004910,19761227
A032680,19970718
A900100,20100421
A093520,20070212
A327260,20191224
A024800,19991208
A065370,20180402
A196300,20161207
A012340,19970212
A036690,20000114
A004780,19941222
A084670,20050725
A043910,20051118
A214310,20150625
A103840,20191120
A115480,20111215
A033340,19971103
A214680,20150420
A123010,20141031
A133820,20140722
A054180,20011012
A149980,20130701
A177830,20140804
A274090,20200303
A142210,20160202
A081150,20090423
A147760,20161212
A023770,19941031
A064520,20021202
A230980,20160302
A095270,20070912
A043090,20011009
A101240,20111108
A066410,20031217
A069460,20021111
A001810,19991229
A031860,19970107
A005670,19931130
A006340,19880504
A008260,19750628
A001080,19770618
A294630,20200220
A052300,20010731
A053620,20010803
A143540,20141029
A009770,20061017
A024120,19941130
A073540,20070518
A023440,19940930
A065570,20030117
A002920,19881010
A062860,20060725
A205500,20141112
A013720,19931222
A169330,20200701
A011690,19951221
A153490,20130205
A090370,20061226
A016100,20030113
A020180,19950929
A226340,20151105
A090410,20140801
A000850,19991118
A025440,19950515
A004590,19930527
A005860,19941031
A059210,20080415
A033250,19990811
A001560,20051209
A078650,20101022
A042940,20001017
A012320,19970307
A092780,20171208
A078350,20040512
A219420,20160729
A046390,20010109
A101930,20101022
A322180,20191031
A010240,20090512
A339950,20191224
A272110,20191025
A008420,19941105
A036000,19991127
A173130,20161220
A069730,20030128
A097800,20130307
