,std_dt,symbol,issued_sh
4480,20010227,A004310,2800000
4481,20080328,A004310,28000000
4482,20171222,A004310,32000000
4483,19991228,A004320,7632611
4484,20010122,A004320,4181631
4485,20011019,A004320,6681631
4486,20150413,A004320,0
4487,19991228,A004360,1000000
4488,20000410,A004360,10000000
4489,20050331,A004360,14000000
4490,20050413,A004360,16800000
4491,20150415,A004360,19308690
4492,19991228,A004370,6299670
4493,20000728,A004370,7600000
4494,20030718,A004370,5771358
4495,20061208,A004370,5831358
4496,20061213,A004370,5881358
4497,20061221,A004370,6041358
4498,20070112,A004370,6082642
4499,19991228,A004380,1960000
4500,20020422,A004380,9800000
4501,20040714,A004380,10500000
4502,20050420,A004380,21000000
4503,19991228,A004390,41415383
4504,20020226,A004390,340030861
4505,20020415,A004390,0
4506,19991228,A004410,3439599
4507,20000121,A004410,3450785
4508,20000211,A004410,3551462
4509,20000328,A004410,3587328
4510,20000724,A004410,3604897
4511,20001011,A004410,3625732
4512,20010309,A004410,3648243
4513,20010725,A004410,3966880
4514,20020306,A004410,4767080
4515,20040312,A004410,1191770
4516,20040528,A004410,2428030
4517,20041117,A004410,3664290
4518,20050830,A004410,4900550
4519,20071105,A004410,6136810
4520,20091106,A004410,6335810
4521,20100212,A004410,13216400
4522,20161228,A004410,13496400
4523,20171025,A004410,337410000
4524,20201211,A004410,345202200
4525,20201223,A004410,357539854
4526,19991228,A004420,21907552
4527,20000217,A004420,11234642
4528,20020429,A004420,0
4529,19991228,A004430,1600000
4530,20040210,A004430,2400000
4531,20040420,A004430,24000000
4532,19991228,A004440,0
4533,20160330,A004440,12731947
4534,19991228,A004450,3736455
4535,20061117,A004450,3765055
4536,20070525,A004450,3768655
4537,20071019,A004450,3772255
4538,20080513,A004450,3780355
4539,20090605,A004450,3787555
4540,20090901,A004450,2137679
4541,20100517,A004450,2154379
4542,19991228,A004460,42092094
4543,20020321,A004460,36620122
4544,20020412,A004460,0
4545,19991228,A004490,1400000
4546,20000403,A004490,14000000
4547,19991228,A004510,3515200
4548,20040428,A004510,0
4549,19991228,A004530,1982565
4550,20000814,A004530,396513
4551,20020408,A004530,2396513
4552,20070309,A004530,2489888
4553,20070416,A004530,2516217
4554,20070427,A004530,25162170
4555,20070522,A004530,25390365
4556,20070601,A004530,25780875
4557,20070706,A004530,32256572
4558,20070730,A004530,32788513
4559,20070806,A004530,33333995
4560,20070814,A004530,39408068
4561,20070831,A004530,45342787
4562,20070907,A004530,45418199
4563,20080304,A004530,2270909
4564,20080422,A004530,0
4565,19991228,A004540,1435862
4566,20010725,A004540,2435862
4567,20010803,A004540,3390112
4568,20030624,A004540,4390112
4569,20031230,A004540,20699477
4570,20070228,A004540,8279790
4571,20090415,A004540,24279790
4572,20131007,A004540,24321537
4573,20131018,A004540,24350813
4574,20140818,A004540,24356813
4575,20140919,A004540,24367748
4576,20150430,A004540,26167532
4577,20150515,A004540,29666554
4578,20150518,A004540,30275559
4579,20150602,A004540,30286215
4580,20150609,A004540,30326278
4581,20150615,A004540,30364959
4582,20150716,A004540,30376900
4583,20151027,A004540,30736794
4584,20151029,A004540,31212506
4585,20151103,A004540,32212506
4586,20151113,A004540,32228965
4587,20160205,A004540,37228965
4588,20160812,A004540,37229013
4589,20161118,A004540,37233037
4590,20170123,A004540,37233066
4591,20170221,A004540,37234016
4592,20170314,A004540,37236720
4593,20170721,A004540,37240693
4594,19991228,A004550,29280000
4595,20060322,A004550,29880000
4596,20080401,A004550,29580000
4597,20090618,A004550,30592703
4598,20090702,A004550,30626991
4599,20090716,A004550,30640871
4600,20090730,A004550,30641774
4601,20090813,A004550,30642211
4602,20090827,A004550,30646918
4603,20090831,A004550,43646918
4604,20090910,A004550,43648595
4605,20090924,A004550,43656181
4606,20091009,A004550,43670626
4607,20091022,A004550,43670879
4608,20091105,A004550,43671056
4609,20091119,A004550,43671072
4610,20091203,A004550,43671616
4611,20091221,A004550,43671679
4612,20100105,A004550,43672078
4613,20100114,A004550,43674956
4614,20100128,A004550,43675867
4615,20100225,A004550,43675981
4616,20100325,A004550,43675988
4617,20100408,A004550,43676058
4618,20100421,A004550,43676071
4619,20110325,A004550,43676272
4620,20110513,A004550,43676287
4621,20120514,A004550,46135450
4622,20120622,A004550,0
4623,19991228,A004560,8051084
4624,20010102,A004560,7781187
4625,20031127,A004560,12515811
4626,20060922,A004560,12900261
4627,20061103,A004560,15078811
4628,19991228,A004590,150000
4629,20000111,A004590,300000
4630,20000424,A004590,1500000
4631,20180427,A004590,3000000
4632,20190426,A004590,15000000
4633,19991228,A004620,3097358
4634,20050510,A004620,2733204
4635,20091116,A004620,4867732
4636,20110517,A004620,0
4637,19991228,A004650,0
4638,20140730,A004650,6175230
4639,20140822,A004650,6595395
4640,20150206,A004650,6931527
4641,20150226,A004650,7099593
4642,20150302,A004650,7351692
4643,20150309,A004650,7435725
4644,20150310,A004650,7603791
4645,20150317,A004650,7687824
4646,20150331,A004650,7855890
4647,20160324,A004650,8444121
4648,20170320,A004650,9190885
4649,19991228,A004660,4371584
4650,20000224,A004660,16785784
4651,20011218,A004660,59972262
4652,20020719,A004660,62679095
4653,20021108,A004660,63718932
4654,20030516,A004660,6371893
4655,20040226,A004660,6444907
4656,20040311,A004660,923090
4657,20040319,A004660,10932804
4658,20040915,A004660,3000000
4659,20050330,A004660,0
4660,19991228,A004690,3000000
4661,20010119,A004690,4000000
4662,20020402,A004690,4055025
4663,19991228,A004700,5856367
4664,20000407,A004700,6086536
4665,20030528,A004700,5886536
4666,20041018,A004700,6649138
4667,19991228,A004710,43100089
4668,20010514,A004710,4310009
4669,20031001,A004710,6249514
4670,20040521,A004710,6317864
4671,20050427,A004710,6319264
4672,20060512,A004710,6328264
4673,20100708,A004710,7277503
4674,20100719,A004710,7641378
4675,20110128,A004710,8569253
4676,20120208,A004710,11568493
4677,20130208,A004710,16195890
4678,20141117,A004710,21054657
4679,20150818,A004710,22109878
4680,20190719,A004710,32109878
4681,19991228,A004720,1525000
4682,20000821,A004720,1830000
4683,20000926,A004720,2068000
4684,20001226,A004720,2090000
4685,20010119,A004720,2280000
4686,20010926,A004720,2430000
4687,20040426,A004720,6430000
4688,20051125,A004720,6813600
4689,20060310,A004720,68136000
4690,20070302,A004720,68740920
4691,20070608,A004720,69905780
4692,20070622,A004720,71070642
4693,20070713,A004720,72235504
4694,20071109,A004720,72244890
4695,20071123,A004720,72328210
4696,20080111,A004720,72344494
4697,20080328,A004720,72463683
4698,20080526,A004720,72471084
4699,20080619,A004720,72479226
4700,20090424,A004720,73895874
4701,20090521,A004720,74005752
4702,20090616,A004720,74057899
4703,20090618,A004720,94057899
4704,20090715,A004720,96081553
4705,20090731,A004720,96627971
4706,20090819,A004720,97312324
4707,20090923,A004720,99356617
4708,20090929,A004720,100308997
4709,20091105,A004720,100853214
4710,20091230,A004720,58494864
4711,20110211,A004720,59976344
4712,20120111,A004720,63576344
4713,20120221,A004720,64725957
4714,20120227,A004720,65398303
4715,20120306,A004720,66200863
4716,20120912,A004720,77200863
4717,20130219,A004720,79473588
4718,20141209,A004720,7947358
4719,20150108,A004720,8147358
4720,20150616,A004720,9407358
4721,20150617,A004720,9427358
4722,20161116,A004720,10039594
4723,20161118,A004720,10055292
4724,20170412,A004720,11245170
4725,20170417,A004720,11288324
4726,20180424,A004720,11570324
4727,20191202,A004720,11686025
4728,20200207,A004720,11702553
4729,20200221,A004720,11785196
4730,20200309,A004720,12347174
4731,20200318,A004720,13051870
4732,20200422,A004720,13152539
4733,20200428,A004720,13320322
4734,20200511,A004720,13555220
4735,20200520,A004720,13706224
4736,20200818,A004720,14041793
4737,20200820,A004720,14712933
4738,19991228,A004730,5394734
4739,20000131,A004730,0
4740,19991228,A004740,5771407
4741,20010925,A004740,1154281
4742,20011012,A004740,9473891
4743,20071004,A004740,9613891
4744,20120814,A004740,32046303
4745,20121005,A004740,32062969
4746,20140117,A004740,22543639
4747,20150304,A004740,23486091
4748,20150731,A004740,39986091
4749,20170412,A004740,71925448
4750,20170705,A004740,0
4751,19991228,A004770,1340000
4752,20010110,A004770,2070000
4753,20011211,A004770,2000000
4754,20061214,A004770,1880000
4755,20070509,A004770,18800000
4756,20090427,A004770,19460000
4757,20140708,A004770,26460000
4758,20160830,A004770,28965492
4759,20160921,A004770,29185272
4760,20161021,A004770,29317140
4761,20170217,A004770,29976480
4762,20190708,A004770,30706761
4763,20190723,A004770,32181923
4764,20190827,A004770,32668777
4765,20191002,A004770,33058260
4766,20191217,A004770,33725245
4767,20200525,A004770,34845011
4768,19991228,A004780,1200000
4769,20080926,A004780,12000000
4770,20090508,A004780,12468384
4771,20090522,A004780,12702576
4772,20100519,A004780,13249024
4773,20101222,A004780,14685401
4774,20110209,A004780,15903199
4775,19991228,A004790,2285929
4776,20000131,A004790,22859290
4777,20000320,A004790,22897514
4778,20000323,A004790,23509099
4779,20031121,A004790,26072095
4780,20031217,A004790,28474903
4781,20040102,A004790,31518461
4782,20041115,A004790,33120333
4783,20041201,A004790,34722205
4784,20071030,A004790,46242944
4785,20080411,A004790,47199880
4786,20080418,A004790,50309921
4787,20080530,A004790,50314705
4788,20080630,A004790,50332759
4789,20090309,A004790,50343537
4790,20090506,A004790,50355164
4791,20090518,A004790,50587722
4792,20090610,A004790,51998722
4793,20100907,A004790,52278862
4794,20101126,A004790,52536948
4795,20101228,A004790,55318589
4796,20110325,A004790,60200039
4797,20110504,A004790,62076211
4798,20111128,A004790,12415242
4799,20120315,A004790,12660527
4800,20120329,A004790,12986927
4801,20120417,A004790,13019373
4802,20120619,A004790,13034713
4803,20120723,A004790,13036150
4804,20121228,A004790,14091173
4805,20130313,A004790,14611573
4806,20130716,A004790,1461157
4807,20130725,A004790,1807872
4808,20130827,A004790,2577029
4809,20140304,A004790,0
4810,19991228,A004800,26438622
4811,20000412,A004800,26930417
4812,20010323,A004800,27011504
4813,20010328,A004800,27019612
4814,20010403,A004800,28298016
4815,20010515,A004800,28306124
4816,20010608,A004800,28324774
4817,20010618,A004800,28573747
4818,20010813,A004800,28577801
4819,20011129,A004800,28581855
4820,20011219,A004800,28651589
4821,20020104,A004800,28732676
4822,20020205,A004800,28857161
4823,20020206,A004800,28981647
4824,20020207,A004800,29163281
4825,20020314,A004800,29172965
4826,20020321,A004800,30248318
4827,20020404,A004800,30367713
4828,20020415,A004800,30482266
4829,20030314,A004800,31627602
4830,20040316,A004800,32818752
4831,20041027,A004800,32885205
4832,20050308,A004800,32954457
4833,20050322,A004800,33054136
4834,20050608,A004800,33087362
4835,20050704,A004800,33120588
4836,20050720,A004800,33353175
4837,20050726,A004800,33519308
4838,20050822,A004800,33738605
4839,20050826,A004800,33771831
4840,20050906,A004800,34070872
4841,20050909,A004800,34084162
4842,20050916,A004800,34282858
4843,20050926,A004800,34349311
4844,20050928,A004800,34515445
4845,20050930,A004800,34785911
4846,20051219,A004800,34805821
4847,20070206,A004800,34944326
4848,20070504,A004800,35081964
4849,20070511,A004800,35117455
4850,20180713,A004800,13795151
4851,20190104,A004800,21071025
4852,19991228,A004820,2080000
4853,20060504,A004820,2084940
4854,20060523,A004820,2152680
4855,20060620,A004820,2178180
4856,20061025,A004820,2192180
4857,20061212,A004820,2202860
4858,20061219,A004820,2275800
4859,20070118,A004820,2335860
4860,20070126,A004820,2600000
4861,20070130,A004820,8246332
4862,20070702,A004820,9046332
4863,20080729,A004820,4523166
4864,20080829,A004820,5114566
4865,20081023,A004820,5739349
4866,20081211,A004820,6830000
4867,20081224,A004820,13562765
4868,20090320,A004820,13572288
4869,20090325,A004820,15276096
4870,20090515,A004820,15633238
4871,20100318,A004820,18966571
4872,20100330,A004820,20966570
4873,20100415,A004820,0
4874,19991228,A004830,15401600
4875,20040316,A004830,15680000
4876,19991228,A004840,1040000
4877,20000424,A004840,1120000
4878,20010423,A004840,1200000
4879,20020417,A004840,1300000
4880,20020429,A004840,13000000
4881,20030421,A004840,14000000
4882,20040412,A004840,16000000
4883,20050425,A004840,17000000
4884,20060424,A004840,17400000
4885,20070423,A004840,18400000
4886,20080411,A004840,19400000
4887,20090414,A004840,20000000
4888,20100413,A004840,21000000
4889,20110412,A004840,22000000
4890,20120413,A004840,23000000
4891,20121019,A004840,12298274
4892,20130422,A004840,12700000
4893,20131203,A004840,16969461
4894,20140418,A004840,17500000
4895,20150417,A004840,18010000
4896,20160415,A004840,18510000
4897,20170417,A004840,19000000
4898,20180418,A004840,19480000
4899,20190417,A004840,19930000
4900,19991228,A004870,3939536
4901,20020308,A004870,4023712
4902,20020506,A004870,2534123
4903,20030506,A004870,25341230
4904,20030611,A004870,25591230
4905,20030709,A004870,26091229
4906,20030804,A004870,26341228
4907,20031001,A004870,26424561
4908,20040108,A004870,26557893
4909,20040310,A004870,27041222
4910,20040409,A004870,29582887
4911,20060213,A004870,30797095
4912,20060228,A004870,32618407
4913,20060309,A004870,32630131
4914,20060315,A004870,36044693
4915,20060322,A004870,36151748
4916,20060406,A004870,38144400
4917,20060523,A004870,39472834
4918,20060623,A004870,39717379
4919,20060712,A004870,39721015
4920,20061218,A004870,43291007
4921,20061226,A004870,47289007
4922,20070105,A004870,50108407
4923,20070119,A004870,51048207
4924,20070402,A004870,51518107
4925,20070426,A004870,51988007
4926,20070511,A004870,52457907
4927,20070521,A004870,61857907
4928,20070601,A004870,62327807
4929,20071108,A004870,67327805
4930,20080411,A004870,74446450
4931,20080423,A004870,77779780
4932,20090421,A004870,7777978
4933,20091228,A004870,15477978
4934,20100129,A004870,16347542
4935,20100310,A004870,17034207
4936,20101116,A004870,23134207
4937,20110105,A004870,2313420
4938,20110121,A004870,2883220
4939,20110225,A004870,3177337
4940,20110624,A004870,3184996
4941,20110810,A004870,3423091
4942,20111222,A004870,3480233
4943,20120312,A004870,3856421
4944,20120507,A004870,3970705
4945,20120517,A004870,4431505
4946,20120725,A004870,10216255
4947,20130827,A004870,15203787
4948,20140117,A004870,15784325
4949,20160421,A004870,15908722
4950,20160428,A004870,16219715
4951,20160602,A004870,16250814
4952,20170228,A004870,16274138
4953,20170323,A004870,65095025
4954,20170330,A004870,68067675
4955,20170523,A004870,68813943
4956,20170615,A004870,69093793
4957,20171016,A004870,70959464
4958,20181001,A004870,75437074
4959,20190618,A004870,76680855
4960,20201214,A004870,76680856
4961,19991228,A004890,0
4962,20050630,A004890,2425215
4963,19991228,A004910,920000
4964,20020506,A004910,9200000
4965,20020617,A004910,12800000
4966,19991228,A004920,1600000
4967,20121017,A004920,16000000
4968,20121112,A004920,16729900
4969,20130104,A004920,17630800
4970,20131112,A004920,18841800
4971,20140110,A004920,20201800
4972,20141107,A004920,21611800
4973,20150113,A004920,24244800
4974,20150421,A004920,26304406
4975,20150507,A004920,27971071
4976,20150629,A004920,29082182
4977,20150702,A004920,34851677
4978,20151118,A004920,36404472
4979,20151201,A004920,36960027
4980,20160425,A004920,37515582
4981,20160524,A004920,38071137
4982,20160701,A004920,38841948
4983,20161021,A004920,40394743
4984,20161025,A004920,41947538
4985,20161129,A004920,44787538
4986,20180404,A004920,47737390
4987,20180920,A004920,49212316
4988,20190115,A004920,54212316
4989,20200320,A004920,18070772
4990,20200423,A004920,24070772
4991,20200814,A004920,25070772
4992,19991228,A004940,444349863
4993,20010115,A004940,222174931
4994,20031103,A004940,490924931
4995,20031224,A004940,612924931
4996,20040316,A004940,618906826
4997,20040426,A004940,644906826
4998,20130426,A004940,0
4999,19991228,A004960,1561945
5000,20010620,A004960,16584603
5001,20020403,A004960,2069857
5002,20020524,A004960,908391
5003,20021114,A004960,9908391
5004,20160905,A004960,10101939
5005,20160912,A004960,10107804
5006,20161004,A004960,10166455
5007,20170530,A004960,10288035
5008,20170605,A004960,10604143
5009,20170616,A004960,10704446
5010,20170628,A004960,10722683
5011,20171205,A004960,10771542
5012,20171219,A004960,10776042
5013,20171227,A004960,10780114
5014,20180102,A004960,10865538
5015,20180109,A004960,10895933
5016,20180124,A004960,10938486
5017,20180201,A004960,11011434
5018,20180209,A004960,11193804
5019,20180326,A004960,11345779
5020,20180416,A004960,11376174
5021,20180420,A004960,11467359
5022,20180430,A004960,11558544
5023,20180509,A004960,11570702
5024,19991228,A004970,11000000
5025,20000417,A004970,11800000
5026,20010416,A004970,12200000
5027,20020415,A004970,13000000
5028,20030421,A004970,14000000
5029,20071211,A004970,14909090
5030,20100405,A004970,16000000
5031,19991228,A004980,13893910
5032,20010201,A004980,17923049
5033,20030929,A004980,17473049
5034,20040419,A004980,19142775
5035,20110311,A004980,19142875
5036,20110413,A004980,19145083
5037,20110513,A004980,19146255
5038,20130208,A004980,19287215
5039,20130226,A004980,19568734
5040,20130314,A004980,20112299
5041,20130405,A004980,20177799
5042,20130415,A004980,20209769
5043,20130502,A004980,20210859
5044,20130617,A004980,20454698
5045,20130702,A004980,20507488
5046,20130819,A004980,20510488
5047,20130830,A004980,20517488
5048,20130917,A004980,20518788
5049,20131115,A004980,20534298
5050,20131127,A004980,20847466
5051,20131212,A004980,21077382
5052,20131226,A004980,21758180
5053,20140113,A004980,23528636
5054,20160322,A004980,24008482
5055,20190510,A004980,24516073
5056,19991228,A004990,1421400
5057,20160517,A004990,14214000
5058,20171030,A004990,73683000
5059,20180413,A004990,113635914
5060,20180704,A004990,116566237
5061,20190114,A004990,104909237
5062,19991228,A005010,2310796
5063,20010731,A005010,4909922
5064,20011123,A005010,4918617
5065,20020204,A005010,5218617
5066,20020409,A005010,6918617
5067,20180518,A005010,6967614
5068,20180530,A005010,7054301
5069,20180604,A005010,7091991
5070,20180615,A005010,7140988
5071,20180625,A005010,7336976
5072,20180702,A005010,7412356
5073,20180703,A005010,7534848
5074,20190225,A005010,7621668
5075,19991228,A005030,720000
5076,20060503,A005030,7200000
5077,20110823,A005030,13120400
5078,20150421,A005030,13949256
5079,20151229,A005030,22600000
5080,20170529,A005030,22601327
5081,20170531,A005030,23864748
5082,20170602,A005030,24875486
5083,20170612,A005030,25135971
5084,20170630,A005030,25140741
5085,20171212,A005030,25991056
5086,20171215,A005030,26342501
5087,20171219,A005030,26626141
5088,20171227,A005030,26790572
5089,20171228,A005030,26824558
5090,20180131,A005030,26842335
5091,20180221,A005030,26869554
5092,20180312,A005030,26976241
5093,20180313,A005030,26976528
5094,20180319,A005030,27089871
5095,20180326,A005030,28343514
5096,20180402,A005030,29251309
5097,20180416,A005030,29349528
5098,20180712,A005030,42349528
5099,20191122,A005030,42381579
5100,20200128,A005030,42397604
5101,20200820,A005030,42429655
5102,20201119,A005030,43046640
5103,20201210,A005030,44849517
5104,19991228,A005060,53449750
5105,20000523,A005060,12700949
5106,20000620,A005060,32601949
5107,20020311,A005060,25723483
5108,20020419,A005060,0
5109,19991228,A005070,7415134
5110,20000113,A005070,19674633
5111,20010202,A005070,4031687
5112,20010330,A005070,9741887
5113,20011221,A005070,10984687
5114,20020128,A005070,11647087
5115,20020702,A005070,15826687
5116,20030130,A005070,21732084
5117,20030225,A005070,25989889
5118,20030314,A005070,26432250
5119,20030924,A005070,31365881
5120,20050504,A005070,41732980
5121,20051227,A005070,41963905
5122,20080122,A005070,13987968
5123,20130723,A005070,14487968
5124,20130830,A005070,14987968
5125,20161020,A005070,15077968
5126,20170803,A005070,15477968
5127,20170912,A005070,15877968
5128,20171128,A005070,16277968
5129,20180516,A005070,19147965
5130,20180803,A005070,19747965
5131,20191113,A005070,29247965
5132,19991228,A005090,3765747
5133,20020118,A005090,4854418
5134,20201119,A005090,14677004
5135,19991228,A005110,5767279
5136,20000428,A005110,7433945
5137,20010222,A005110,7989500
5138,20020517,A005110,2456083
5139,20020628,A005110,10064683
5140,20030415,A005110,32398350
5141,20030905,A005110,2945304
5142,20031216,A005110,2968613
5143,20031223,A005110,2977523
5144,20040329,A005110,3019193
5145,20040524,A005110,10543634
5146,20051021,A005110,20943634
5147,20060203,A005110,28943634
5148,20060707,A005110,30668513
5149,20061219,A005110,33168513
5150,20100804,A005110,34458589
5151,20190201,A005110,34790269
5152,20201007,A005110,66790269
5153,19991228,A005160,4380000
5154,20010813,A005160,4600000
5155,20030428,A005160,23000000
5156,20040129,A005160,18400000
5157,20060829,A005160,27600000
5158,20060925,A005160,34500000
5159,20080221,A005160,50000000
5160,20170120,A005160,54244482
5161,19991228,A005180,7600144
5162,20000107,A005180,8383843
5163,20000421,A005180,9951241
5164,20050811,A005180,9851241
5165,19991228,A005190,4014269
5166,20020913,A005190,3813556
5167,20080530,A005190,743584
5168,20110512,A005190,3717920
5169,20111214,A005190,3748152
5170,20120202,A005190,3760244
5171,20120306,A005190,3790476
5172,20130503,A005190,4201636
5173,20130529,A005190,4876849
5174,20150915,A005190,5029754
5175,20151029,A005190,5090916
5176,20151103,A005190,5121497
5177,20151204,A005190,5152078
5178,20160125,A005190,5274402
5179,20160323,A005190,5304983
5180,20171113,A005190,5335564
5181,19991228,A005250,4498938
5182,20000329,A005250,4674034
5183,20060828,A005250,4312474
5184,20110223,A005250,4702821
5185,20110504,A005250,47028210
5186,19991228,A005270,120420000
5187,20020422,A005270,121590500
5188,20020425,A005270,123463300
5189,20020426,A005270,123931500
5190,20020503,A005270,124633800
5191,20020506,A005270,125336100
5192,20020509,A005270,126272500
5193,20020510,A005270,127208900
5194,20020514,A005270,128379400
5195,20020515,A005270,129315800
5196,20020516,A005270,129784000
5197,20020517,A005270,130486300
5198,20020520,A005270,131188600
5199,20020522,A005270,131656800
5200,20020523,A005270,132125000
5201,20110607,A005270,0
5202,19991228,A005280,95045110
5203,20000112,A005280,95045132
5204,20000310,A005280,95045150
5205,20001110,A005280,95045162
5206,20010910,A005280,95045164
5207,20020117,A005280,95048776
5208,20020124,A005280,95048792
5209,20020207,A005280,95053218
5210,20020219,A005280,95053588
5211,20020228,A005280,95053608
5212,20020314,A005280,95053712
5213,20020321,A005280,95131298
5214,20020328,A005280,95716200
5215,20020404,A005280,95860670
5216,20020411,A005280,96138310
5217,20020418,A005280,98445778
5218,20020425,A005280,101935782
5219,20020503,A005280,105626638
5220,20020509,A005280,106438398
5221,20020516,A005280,106906808
5222,20020523,A005280,108507612
5223,20020530,A005280,110972050
5224,20020607,A005280,112257068
5225,20020614,A005280,113478544
5226,20020620,A005280,118300454
5227,20020627,A005280,125788918
5228,20020705,A005280,146683650
5229,20090327,A005280,186683650
5230,20110330,A005280,0
5231,19991228,A005290,3760000
5232,20000502,A005290,37600000
5233,20090408,A005290,38043852
5234,20090604,A005290,38931557
5235,20090618,A005290,40706967
5236,20090721,A005290,42038524
5237,20150609,A005290,45409611
5238,20150901,A005290,46758046
5239,20160429,A005290,47432263
5240,20170405,A005290,50129134
5241,20171117,A005290,51414494
5242,19991228,A005300,1237203
5243,20171030,A005300,799346
5244,20190503,A005300,7993460
5245,20201109,A005300,8975123
5246,19991228,A005320,1974400
5247,20060803,A005320,9872000
5248,20061102,A005320,11279807
5249,20070329,A005320,12241147
5250,20070525,A005320,14105690
5251,20070607,A005320,14693989
5252,20070613,A005320,14822120
5253,20070628,A005320,14838216
5254,20070809,A005320,14895403
5255,20070823,A005320,14944233
5256,20070830,A005320,14957225
5257,20070906,A005320,15198090
5258,20070913,A005320,15260826
5259,20071004,A005320,15262833
5260,20071011,A005320,15264657
5261,20071019,A005320,15277940
5262,20071026,A005320,15279399
5263,20071102,A005320,15282536
5264,20080104,A005320,15293646
5265,20080131,A005320,15360945
5266,20080212,A005320,15391247
5267,20080306,A005320,15419499
5268,20080313,A005320,15436165
5269,20080404,A005320,15446165
5270,20080417,A005320,15556165
5271,20080424,A005320,15788387
5272,20080502,A005320,17530330
5273,20080509,A005320,17572330
5274,20080516,A005320,17601330
5275,20080523,A005320,17701330
5276,20080605,A005320,17710674
5277,20080613,A005320,18742674
5278,20080626,A005320,19742674
5279,20080703,A005320,19765774
5280,20090526,A005320,19815774
5281,20110103,A005320,20045774
5282,20111206,A005320,4009154
5283,20130430,A005320,4566254
5284,20140728,A005320,4696124
5285,20160212,A005320,4752177
5286,20160307,A005320,4920338
5287,20160328,A005320,5088499
5288,20160404,A005320,5228626
5289,20160411,A005320,5480868
5290,20160426,A005320,5550930
5291,20160511,A005320,5584562
5292,20160518,A005320,5626602
5293,20160609,A005320,5794763
5294,20160610,A005320,5805973
5295,20160614,A005320,5817183
5296,20160630,A005320,5831310
5297,20160705,A005320,5866627
5298,20160725,A005320,5873690
5299,20161020,A005320,5893871
5300,20161114,A005320,5914052
5301,20170511,A005320,5986200
5302,20170515,A005320,5990740
5303,20170524,A005320,6180444
5304,20170602,A005320,12144815
5305,20170713,A005320,13032774
5306,20180328,A005320,13246869
5307,20180330,A005320,13401389
5308,20180411,A005320,13410697
5309,20180430,A005320,13596867
5310,20180605,A005320,13619205
5311,20180612,A005320,13660693
5312,20180621,A005320,13740480
5313,20190225,A005320,13828199
5314,20190425,A005320,14003636
5315,20190426,A005320,14047495
5316,20190705,A005320,27547495
5317,20190709,A005320,27596156
5318,20200320,A005320,28182613
5319,20200331,A005320,29110613
5320,20200420,A005320,30102845
5321,20200507,A005320,30747661
5322,20200521,A005320,32670112
5323,20200601,A005320,35301984
5324,20200615,A005320,37187539
5325,20200626,A005320,37974243
5326,20200709,A005320,38008632
5327,20200724,A005320,38026114
5328,20200810,A005320,38027114
5329,20200818,A005320,38167114
5330,20200907,A005320,38474598
5331,20200914,A005320,38484075
5332,20201006,A005320,38660544
5333,20201019,A005320,38727481
5334,20201106,A005320,38796872
5335,20201118,A005320,38800146
5336,20201203,A005320,38813146
5337,19991228,A005330,5433035
5338,20040520,A005330,1811012
5339,20040921,A005330,4811012
5340,20070620,A005330,0
5341,19991228,A005350,1849717
5342,20000418,A005350,1883822
5343,20010219,A005350,1904515
5344,20010227,A005350,1927515
5345,20010416,A005350,1961763
5346,20020415,A005350,2000358
5347,20030331,A005350,2037780
5348,20040412,A005350,2093606
5349,20050519,A005350,1993606
5350,20050926,A005350,19936060
5351,20060630,A005350,69706380
5352,20061002,A005350,75236415
5353,20090615,A005350,106559515
5354,20091215,A005350,10655952
5355,20091230,A005350,12084524
5356,20100614,A005350,15720888
5357,20100715,A005350,17720888
5358,20100813,A005350,19718888
5359,20110114,A005350,1971889
5360,20110415,A005350,0
5361,19991228,A005360,2316912
5362,20000918,A005360,2541897
5363,20000920,A005360,2628245
5364,20000926,A005360,2669189
5365,20001017,A005360,2697332
5366,20001123,A005360,2706680
5367,20090409,A005360,2755328
5368,20090508,A005360,13776640
5369,20130104,A005360,13897307
5370,20150617,A005360,18897307
5371,19991228,A005370,1000000
5372,20000607,A005370,0
5373,19991228,A005380,208470702
5374,20000927,A005380,229088702
5375,20010312,A005380,219088702
5376,20031216,A005380,219518502
5377,20040513,A005380,218198502
5378,20041215,A005380,218628302
5379,20051215,A005380,219058702
5380,20061219,A005380,219466255
5381,20071218,A005380,219873808
5382,20081216,A005380,220276479
5383,20180806,A005380,213668187
5384,19991228,A005390,8138954
5385,20001204,A005390,672228
5386,20010122,A005390,4298877
5387,20010521,A005390,4408877
5388,20020520,A005390,5040809
5389,20020819,A005390,5041887
5390,20021203,A005390,14370839
5391,20091116,A005390,143708390
5392,19991228,A005410,2869913
5393,20000914,A005410,0
5394,19991228,A005420,1569583
5395,20000411,A005420,756674
5396,20000814,A005420,6388518
5397,20010928,A005420,9752519
5398,20030618,A005420,108367358
5399,20040506,A005420,10836735
5400,20060620,A005420,10901574
5401,20080425,A005420,11000757
5402,20110526,A005420,11701226
5403,20110621,A005420,11914411
5404,20110721,A005420,12356011
5405,20110808,A005420,12660563
5406,20110817,A005420,12858521
5407,20110906,A005420,12949885
5408,20110921,A005420,12980340
5409,20111115,A005420,13056477
5410,20120103,A005420,13102159
5411,20150422,A005420,13328444
5412,20170825,A005420,14958444
5413,20180328,A005420,15462039
5414,20180719,A005420,15543137
5415,20180731,A005420,15580983
