,std_dt,symbol,currency
995,19991228,A025860,KRW
996,19991228,A025870,KRW
997,19991228,A025880,KRW
998,19991228,A025890,KRW
999,19991228,A025900,KRW
1000,19991228,A025920,KRW
1001,20000630,A025921,KRW
1002,19991228,A025930,KRW
1003,19991228,A025950,KRW
1004,19991228,A025970,KRW
1005,19991228,A025980,KRW
1006,19991228,A025981,KRW
1007,19991228,A026040,KRW
1008,19991228,A026150,KRW
1009,20000808,A026180,KRW
1010,19991228,A026220,KRW
1011,19991228,A026230,KRW
1012,19991228,A026240,KRW
1013,19991228,A026250,KRW
1014,19991228,A026260,KRW
1015,20000620,A026540,KRW
1016,19991228,A026870,KRW
1017,19991228,A026890,KRW
1018,19991228,A026910,KRW
1019,19991228,A026940,KRW
1020,19991228,A026960,KRW
1021,19991228,A026970,KRW
1022,19991228,A027040,KRW
1023,19991228,A027050,KRW
1024,19991228,A027350,KRW
1025,20181121,A027360,KRW
1026,19991228,A027390,KRW
1027,20140519,A027410,KRW
1028,19991228,A027440,KRW
1029,19991228,A027460,KRW
1030,20010111,A027560,KRW
1031,20071001,A027580,KRW
1032,19991228,A027610,KRW
1033,19991228,A027700,KRW
1034,19991228,A027710,KRW
1035,20001207,A027740,KRW
1036,19991228,A027830,KRW
1037,19991228,A027840,KRW
1038,19991228,A027890,KRW
1039,19991228,A027970,KRW
1040,19991228,A028040,KRW
1041,19991228,A028050,KRW
1042,19991228,A028080,KRW
1043,19991228,A028090,KRW
1044,20090612,A028100,KRW
1045,20000120,A028150,KRW
1046,20141218,A028260,KRW
1047,19991228,A028300,KRW
1048,20070921,A028670,KRW
1049,19991228,A029460,KRW
1050,19991228,A029480,KRW
1051,19991228,A029530,KRW
1052,20070627,A029780,KRW
1053,20040618,A029960,KRW
1054,19991228,A030000,KRW
1055,20011204,A030030,KRW
1056,20000516,A030190,KRW
1057,19991228,A030200,KRW
1058,19991228,A030210,KRW
1059,19991228,A030270,KRW
1060,19991228,A030350,KRW
1061,19991228,A030390,KRW
1062,19991228,A030420,KRW
1063,19991228,A030520,KRW
1064,19991228,A030530,KRW
1065,19991228,A030610,KRW
1066,19991228,A030700,KRW
1067,19991228,A030710,KRW
1068,19991228,A030720,KRW
1069,20001226,A030790,KRW
1070,19991228,A030950,KRW
1071,19991228,A030960,KRW
1072,19991228,A030970,KRW
1073,20000209,A030971,KRW
1074,20000704,A031150,KRW
1075,19991228,A031310,KRW
1076,20000523,A031330,KRW
1077,19991228,A031390,KRW
1078,20110714,A031430,KRW
1079,20010731,A031440,KRW
1080,19991228,A031510,KRW
1081,19991228,A031800,KRW
1082,19991228,A031820,KRW
1083,19991228,A031860,KRW
1084,19991228,A031920,KRW
1085,19991228,A031950,KRW
1086,19991228,A031960,KRW
1087,19991228,A031970,KRW
1088,19991228,A031980,KRW
1089,19991228,A031990,KRW
1090,19991228,A032030,KRW
1091,19991228,A032040,KRW
1092,19991228,A032050,KRW
1093,20001026,A032080,KRW
1094,19991228,A032150,KRW
1095,19991228,A032151,KRW
1096,20000418,A032180,KRW
1097,19991228,A032190,KRW
1098,19991228,A032280,KRW
1099,19991228,A032290,KRW
1100,20200810,A032300,KRW
1101,20060608,A032350,KRW
1102,19991228,A032380,KRW
1103,19991228,A032390,KRW
1104,19991228,A032420,KRW
1105,19991228,A032421,KRW
1106,20000321,A032500,KRW
1107,19991228,A032540,KRW
1108,19991228,A032560,KRW
1109,19991228,A032570,KRW
1110,19991228,A032580,KRW
1111,19991228,A032590,KRW
1112,19991228,A032600,KRW
1113,19991228,A032610,KRW
1114,19991228,A032620,KRW
1115,19991228,A032624,KRW
1116,20000921,A032640,KRW
1117,19991228,A032680,KRW
1118,20020422,A032710,KRW
1119,19991228,A032750,KRW
1120,19991228,A032780,KRW
1121,19991228,A032790,KRW
1122,19991228,A032800,KRW
1123,19991228,A032801,KRW
1124,19991228,A032802,KRW
1125,20000622,A032820,KRW
1126,20100512,A032830,KRW
1127,19991228,A032850,KRW
1128,19991228,A032860,KRW
1129,19991228,A032930,KRW
1130,19991228,A032940,KRW
1131,19991228,A032960,KRW
1132,19991228,A032980,KRW
1133,20010510,A033020,KRW
1134,19991228,A033030,KRW
1135,19991228,A033040,KRW
1136,19991228,A033050,KRW
1137,19991228,A033070,KRW
1138,19991228,A033100,KRW
1139,19991228,A033110,KRW
1140,19991228,A033130,KRW
1141,19991228,A033160,KRW
1142,20101126,A033170,KRW
1143,19991228,A033180,KRW
1144,19991228,A033190,KRW
1145,19991228,A033200,KRW
1146,19991228,A033210,KRW
1147,19991228,A033220,KRW
1148,19991228,A033230,KRW
1149,19991228,A033240,KRW
1150,19991228,A033250,KRW
1151,20010201,A033260,KRW
1152,19991228,A033270,KRW
1153,19991228,A033280,KRW
1154,19991228,A033290,KRW
1155,19991228,A033300,KRW
1156,19991228,A033310,KRW
1157,19991228,A033320,KRW
1158,19991228,A033330,KRW
1159,19991228,A033340,KRW
1160,19991228,A033430,KRW
1161,19991228,A033500,KRW
1162,19991228,A033530,KRW
1163,19991228,A033540,KRW
1164,19991228,A033550,KRW
1165,20110126,A033560,KRW
1166,20001121,A033600,KRW
1167,19991228,A033630,KRW
1168,19991228,A033640,KRW
1169,20090625,A033660,KRW
1170,20000627,A033720,KRW
1171,19991228,A033780,KRW
1172,20010626,A033790,KRW
1173,20101129,A033830,KRW
1174,19991228,A033850,KRW
1175,19991228,A033880,KRW
1176,19991228,A033920,KRW
1177,20000427,A034010,KRW
1178,20001025,A034020,KRW
1179,19991228,A034120,KRW
1180,19991228,A034121,KRW
1181,19991228,A034190,KRW
1182,20040723,A034220,KRW
1183,20021105,A034230,KRW
1184,19991228,A034260,KRW
1185,19991228,A034270,KRW
1186,19991228,A034280,KRW
1187,19991228,A034290,KRW
1188,19991228,A034300,KRW
1189,20040204,A034310,KRW
1190,19991228,A034320,KRW
1191,19991228,A034330,KRW
1192,19991228,A034340,KRW
1193,19991228,A034350,KRW
1194,19991228,A034430,KRW
1195,19991228,A034440,KRW
1196,19991228,A034450,KRW
1197,19991228,A034460,KRW
1198,19991228,A034470,KRW
1199,20000414,A034510,KRW
1200,19991228,A034560,KRW
1201,19991228,A034570,KRW
1202,19991228,A034580,KRW
1203,20061107,A034590,KRW
1204,19991228,A034600,KRW
1205,19991228,A034650,KRW
1206,19991228,A034660,KRW
1207,20091111,A034730,KRW
1208,19991228,A034750,KRW
1209,19991228,A034760,KRW
1210,19991228,A034770,KRW
1211,19991228,A034810,KRW
1212,19991228,A034820,KRW
1213,20010522,A034830,KRW
1214,19991228,A034840,KRW
1215,19991228,A034850,KRW
1216,19991228,A034920,KRW
1217,19991228,A034940,KRW
1218,20020207,A034950,KRW
1219,19991228,A034960,KRW
1220,19991228,A034970,KRW
1221,20000713,A034980,KRW
1222,19991228,A034990,KRW
1223,19991228,A035000,KRW
1224,19991228,A035010,KRW
1225,19991228,A035030,KRW
1226,19991228,A035040,KRW
1227,19991228,A035050,KRW
1228,19991228,A035080,KRW
1229,19991228,A035150,KRW
1230,19991228,A035160,KRW
1231,20020115,A035200,KRW
1232,19991228,A035210,KRW
1233,20011025,A035250,KRW
1234,19991228,A035270,KRW
1235,19991228,A035290,KRW
1236,19991228,A035300,KRW
1237,19991228,A035310,KRW
1238,19991228,A035320,KRW
1239,19991228,A035330,KRW
1240,19991228,A035340,KRW
1241,19991228,A035400,KRW
1242,19991228,A035410,KRW
1243,20021029,A035420,KRW
1244,19991228,A035430,KRW
1245,19991228,A035450,KRW
1246,19991228,A035460,KRW
1247,19991228,A035470,KRW
1248,19991228,A035480,KRW
1249,19991228,A035500,KRW
1250,20001116,A035510,KRW
1251,19991228,A035520,KRW
1252,19991228,A035530,KRW
1253,19991228,A035540,KRW
1254,19991228,A035590,KRW
1255,20021122,A035600,KRW
1256,19991228,A035610,KRW
1257,19991228,A035620,KRW
1258,19991228,A035670,KRW
1259,19991228,A035680,KRW
1260,19991228,A035700,KRW
1261,19991228,A035710,KRW
1262,19991228,A035720,KRW
1263,19991228,A035760,KRW
1264,20000113,A035780,KRW
1265,19991228,A035790,KRW
1266,19991228,A035810,KRW
1267,19991228,A035820,KRW
1268,19991228,A035830,KRW
1269,19991228,A035860,KRW
1270,20000627,A035870,KRW
1271,19991228,A035880,KRW
1272,19991228,A035890,KRW
1273,20010830,A035900,KRW
1274,19991228,A035910,KRW
1275,19991228,A035930,KRW
1276,19991228,A035940,KRW
1277,19991228,A035950,KRW
1278,19991228,A035960,KRW
1279,19991228,A035970,KRW
1280,19991228,A035980,KRW
1281,19991228,A036000,KRW
1282,20020703,A036010,KRW
1283,19991228,A036020,KRW
1284,19991228,A036030,KRW
1285,19991228,A036040,KRW
1286,19991228,A036060,KRW
1287,19991228,A036090,KRW
1288,19991228,A036120,KRW
1289,19991228,A036170,KRW
1290,19991228,A036180,KRW
1291,20001226,A036190,KRW
1292,19991228,A036200,KRW
1293,19991228,A036210,KRW
1294,20070605,A036220,KRW
1295,19991228,A036260,KRW
1296,20000120,A036270,KRW
1297,19991228,A036280,KRW
1298,19991228,A036300,KRW
1299,19991228,A036310,KRW
1300,19991228,A036330,KRW
1301,20010118,A036360,KRW
1302,19991228,A036390,KRW
1303,19991228,A036400,KRW
1304,20000323,A036420,KRW
1305,19991228,A036430,KRW
1306,19991228,A036440,KRW
1307,19991228,A036460,KRW
1308,20000404,A036480,KRW
1309,19991228,A036490,KRW
1310,19991228,A036500,KRW
1311,20000307,A036530,KRW
1312,20010502,A036540,KRW
1313,20030107,A036550,KRW
1314,19991228,A036560,KRW
1315,20000711,A036570,KRW
1316,19991228,A036580,KRW
1317,20010510,A036590,KRW
1318,20000111,A036600,KRW
1319,19991228,A036610,KRW
1320,20000111,A036620,KRW
1321,20000104,A036630,KRW
1322,20000530,A036640,KRW
1323,19991228,A036650,KRW
1324,20000615,A036660,KRW
1325,20010103,A036670,KRW
1326,20000118,A036690,KRW
1327,20000104,A036710,KRW
1328,20011108,A036720,KRW
1329,19991228,A036760,KRW
1330,19991228,A036780,KRW
1331,19991228,A036790,KRW
1332,20000503,A036800,KRW
1333,20000118,A036810,KRW
1334,19991228,A036820,KRW
1335,20000118,A036830,KRW
1336,19991228,A036840,KRW
1337,19991228,A036850,KRW
1338,19991228,A036870,KRW
1339,19991228,A036880,KRW
1340,20000720,A036890,KRW
1341,20000111,A036900,KRW
1342,19991228,A036910,KRW
1343,19991228,A036920,KRW
1344,19991228,A036930,KRW
1345,19991228,A036950,KRW
1346,19991228,A036960,KRW
1347,19991228,A036970,KRW
1348,19991228,A037010,KRW
1349,19991228,A037020,KRW
1350,19991228,A037030,KRW
1351,20180607,A037030,KRW
1352,19991228,A037040,KRW
1353,20010814,A037060,KRW
1354,20000104,A037070,KRW
1355,20000711,A037110,KRW
1356,19991228,A037120,KRW
1357,19991228,A037150,KRW
1358,20000128,A037180,KRW
1359,20000128,A037190,KRW
1360,19991228,A037200,KRW
1361,19991228,A037220,KRW
1362,19991228,A037230,KRW
1363,19991228,A037240,KRW
1364,19991228,A037250,KRW
1365,20030801,A037270,KRW
1366,20000229,A037280,KRW
1367,20020917,A037320,KRW
1368,19991228,A037330,KRW
1369,19991228,A037340,KRW
1370,20000111,A037350,KRW
1371,20000112,A037360,KRW
1372,20000111,A037370,KRW
1373,20000127,A037380,KRW
1374,19991228,A037400,KRW
1375,19991228,A037410,KRW
1376,19991228,A037430,KRW
1377,20000203,A037440,KRW
1378,19991228,A037460,KRW
1379,20000128,A037480,KRW
1380,20000128,A037490,KRW
1381,20000225,A037500,KRW
1382,20000225,A037510,KRW
1383,19991228,A037520,KRW
1384,19991228,A037530,KRW
1385,19991228,A037540,KRW
1386,20020117,A037550,KRW
1387,20121109,A037560,KRW
1388,19991228,A037600,KRW
1389,20060215,A037620,KRW
1390,19991228,A037630,KRW
1391,19991228,A037640,KRW
1392,19991228,A037650,KRW
1393,20000112,A037670,KRW
1394,19991228,A037700,KRW
1395,20020207,A037710,KRW
1396,20000725,A037730,KRW
1397,20000303,A037740,KRW
1398,20001109,A037750,KRW
1399,20000407,A037760,KRW
1400,20000225,A037770,KRW
1401,20000225,A037780,KRW
1402,20020205,A037830,KRW
1403,20000824,A037950,KRW
1404,20000111,A038010,KRW
1405,20000112,A038020,KRW
1406,20000225,A038030,KRW
1407,20020110,A038050,KRW
1408,20060808,A038060,KRW
1409,20051025,A038070,KRW
1410,20000113,A038100,KRW
1411,20000323,A038110,KRW
1412,20000824,A038120,KRW
1413,20160801,A038160,KRW
1414,20000118,A038270,KRW
1415,20000317,A038280,KRW
1416,20000222,A038290,KRW
1417,20000128,A038310,KRW
1418,20020423,A038320,KRW
1419,20011122,A038340,KRW
1420,20000317,A038370,KRW
1421,20000225,A038380,KRW
1422,20000201,A038390,KRW
1423,20011221,A038400,KRW
1424,20060725,A038410,KRW
1425,20000808,A038420,KRW
1426,20000622,A038460,KRW
1427,20000317,A038480,KRW
1428,20010201,A038500,KRW
1429,20000303,A038520,KRW
1430,20000609,A038530,KRW
1431,20000818,A038540,KRW
1432,20000331,A038580,KRW
1433,20000504,A038620,KRW
1434,20000427,A038680,KRW
1435,20000629,A038690,KRW
1436,20020219,A038710,KRW
1437,20010118,A038720,KRW
1438,20000331,A038760,KRW
1439,20000317,A038770,KRW
1440,20000509,A038810,KRW
1441,20000831,A038830,KRW
1442,20010529,A038870,KRW
1443,20000427,A038880,KRW
1444,20000706,A038920,KRW
1445,20000331,A038940,KRW
1446,20000504,A038950,KRW
1447,20010515,A038960,KRW
1448,20000704,A038980,KRW
1449,20000523,A038990,KRW
1450,20020131,A039000,KRW
1451,20000720,A039010,KRW
1452,20000504,A039020,KRW
1453,20000824,A039030,KRW
1454,20000321,A039040,KRW
1455,20000317,A039050,KRW
1456,20010619,A039060,KRW
1457,20010828,A039110,KRW
1458,20001128,A039130,KRW
1459,20000421,A039160,KRW
1460,20000331,A039170,KRW
1461,20000317,A039180,KRW
1462,20070117,A039200,KRW
1463,20000421,A039210,KRW
1464,20000421,A039220,KRW
1465,20000622,A039230,KRW
1466,20000307,A039240,KRW
1467,20000421,A039270,KRW
1468,20000317,A039280,KRW
1469,20060704,A039290,KRW
1470,20000609,A039310,KRW
1471,20040730,A039340,KRW
1472,20001207,A039350,KRW
1473,20000421,A039370,KRW
1474,20000317,A039380,KRW
1475,20000725,A039390,KRW
1476,20020312,A039420,KRW
1477,20020228,A039440,KRW
1478,20040423,A039490,KRW
1479,20000316,A039500,KRW
1480,20000317,A039520,KRW
1481,20000321,A039530,KRW
1482,20000331,A039540,KRW
1483,20000622,A039560,KRW
1484,20150924,A039570,KRW
1485,20000706,A039580,KRW
1486,20000316,A039610,KRW
1487,20040116,A039670,KRW
1488,20000421,A039720,KRW
1489,20000706,A039740,KRW
1490,20000725,A039790,KRW
1491,20010103,A039830,KRW
1492,20000629,A039840,KRW
1493,20000711,A039850,KRW
1494,20000816,A039860,KRW
1495,20000818,A039870,KRW
1496,20000421,A039920,KRW
1497,20020813,A039980,KRW
1498,20000613,A039990,KRW
1499,20000713,A040020,KRW
1500,20000503,A040130,KRW
1501,20000829,A040160,KRW
1502,20000720,A040180,KRW
1503,20000428,A040260,KRW
1504,20000428,A040270,KRW
1505,20010904,A040300,KRW
1506,20020110,A040350,KRW
1507,20000421,A040380,KRW
1508,20000801,A040420,KRW
1509,20000421,A040520,KRW
1510,20000427,A040610,KRW
1511,20000818,A040670,KRW
1512,20040128,A040740,KRW
1513,20001205,A040750,KRW
1514,20000627,A040780,KRW
1515,20000428,A040860,KRW
1516,20110805,A040910,KRW
1517,20000515,A040940,KRW
1518,20000515,A040950,KRW
1519,20051028,A041020,KRW
1520,20000530,A041030,KRW
1521,20000607,A041060,KRW
1522,20000725,A041140,KRW
1523,20000609,A041190,KRW
1524,20000509,A041310,KRW
1525,20000808,A041320,KRW
1526,20031114,A041440,KRW
1527,20000720,A041450,KRW
1528,20101119,A041460,KRW
1529,20010116,A041500,KRW
1530,20000427,A041510,KRW
1531,20030704,A041520,KRW
1532,20000711,A041550,KRW
1533,20021101,A041590,KRW
1534,20020115,A041630,KRW
1535,20011115,A041650,KRW
1536,20011213,A041800,KRW
1537,20001214,A041830,KRW
1538,20040206,A041910,KRW
1539,20130701,A041920,KRW
1540,20011226,A041930,KRW
1541,20010724,A041940,KRW
1542,20011030,A041960,KRW
1543,20180208,A042000,KRW
1544,20030107,A042040,KRW
1545,20020726,A042100,KRW
1546,20000713,A042110,KRW
1547,20000526,A042300,KRW
1548,20000616,A042310,KRW
1549,20000622,A042340,KRW
1550,20000803,A042370,KRW
1551,20000627,A042420,KRW
1552,20000616,A042460,KRW
1553,20000719,A042470,KRW
1554,20020110,A042500,KRW
1555,20010103,A042510,KRW
1556,20091009,A042520,KRW
1557,20001019,A042570,KRW
1558,20021001,A042600,KRW
1559,20010202,A042660,KRW
1560,20010202,A042670,KRW
1561,20050722,A042700,KRW
1562,20000711,A042820,KRW
1563,20000627,A042870,KRW
1564,20001019,A042940,KRW
1565,20000616,A042950,KRW
1566,20000711,A042960,KRW
1567,20000616,A043040,KRW
1568,20011011,A043090,KRW
1569,20000808,A043100,KRW
1570,20060929,A043150,KRW
1571,20000719,A043200,KRW
1572,20010703,A043220,KRW
1573,20011129,A043260,KRW
1574,20111025,A043290,KRW
1575,20000829,A043340,KRW
1576,20000616,A043350,KRW
1577,20010720,A043360,KRW
1578,20011213,A043370,KRW
1579,20000616,A043380,KRW
1580,20000616,A043400,KRW
1581,20010802,A043580,KRW
1582,20011220,A043590,KRW
1583,20000720,A043610,KRW
1584,20000704,A043630,KRW
1585,20000824,A043650,KRW
1586,20000727,A043680,KRW
1587,20010628,A043690,KRW
1588,20000616,A043700,KRW
1589,20020711,A043710,KRW
1590,20000615,A043790,KRW
1591,20000810,A043890,KRW
1592,20051118,A043910,KRW
1593,20010118,A044060,KRW
1594,20041119,A044070,KRW
1595,20001116,A044180,KRW
1596,20000630,A044240,KRW
1597,20001024,A044340,KRW
1598,20000713,A044370,KRW
1599,20061115,A044380,KRW
1600,20000630,A044400,KRW
1601,20000710,A044410,KRW
1602,20000803,A044440,KRW
1603,20071026,A044450,KRW
1604,20010111,A044480,KRW
1605,20011108,A044490,KRW
1606,20011228,A044570,KRW
1607,20010111,A044640,KRW
1608,20000630,A044740,KRW
1609,20000630,A044750,KRW
1610,20000629,A044770,KRW
1611,20000907,A044780,KRW
1612,20020207,A044820,KRW
1613,20000710,A044890,KRW
1614,20001116,A044960,KRW
1615,20151210,A044990,KRW
1616,20010802,A045050,KRW
1617,20000810,A045060,KRW
1618,20000710,A045070,KRW
1619,20000724,A045080,KRW
1620,20000630,A045090,KRW
1621,20000831,A045100,KRW
1622,20010807,A045240,KRW
1623,20011108,A045260,KRW
1624,20000710,A045280,KRW
1625,20040106,A045290,KRW
1626,20011218,A045300,KRW
1627,20020110,A045310,KRW
1628,20020719,A045340,KRW
1629,20001207,A045380,KRW
1630,20010517,A045390,KRW
1631,20010817,A045400,KRW
1632,20000727,A045470,KRW
1633,20000907,A045510,KRW
1634,20001205,A045520,KRW
1635,20000710,A045550,KRW
1636,20010524,A045660,KRW
1637,20060703,A045710,KRW
1638,20020423,A045760,KRW
1639,20000724,A045790,KRW
1640,20000718,A045800,KRW
1641,20081127,A045820,KRW
1642,20000724,A045860,KRW
1643,20000814,A045870,KRW
1644,20020207,A045880,KRW
1645,20051128,A045890,KRW
1646,20001006,A045920,KRW
1647,20000803,A045970,KRW
1648,20010111,A046000,KRW
1649,20001226,A046070,KRW
1650,20060120,A046110,KRW
1651,20100615,A046120,KRW
1652,20030205,A046140,KRW
1653,20000816,A046210,KRW
1654,20001107,A046240,KRW
1655,20020205,A046310,KRW
1656,20010410,A046320,KRW
1657,20000824,A046350,KRW
1658,20010111,A046390,KRW
1659,20021001,A046400,KRW
1660,20020523,A046430,KRW
1661,20041214,A046440,KRW
1662,20000731,A046520,KRW
1663,20021010,A046720,KRW
1664,20000818,A046810,KRW
1665,20000904,A046820,KRW
1666,20010710,A046840,KRW
1667,20020117,A046890,KRW
1668,20000818,A046930,KRW
1669,20020618,A046940,KRW
1670,20121127,A046970,KRW
1671,20010323,A047040,KRW
1672,20010323,A047050,KRW
1673,20000908,A047060,KRW
1674,20020110,A047080,KRW
1675,20030725,A047310,KRW
1676,20010529,A047370,KRW
1677,20090929,A047400,KRW
1678,20020719,A047420,KRW
1679,20011120,A047440,KRW
1680,20001123,A047450,KRW
1681,20080701,A047560,KRW
1682,20010111,A047600,KRW
1683,20001212,A047610,KRW
1684,20010720,A047710,KRW
1685,20010510,A047730,KRW
1686,20010918,A047770,KRW
1687,20110630,A047810,KRW
1688,20021224,A047820,KRW
1689,20000925,A047890,KRW
1690,20151221,A047920,KRW
1691,20010621,A047940,KRW
1692,20011122,A048130,KRW
1693,20010426,A048140,KRW
1694,20021105,A048150,KRW
1695,20070207,A048260,KRW
1696,20030124,A048270,KRW
1697,20020808,A048410,KRW
1698,20010111,A048430,KRW
1699,20001214,A048460,KRW
1700,20020110,A048470,KRW
1701,20010614,A048510,KRW
1702,20110126,A048530,KRW
1703,20010731,A048540,KRW
1704,20010118,A048550,KRW
1705,20010109,A048640,KRW
1706,20000925,A048660,KRW
1707,20001012,A048760,KRW
1708,20010116,A048770,KRW
1709,20001012,A048830,KRW
1710,20040813,A048870,KRW
1711,20010731,A048910,KRW
1712,20010103,A049000,KRW
1713,20020221,A049070,KRW
1714,20131219,A049080,KRW
1715,20010726,A049120,KRW
1716,20020122,A049130,KRW
1717,20020523,A049180,KRW
1718,20020205,A049370,KRW
1719,20010116,A049430,KRW
1720,20011011,A049470,KRW
1721,20010109,A049480,KRW
1722,20010802,A049520,KRW
1723,20020228,A049550,KRW
1724,20030124,A049630,KRW
1725,20020108,A049690,KRW
1726,20020131,A049720,KRW
1727,20001123,A049770,KRW
1728,20010213,A049790,KRW
1729,20010726,A049800,KRW
1730,20010118,A049830,KRW
1731,20001204,A049850,KRW
1732,20050104,A049950,KRW
1733,20021213,A049960,KRW
1734,20001106,A049990,KRW
1735,20001221,A050050,KRW
1736,20040629,A050090,KRW
1737,20010517,A050110,KRW
1738,20020425,A050120,KRW
1739,20020115,A050320,KRW
1740,20001218,A050350,KRW
1741,20020423,A050470,KRW
1742,20051212,A050540,KRW
1743,20010621,A050600,KRW
1744,20050805,A050640,KRW
1745,20020516,A050760,KRW
1746,20100126,A050860,KRW
1747,20050708,A050890,KRW
1748,20161011,A050960,KRW
1749,20010205,A051070,KRW
1750,20020528,A051160,KRW
1751,20011023,A051170,KRW
1752,20071129,A051310,KRW
1753,20041119,A051360,KRW
1754,20030122,A051370,KRW
1755,20020215,A051380,KRW
1756,20011115,A051390,KRW
1757,20010612,A051490,KRW
1758,20010726,A051500,KRW
1759,20010703,A051530,KRW
1760,20071214,A051600,KRW
1761,20010129,A051630,KRW
1762,20040618,A051710,KRW
1763,20010626,A051780,KRW
1764,20010718,A051810,KRW
1765,20051111,A051820,KRW
1766,20010425,A051900,KRW
1767,20010425,A051910,KRW
1768,20010402,A051960,KRW
1769,20010731,A051980,KRW
1770,20010305,A051990,KRW
1771,20010705,A052020,KRW
1772,20010621,A052190,KRW
1773,20021223,A052210,KRW
1774,20050121,A052220,KRW
1775,20010517,A052260,KRW
1776,20010605,A052270,KRW
1777,20010531,A052290,KRW
1778,20010802,A052300,KRW
1779,20010524,A052310,KRW
1780,20010710,A052330,KRW
1781,20010720,A052350,KRW
1782,20011018,A052400,KRW
1783,20010807,A052420,KRW
1784,20050103,A052460,KRW
1785,20011218,A052510,KRW
1786,20010312,A052520,KRW
1787,20010402,A052530,KRW
1788,20010402,A052540,KRW
1789,20010710,A052560,KRW
1790,20010710,A052600,KRW
1791,20010731,A052640,KRW
1792,20011218,A052650,KRW
1793,20020124,A052670,KRW
1794,20091214,A052690,KRW
1795,20030801,A052710,KRW
1796,20020822,A052770,KRW
1797,20010814,A052790,KRW
1798,20011213,A052810,KRW
1799,20091006,A052860,KRW
1800,20010724,A052880,KRW
1801,20050118,A052900,KRW
1802,20020716,A052970,KRW
1803,20020624,A053000,KRW
1804,20010807,A053030,KRW
1805,20010809,A053040,KRW
1806,20011011,A053050,KRW
1807,20010817,A053060,KRW
1808,20010807,A053070,KRW
1809,20200924,A053080,KRW
1810,20011009,A053110,KRW
1811,20011030,A053160,KRW
1812,20020110,A053170,KRW
1813,20011226,A053200,KRW
1814,20110603,A053210,KRW
1815,20010720,A053250,KRW
1816,20020104,A053260,KRW
1817,20020207,A053270,KRW
1818,20080507,A053280,KRW
1819,20021210,A053290,KRW
1820,20140204,A053300,KRW
1821,20020104,A053320,KRW
1822,20011101,A053330,KRW
1823,20011115,A053350,KRW
1824,20010821,A053440,KRW
1825,20010809,A053450,KRW
1826,20010731,A053470,KRW
1827,20010409,A053530,KRW
1828,20190125,A053580,KRW
1829,20010823,A053590,KRW
1830,20010817,A053610,KRW
1831,20010807,A053620,KRW
1832,20020215,A053660,KRW
1833,20090623,A053690,KRW
1834,20011106,A053700,KRW
1835,20030321,A053740,KRW
1836,20010913,A053800,KRW
1837,20020719,A053810,KRW
1838,20011213,A053870,KRW
1839,20020507,A053890,KRW
1840,20011106,A053950,KRW
1841,20011113,A053960,KRW
1842,20020409,A053980,KRW
1843,20011023,A054010,KRW
1844,20020507,A054020,KRW
1845,20020115,A054040,KRW
1846,20020402,A054050,KRW
1847,20011009,A054080,KRW
1848,20040206,A054090,KRW
1849,20020618,A054120,KRW
1850,20011108,A054150,KRW
1851,20011011,A054170,KRW
1852,20011016,A054180,KRW
1853,20020509,A054210,KRW
1854,20011226,A054220,KRW
1855,20011220,A054250,KRW
1856,20020110,A054300,KRW
1857,20020110,A054340,KRW
1858,20011120,A054370,KRW
1859,20020425,A054410,KRW
1860,20011122,A054440,KRW
1861,20041210,A054450,KRW
1862,20010828,A054530,KRW
1863,20011115,A054540,KRW
1864,20011204,A054620,KRW
1865,20011113,A054630,KRW
1866,20020110,A054650,KRW
1867,20020226,A054670,KRW
1868,20031114,A054780,KRW
1869,20011206,A054790,KRW
1870,20010927,A054800,KRW
1871,20011101,A054920,KRW
1872,20020115,A054930,KRW
1873,20011213,A054940,KRW
1874,20060607,A054950,KRW
1875,20011218,A055000,KRW
1876,20011206,A055250,KRW
1877,20171031,A055490,KRW
1878,20010910,A055550,KRW
1879,20031107,A055810,KRW
1880,20030801,A055970,KRW
1881,20030711,A056000,KRW
1882,20020813,A056010,KRW
1883,20030704,A056020,KRW
1884,20020115,A056060,KRW
1885,20011113,A056080,KRW
1886,20151112,A056090,KRW
1887,20011220,A056140,KRW
1888,20011218,A056190,KRW
1889,20020129,A056200,KRW
1890,20021108,A056340,KRW
1891,20011204,A056360,KRW
1892,20020604,A056500,KRW
1893,20011213,A056700,KRW
1894,20020110,A056710,KRW
1895,20020104,A056730,KRW
1896,20020115,A056810,KRW
1897,20011220,A056850,KRW
1898,20040608,A057030,KRW
1899,20100913,A057050,KRW
1900,20021115,A057100,KRW
1901,20020110,A057110,KRW
1902,20011220,A057330,KRW
1903,20011226,A057500,KRW
1904,20070919,A057540,KRW
1905,20020618,A057680,KRW
1906,20031229,A057880,KRW
1907,20151214,A058110,KRW
1908,20050805,A058220,KRW
1909,20020219,A058370,KRW
1910,20101103,A058400,KRW
1911,20020110,A058420,KRW
1912,20020816,A058430,KRW
1913,20020117,A058450,KRW
1914,20011218,A058470,KRW
1915,20020115,A058480,KRW
1916,20020205,A058530,KRW
1917,20020507,A058550,KRW
1918,20020723,A058610,KRW
1919,20081219,A058630,KRW
1920,20010730,A058650,KRW
1921,20020611,A058680,KRW
1922,20031229,A058690,KRW
1923,20040802,A058730,KRW
1924,20010831,A058820,KRW
1925,20100916,A058850,KRW
1926,20101217,A058860,KRW
