,std_dt,ticker,issues_suspended_from_trading
6417,20010827,A035000,
6418,19991228,A035010,
6419,20020425,A035010,정지
6420,20020429,A035010,
6421,20090518,A035010,정지
6422,20091023,A035010,
6423,19991228,A035080,
6424,19991228,A035150,
6425,20000217,A035150,정지
6426,20000221,A035150,
6427,19991228,A035200,
6428,19991228,A035210,
6429,20030728,A035210,정지
6430,20030729,A035210,
6431,20120927,A035210,정지
6432,20121023,A035210,
6433,19991228,A035250,
6434,20031030,A035250,정지
6435,20031104,A035250,
6436,19991228,A035270,
6437,20070308,A035270,정지
6438,20070309,A035270,
6439,20070323,A035270,정지
6440,20070327,A035270,
6441,20070601,A035270,정지
6442,20070625,A035270,
6443,19991228,A035290,
6444,20010402,A035290,정지
6445,20010406,A035290,
6446,20140220,A035290,정지
6447,20140306,A035290,
6448,20150326,A035290,정지
6449,20150330,A035290,
6450,20190924,A035290,정지
6451,19991228,A035400,
6452,20010419,A035400,정지
6453,20010504,A035400,
6454,20011203,A035400,정지
6455,20011204,A035400,
6456,20021212,A035400,정지
6457,20021216,A035400,
6458,20040428,A035400,정지
6459,20040517,A035400,
6460,20040930,A035400,정지
6461,20041005,A035400,
6462,20041210,A035400,정지
6463,20050103,A035400,
6464,20050705,A035400,정지
6465,20050706,A035400,
6466,20090612,A035400,정지
6467,20090813,A035400,
6468,20100707,A035400,정지
6469,20100917,A035400,
6470,19991228,A035420,
6471,20130730,A035420,정지
6472,20130829,A035420,
6473,20181008,A035420,정지
6474,20181012,A035420,
6475,19991228,A035450,
6476,20011212,A035450,정지
6477,20011219,A035450,
6478,20030424,A035450,정지
6479,20030425,A035450,
6480,20040323,A035450,정지
6481,20040412,A035450,
6482,20091116,A035450,정지
6483,20091204,A035450,
6484,20120314,A035450,정지
6485,20120315,A035450,
6486,20120410,A035450,정지
6487,20120412,A035450,
6488,20130228,A035450,정지
6489,20130315,A035450,
6490,20130320,A035450,정지
6491,20130729,A035450,
6492,19991228,A035460,
6493,19991228,A035480,
6494,20170424,A035480,정지
6495,20170425,A035480,
6496,20171116,A035480,정지
6497,20191203,A035480,
6498,19991228,A035500,
6499,20010418,A035500,정지
6500,20010504,A035500,
6501,20030212,A035500,정지
6502,20030219,A035500,
6503,20040331,A035500,정지
6504,20040406,A035500,
6505,20040408,A035500,정지
6506,20040413,A035500,
6507,20040426,A035500,정지
6508,20040429,A035500,
6509,20040511,A035500,정지
6510,20040514,A035500,
6511,20040607,A035500,정지
6512,20040630,A035500,
6513,20050228,A035500,정지
6514,20050321,A035500,
6515,20050329,A035500,정지
6516,20050401,A035500,
6517,20070207,A035500,정지
6518,20070208,A035500,
6519,20070419,A035500,정지
6520,20070508,A035500,
6521,20090817,A035500,정지
6522,20090826,A035500,
6523,19991228,A035510,
6524,19991228,A035600,
6525,20031001,A035600,정지
6526,20031016,A035600,
6527,20171214,A035600,정지
6528,20171222,A035600,
6529,19991228,A035610,
6530,20021018,A035610,정지
6531,20021021,A035610,
6532,20050630,A035610,정지
6533,20050725,A035610,
6534,20130401,A035610,정지
6535,20130402,A035610,
6536,19991228,A035620,
6537,20030428,A035620,정지
6538,20030526,A035620,
6539,20050411,A035620,정지
6540,20050428,A035620,
6541,19991228,A035710,
6542,20060427,A035710,정지
6543,20060526,A035710,
6544,20090504,A035710,정지
6545,20090528,A035710,
6546,20100323,A035710,정지
6547,20100422,A035710,
6548,19991228,A035720,
6549,20060427,A035720,정지
6550,20060519,A035720,
6551,19991228,A035760,
6552,20100830,A035760,정지
6553,20100930,A035760,
6554,19991228,A035780,
6555,20010725,A035780,정지
6556,20010726,A035780,
6557,20030424,A035780,정지
6558,20030428,A035780,
6559,20040813,A035780,정지
6560,20040819,A035780,
6561,20040923,A035780,정지
6562,20041001,A035780,
6563,20041227,A035780,정지
6564,20041230,A035780,
6565,19991228,A035810,
6566,20200428,A035810,정지
6567,20200605,A035810,
6568,19991228,A035830,
6569,20041119,A035830,정지
6570,20041124,A035830,
6571,20041214,A035830,정지
6572,20050110,A035830,
6573,20050418,A035830,정지
6574,20050421,A035830,
6575,20060713,A035830,정지
6576,20060714,A035830,
6577,20070228,A035830,정지
6578,20070403,A035830,
6579,20090624,A035830,정지
6580,20090626,A035830,
6581,20090817,A035830,정지
6582,20090904,A035830,
6583,20100219,A035830,정지
6584,20100222,A035830,
6585,20100323,A035830,정지
6586,20100707,A035830,
6587,19991228,A035870,
6588,20040531,A035870,정지
6589,20040603,A035870,
6590,19991228,A035890,
6591,20171116,A035890,정지
6592,20171124,A035890,
6593,19991228,A035900,
6594,20031120,A035900,정지
6595,20031121,A035900,
6596,20040416,A035900,정지
6597,20040421,A035900,
6598,20040426,A035900,정지
6599,20040524,A035900,
6600,20060403,A035900,정지
6601,20060406,A035900,
6602,20060622,A035900,정지
6603,20060707,A035900,
6604,20070608,A035900,정지
6605,20070611,A035900,
6606,20100906,A035900,정지
6607,20100917,A035900,
6608,19991228,A035910,
6609,20030401,A035910,정지
6610,20030404,A035910,
6611,20030715,A035910,정지
6612,20030716,A035910,
6613,20031009,A035910,정지
6614,20031023,A035910,
6615,20040309,A035910,정지
6616,20040329,A035910,
6617,20041221,A035910,정지
6618,20041224,A035910,
6619,20050105,A035910,정지
6620,20050110,A035910,
6621,19991228,A035950,
6622,20020425,A035950,정지
6623,20020429,A035950,
6624,20090629,A035950,정지
6625,20090812,A035950,
6626,19991228,A035960,
6627,20031022,A035960,정지
6628,20031023,A035960,
6629,20031224,A035960,정지
6630,20040112,A035960,
6631,20040322,A035960,정지
6632,20040326,A035960,
6633,19991228,A036000,
6634,19991228,A036010,
6635,20030417,A036010,정지
6636,20030421,A036010,
6637,19991228,A036020,
6638,20040331,A036020,정지
6639,20040406,A036020,
6640,20040416,A036020,정지
6641,20040421,A036020,
6642,20040426,A036020,정지
6643,20040514,A036020,
6644,20041102,A036020,정지
6645,20041122,A036020,
6646,20050314,A036020,정지
6647,20050324,A036020,
6648,19991228,A036030,
6649,19991228,A036090,
6650,20010705,A036090,정지
6651,20010709,A036090,
6652,20030424,A036090,정지
6653,20030428,A036090,
6654,20060406,A036090,정지
6655,20060503,A036090,
6656,20100212,A036090,정지
6657,20100927,A036090,
6658,20140716,A036090,정지
6659,20140717,A036090,
6660,19991228,A036120,
6661,20030305,A036120,정지
6662,20030306,A036120,
6663,20030401,A036120,정지
6664,20030404,A036120,
6665,20030418,A036120,정지
6666,20030519,A036120,
6667,20171205,A036120,정지
6668,20171206,A036120,
6669,20171218,A036120,정지
6670,20171219,A036120,
6671,19991228,A036170,
6672,20121016,A036170,정지
6673,20121116,A036170,
6674,20170502,A036170,정지
6675,20170524,A036170,
6676,19991228,A036180,
6677,20020812,A036180,정지
6678,20020819,A036180,
6679,20030109,A036180,정지
6680,20030205,A036180,
6681,20030401,A036180,정지
6682,20030404,A036180,
6683,20031017,A036180,정지
6684,20031127,A036180,
6685,20070226,A036180,정지
6686,20070323,A036180,
6687,20200320,A036180,정지
6688,19991228,A036190,
6689,19991228,A036200,
6690,20150311,A036200,정지
6691,20150312,A036200,
6692,19991228,A036210,
6693,20040512,A036210,정지
6694,20040513,A036210,
6695,20090401,A036210,정지
6696,20090402,A036210,
6697,20090504,A036210,정지
6698,20090515,A036210,
6699,20121220,A036210,정지
6700,20130111,A036210,
6701,20130404,A036210,정지
6702,20130405,A036210,
6703,20131227,A036210,정지
6704,20140402,A036210,
6705,19991228,A036260,
6706,20060224,A036260,정지
6707,20060321,A036260,
6708,20100319,A036260,정지
6709,20100421,A036260,
6710,20100625,A036260,정지
6711,20100719,A036260,
6712,20130415,A036260,정지
6713,20130430,A036260,
6714,20131108,A036260,정지
6715,20131112,A036260,
6716,20160902,A036260,정지
6717,20160928,A036260,
6718,20160929,A036260,정지
6719,20160930,A036260,
6720,20170221,A036260,정지
6721,20170222,A036260,
6722,20190527,A036260,정지
6723,19991228,A036270,
6724,20090504,A036270,정지
6725,20090608,A036270,
6726,19991228,A036280,
6727,20041224,A036280,정지
6728,20041227,A036280,
6729,20050310,A036280,정지
6730,20050331,A036280,
6731,20070518,A036280,정지
6732,20070612,A036280,
6733,20090324,A036280,정지
6734,20090403,A036280,
6735,19991228,A036360,
6736,20040106,A036360,정지
6737,20040107,A036360,
6738,20040323,A036360,정지
6739,20040414,A036360,
6740,20060512,A036360,정지
6741,20060515,A036360,
6742,20090330,A036360,정지
6743,20090401,A036360,
6744,19991228,A036420,
6745,20010712,A036420,정지
6746,20010716,A036420,
6747,20040311,A036420,정지
6748,20040312,A036420,
6749,20070330,A036420,정지
6750,20070423,A036420,
6751,20110309,A036420,정지
6752,20110310,A036420,
6753,20190718,A036420,정지
6754,20190802,A036420,
6755,19991228,A036460,
6756,19991228,A036480,
6757,20150217,A036480,정지
6758,20150223,A036480,
6759,20180425,A036480,정지
6760,20180516,A036480,
6761,19991228,A036490,
6762,19991228,A036500,
6763,20040923,A036500,정지
6764,20040924,A036500,
6765,20160810,A036500,정지
6766,20160921,A036500,
6767,20161114,A036500,정지
6768,20161214,A036500,
6769,20170303,A036500,정지
6770,20170426,A036500,
6771,19991228,A036530,
6772,19991228,A036540,
6773,19991228,A036550,
6774,20110728,A036550,정지
6775,20110822,A036550,
6776,19991228,A036560,
6777,19991228,A036570,
6778,19991228,A036580,
6779,19991228,A036590,
6780,20020418,A036590,정지
6781,20020422,A036590,
6782,20050325,A036590,정지
6783,20050407,A036590,
6784,19991228,A036600,
6785,20030424,A036600,정지
6786,20030428,A036600,
6787,20030904,A036600,정지
6788,20030905,A036600,
6789,20041011,A036600,정지
6790,20041014,A036600,
6791,20041202,A036600,정지
6792,20041223,A036600,
6793,20050318,A036600,정지
6794,20050324,A036600,
6795,19991228,A036610,
6796,20031024,A036610,정지
6797,20031113,A036610,
6798,20060403,A036610,정지
6799,20060406,A036610,
6800,20061130,A036610,정지
6801,20061222,A036610,
6802,20090504,A036610,정지
6803,20090608,A036610,
6804,19991228,A036620,
6805,19991228,A036630,
6806,20011129,A036630,정지
6807,20011203,A036630,
6808,20030516,A036630,정지
6809,20030519,A036630,
6810,20040227,A036630,정지
6811,20040325,A036630,
6812,20110422,A036630,정지
6813,20110516,A036630,
6814,20110708,A036630,정지
6815,20110919,A036630,
6816,20130207,A036630,정지
6817,20130208,A036630,
6818,20151020,A036630,정지
6819,20151021,A036630,
6820,20151103,A036630,정지
6821,20151104,A036630,
6822,19991228,A036640,
6823,20010802,A036640,정지
6824,20010806,A036640,
6825,19991228,A036660,
6826,20011212,A036660,정지
6827,20011219,A036660,
6828,20041008,A036660,정지
6829,20041013,A036660,
6830,20041116,A036660,정지
6831,20041117,A036660,
6832,20050107,A036660,정지
6833,20050121,A036660,
6834,20050316,A036660,정지
6835,20050322,A036660,
6836,20050518,A036660,정지
6837,20050519,A036660,
6838,20050621,A036660,정지
6839,20050622,A036660,
6840,20051114,A036660,정지
6841,20051115,A036660,
6842,20051206,A036660,정지
6843,20051207,A036660,
6844,20060322,A036660,정지
6845,20060323,A036660,
6846,20060403,A036660,정지
6847,20060406,A036660,
6848,20060511,A036660,정지
6849,20060512,A036660,
6850,20090819,A036660,정지
6851,20090820,A036660,
6852,20090922,A036660,정지
6853,20091111,A036660,
6854,19991228,A036670,
6855,20010906,A036670,정지
6856,20010910,A036670,
6857,20050825,A036670,정지
6858,20050826,A036670,
6859,19991228,A036690,
6860,19991228,A036710,
6861,20150629,A036710,정지
6862,20150807,A036710,
6863,19991228,A036720,
6864,20021008,A036720,정지
6865,20021009,A036720,
6866,20030818,A036720,정지
6867,20030820,A036720,
6868,20040106,A036720,정지
6869,20040107,A036720,
6870,20040323,A036720,정지
6871,20040329,A036720,
6872,19991228,A036760,
6873,20030716,A036760,정지
6874,20030718,A036760,
6875,20040325,A036760,정지
6876,20040329,A036760,
6877,20040331,A036760,정지
6878,20040406,A036760,
6879,20040416,A036760,정지
6880,20040421,A036760,
6881,20040426,A036760,정지
6882,20040429,A036760,
6883,20040507,A036760,정지
6884,20040603,A036760,
6885,20050315,A036760,정지
6886,20050329,A036760,
6887,20050408,A036760,정지
6888,20050411,A036760,
6889,20050628,A036760,정지
6890,20050629,A036760,
6891,20050908,A036760,정지
6892,20050912,A036760,
6893,20051101,A036760,정지
6894,20051102,A036760,
6895,20051114,A036760,정지
6896,20051115,A036760,
6897,20060316,A036760,정지
6898,20060330,A036760,
6899,20060403,A036760,정지
6900,20060406,A036760,
6901,20060511,A036760,정지
6902,20060512,A036760,
6903,20060721,A036760,정지
6904,20060816,A036760,
6905,20090324,A036760,정지
6906,20090401,A036760,
6907,19991228,A036790,
6908,20020530,A036790,정지
6909,20020531,A036790,
6910,20040331,A036790,정지
6911,20040406,A036790,
6912,20040421,A036790,정지
6913,20040426,A036790,
6914,20040723,A036790,정지
6915,20040728,A036790,
6916,20040729,A036790,정지
6917,20040827,A036790,
6918,20070315,A036790,정지
6919,20070319,A036790,
6920,20090330,A036790,정지
6921,20090403,A036790,
6922,20090504,A036790,정지
6923,20090506,A036790,
6924,19991228,A036800,
6925,20030403,A036800,정지
6926,20030407,A036800,
6927,20121008,A036800,정지
6928,20121119,A036800,
6929,19991228,A036810,
6930,19991228,A036820,
6931,20040615,A036820,정지
6932,20040618,A036820,
6933,20040628,A036820,정지
6934,20040701,A036820,
6935,20040705,A036820,정지
6936,20040708,A036820,
6937,20040722,A036820,정지
6938,20040819,A036820,
6939,20040921,A036820,정지
6940,20040930,A036820,
6941,20041004,A036820,정지
6942,20041005,A036820,
6943,20041103,A036820,정지
6944,20041108,A036820,
6945,20050322,A036820,정지
6946,20050412,A036820,
6947,19991228,A036830,
6948,20010524,A036830,정지
6949,20010528,A036830,
6950,20040506,A036830,정지
6951,20040510,A036830,
6952,20200629,A036830,정지
6953,20200806,A036830,
6954,19991228,A036850,
6955,20011212,A036850,정지
6956,20011219,A036850,
6957,20040315,A036850,정지
6958,20040316,A036850,
6959,20100629,A036850,정지
6960,20100714,A036850,
6961,19991228,A036880,
6962,20040223,A036880,정지
6963,20040323,A036880,
6964,20040601,A036880,정지
6965,20040604,A036880,
6966,20040811,A036880,정지
6967,20040812,A036880,
6968,20040916,A036880,정지
6969,20041011,A036880,
6970,20050316,A036880,정지
6971,20050322,A036880,
6972,19991228,A036890,
6973,20020425,A036890,정지
6974,20020429,A036890,
6975,19991228,A036900,
6976,20010424,A036900,정지
6977,20010514,A036900,
6978,20040903,A036900,정지
6979,20050414,A036900,
6980,19991228,A036910,
6981,20010528,A036910,정지
6982,20010529,A036910,
6983,20020411,A036910,정지
6984,20020417,A036910,
6985,20040504,A036910,정지
6986,20040520,A036910,
6987,19991228,A036920,
6988,20021216,A036920,정지
6989,20030328,A036920,
6990,20030414,A036920,정지
6991,20030416,A036920,
6992,20040816,A036920,정지
6993,20040819,A036920,
6994,20041020,A036920,정지
6995,20041021,A036920,
6996,20041110,A036920,정지
6997,20041115,A036920,
6998,20050117,A036920,정지
6999,20050203,A036920,
7000,20120816,A036920,정지
7001,20120827,A036920,
7002,20121012,A036920,정지
7003,20121102,A036920,
7004,20130321,A036920,정지
7005,20130425,A036920,
7006,19991228,A036930,
7007,19991228,A037010,
7008,20040312,A037010,정지
7009,20040315,A037010,
7010,20040324,A037010,정지
7011,20040329,A037010,
7012,19991228,A037020,
7013,20031212,A037020,정지
7014,20040102,A037020,
7015,20050202,A037020,정지
7016,20050228,A037020,
7017,20091217,A037020,정지
7018,20100115,A037020,
7019,20100429,A037020,정지
7020,20100430,A037020,
7021,20100917,A037020,정지
7022,20100920,A037020,
7023,20110324,A037020,정지
7024,20110414,A037020,
7025,19991228,A037030,
7026,20041126,A037030,정지
7027,20041201,A037030,
7028,20041209,A037030,정지
7029,20050822,A037030,
7030,19991228,A037060,
7031,20041125,A037060,정지
7032,20041221,A037060,
7033,20060512,A037060,정지
7034,20060515,A037060,
7035,20060816,A037060,정지
7036,20060821,A037060,
7037,20070110,A037060,정지
7038,20070111,A037060,
7039,20070212,A037060,정지
7040,20070326,A037060,
7041,19991228,A037070,
7042,20050107,A037070,정지
7043,20050110,A037070,
7044,19991228,A037110,
7045,20020411,A037110,정지
7046,20020417,A037110,
7047,20020418,A037110,정지
7048,20020422,A037110,
7049,20050525,A037110,정지
7050,20050614,A037110,
7051,20050623,A037110,정지
7052,20050628,A037110,
7053,20050721,A037110,정지
7054,20050722,A037110,
7055,20060403,A037110,정지
7056,20060406,A037110,
7057,20060816,A037110,정지
7058,20060821,A037110,
7059,20070521,A037110,정지
7060,20070523,A037110,
7061,20090625,A037110,정지
7062,20090714,A037110,
7063,20100324,A037110,정지
7064,20100422,A037110,
7065,19991228,A037120,
7066,20021022,A037120,정지
7067,20021023,A037120,
7068,20021030,A037120,정지
7069,20021031,A037120,
7070,20040211,A037120,정지
7071,20040212,A037120,
7072,20040216,A037120,정지
7073,20040219,A037120,
7074,20040315,A037120,정지
7075,20040318,A037120,
7076,20040402,A037120,정지
7077,20040408,A037120,
7078,20040531,A037120,정지
7079,20040617,A037120,
7080,20041001,A037120,정지
7081,20041012,A037120,
7082,19991228,A037150,
7083,20110225,A037150,정지
7084,20110322,A037150,
7085,19991228,A037200,
7086,20011121,A037200,정지
7087,20011122,A037200,
7088,20030604,A037200,정지
7089,20030610,A037200,
7090,19991228,A037220,
7091,20040322,A037220,정지
7092,20040323,A037220,
7093,20050121,A037220,정지
7094,20050124,A037220,
7095,20050314,A037220,정지
7096,20050317,A037220,
7097,20050325,A037220,정지
7098,20050330,A037220,
7099,19991228,A037230,
7100,20070413,A037230,정지
7101,20070427,A037230,
7102,19991228,A037240,
7103,20061130,A037240,정지
7104,20061226,A037240,
7105,20091020,A037240,정지
7106,20091116,A037240,
7107,20091230,A037240,정지
7108,20100104,A037240,
7109,20120116,A037240,정지
7110,20120117,A037240,
7111,20120118,A037240,정지
7112,20120522,A037240,
7113,19991228,A037250,
7114,20040331,A037250,정지
7115,20040406,A037250,
7116,20040420,A037250,정지
7117,20040421,A037250,
7118,20040422,A037250,정지
7119,20040429,A037250,
7120,19991228,A037270,
7121,20070330,A037270,정지
7122,20070409,A037270,
7123,20150130,A037270,정지
7124,20150217,A037270,
7125,19991228,A037280,
7126,20011126,A037280,정지
7127,20011206,A037280,
7128,20030317,A037280,정지
7129,20030320,A037280,
7130,19991228,A037320,
7131,20040429,A037320,정지
7132,20040503,A037320,
7133,20040504,A037320,정지
7134,20040510,A037320,
7135,20041022,A037320,정지
7136,20041110,A037320,
7137,20090925,A037320,정지
7138,20091015,A037320,
7139,20110628,A037320,정지
7140,20110715,A037320,
7141,20120229,A037320,정지
7142,20120319,A037320,
7143,19991228,A037330,
7144,20021108,A037330,정지
7145,20021111,A037330,
7146,20030212,A037330,정지
7147,20030213,A037330,
7148,20120420,A037330,정지
7149,20120423,A037330,
7150,19991228,A037350,
7151,19991228,A037370,
7152,19991228,A037380,
7153,20040528,A037380,정지
7154,20040602,A037380,
7155,20060712,A037380,정지
7156,20060808,A037380,
7157,20090707,A037380,정지
7158,20090814,A037380,
7159,20100120,A037380,정지
7160,20100121,A037380,
7161,20100330,A037380,정지
7162,20110325,A037380,
7163,20111108,A037380,정지
7164,20120119,A037380,
7165,19991228,A037400,
7166,20020425,A037400,정지
7167,20020429,A037400,
7168,19991228,A037410,
7169,20030204,A037410,정지
7170,20030206,A037410,
7171,20030304,A037410,정지
7172,20030305,A037410,
7173,20030401,A037410,정지
7174,20030407,A037410,
7175,19991228,A037440,
7176,20020425,A037440,정지
7177,20020426,A037440,
7178,20020503,A037440,정지
7179,20020506,A037440,
7180,19991228,A037460,
7181,19991228,A037540,
7182,20040329,A037540,정지
7183,20040330,A037540,
7184,20110831,A037540,정지
7185,20111117,A037540,
7186,19991228,A037550,
7187,20030827,A037550,정지
7188,20030828,A037550,
7189,20050225,A037550,정지
7190,20050401,A037550,
7191,20050429,A037550,정지
7192,20050504,A037550,
7193,20060526,A037550,정지
7194,20060529,A037550,
7195,20091012,A037550,정지
7196,20091013,A037550,
7197,20100315,A037550,정지
7198,20100329,A037550,
7199,20110623,A037550,정지
7200,20110725,A037550,
7201,20110830,A037550,정지
7202,20111017,A037550,
7203,19991228,A037560,
7204,20151103,A037560,정지
7205,20151215,A037560,
7206,19991228,A037600,
7207,20030626,A037600,정지
7208,20030627,A037600,
7209,20030711,A037600,정지
7210,20030714,A037600,
7211,20040310,A037600,정지
7212,20040315,A037600,
7213,19991228,A037620,
7214,20161221,A037620,정지
7215,20170120,A037620,
7216,19991228,A037630,
7217,20010419,A037630,정지
7218,20010423,A037630,
7219,20051013,A037630,정지
7220,20051107,A037630,
7221,20130328,A037630,정지
7222,20130715,A037630,
7223,19991228,A037650,
7224,20011212,A037650,정지
7225,20011219,A037650,
7226,20040810,A037650,정지
7227,20040811,A037650,
7228,20040816,A037650,정지
7229,20040819,A037650,
7230,20040903,A037650,정지
7231,20040908,A037650,
7232,20041021,A037650,정지
7233,20041111,A037650,
7234,20050211,A037650,정지
7235,20050325,A037650,
7236,19991228,A037700,
7237,20070405,A037700,정지
7238,20070406,A037700,
7239,20110714,A037700,정지
7240,20110930,A037700,
7241,19991228,A037710,
7242,19991228,A037730,
7243,20020503,A037730,정지
7244,20020506,A037730,
7245,20040324,A037730,정지
7246,20040412,A037730,
7247,19991228,A037740,
7248,20010410,A037740,정지
7249,20010411,A037740,
7250,20020102,A037740,정지
7251,20020108,A037740,
7252,20020527,A037740,정지
7253,20020617,A037740,
7254,19991228,A037750,
7255,20010419,A037750,정지
7256,20010423,A037750,
7257,20030227,A037750,정지
7258,20030319,A037750,
7259,20040216,A037750,정지
7260,20040217,A037750,
7261,20040323,A037750,정지
7262,20040401,A037750,
7263,19991228,A037760,
7264,20011221,A037760,정지
7265,20011226,A037760,
7266,20070522,A037760,정지
7267,20070523,A037760,
7268,20090506,A037760,정지
7269,20090526,A037760,
7270,20090721,A037760,정지
7271,20090722,A037760,
7272,19991228,A037830,
7273,20040331,A037830,정지
7274,20040406,A037830,
7275,20040423,A037830,정지
7276,20040426,A037830,
7277,20040429,A037830,정지
7278,20040521,A037830,
7279,20040625,A037830,정지
7280,20040630,A037830,
7281,20050217,A037830,정지
7282,20050418,A037830,
7283,20050823,A037830,정지
7284,20050824,A037830,
7285,20070426,A037830,정지
7286,20070522,A037830,
7287,20091113,A037830,정지
7288,20100129,A037830,
7289,19991228,A037950,
7290,20090916,A037950,정지
7291,20090917,A037950,
7292,20121019,A037950,정지
7293,20121105,A037950,
7294,20121214,A037950,정지
7295,20121217,A037950,
7296,20130327,A037950,정지
7297,20131122,A037950,
7298,20140326,A037950,정지
7299,20140912,A037950,
7300,20150304,A037950,정지
7301,20150305,A037950,
7302,19991228,A038010,
7303,20140714,A038010,정지
7304,20140715,A038010,
7305,20150205,A038010,정지
7306,20150224,A038010,
7307,19991228,A038050,
7308,20040330,A038050,정지
7309,20040406,A038050,
7310,20040407,A038050,정지
7311,20040412,A038050,
7312,19991228,A038060,
7313,19991228,A038070,
7314,19991228,A038100,
7315,20031223,A038100,정지
7316,20031229,A038100,
7317,20040322,A038100,정지
7318,20040325,A038100,
7319,20040331,A038100,정지
7320,20040406,A038100,
7321,20040603,A038100,정지
7322,20040608,A038100,
7323,20040611,A038100,정지
7324,20040630,A038100,
7325,20050316,A038100,정지
7326,20050329,A038100,
7327,19991228,A038110,
7328,20010927,A038110,정지
7329,20011004,A038110,
7330,20031120,A038110,정지
7331,20031124,A038110,
7332,19991228,A038120,
7333,20020709,A038120,정지
7334,20020710,A038120,
7335,20090626,A038120,정지
7336,20090721,A038120,
7337,20100216,A038120,정지
7338,20100308,A038120,
7339,20121106,A038120,정지
7340,20130121,A038120,
7341,19991228,A038160,
7342,20200324,A038160,정지
7343,19991228,A038290,
7344,19991228,A038320,
7345,20030128,A038320,정지
7346,20030129,A038320,
7347,20031111,A038320,정지
7348,20031112,A038320,
7349,20031113,A038320,정지
7350,20031114,A038320,
7351,20090902,A038320,정지
7352,20090918,A038320,
7353,20120308,A038320,정지
7354,20120830,A038320,
7355,19991228,A038340,
7356,20130611,A038340,정지
7357,20130701,A038340,
7358,20140519,A038340,정지
7359,20140520,A038340,
7360,20141023,A038340,정지
7361,20141024,A038340,
7362,20150615,A038340,정지
7363,20150616,A038340,
7364,20161208,A038340,정지
7365,20190520,A038340,
7366,20190620,A038340,정지
7367,20190621,A038340,
7368,19991228,A038390,
7369,19991228,A038400,
7370,20040130,A038400,정지
7371,20040317,A038400,
7372,19991228,A038410,
7373,20090324,A038410,정지
7374,20090401,A038410,
7375,19991228,A038460,
7376,20041007,A038460,정지
7377,20041008,A038460,
7378,20060217,A038460,정지
7379,20060309,A038460,
7380,20100920,A038460,정지
7381,20101015,A038460,
7382,20150327,A038460,정지
7383,20150330,A038460,
7384,20150602,A038460,정지
7385,20150603,A038460,
7386,19991228,A038500,
7387,20070326,A038500,정지
7388,20070413,A038500,
7389,20070427,A038500,정지
7390,20070518,A038500,
7391,20120202,A038500,정지
7392,20120220,A038500,
7393,20131002,A038500,정지
7394,20131018,A038500,
7395,20140129,A038500,정지
7396,20140430,A038500,
7397,20140724,A038500,정지
7398,20140731,A038500,
7399,19991228,A038530,
7400,20061211,A038530,정지
7401,20070108,A038530,
7402,20170118,A038530,정지
7403,20170223,A038530,
7404,20170427,A038530,정지
7405,20170516,A038530,
7406,20170816,A038530,정지
7407,20170823,A038530,
7408,20171017,A038530,정지
7409,20171018,A038530,
7410,19991228,A038540,
7411,20160427,A038540,정지
7412,20160520,A038540,
7413,19991228,A038620,
7414,19991228,A038680,
7415,19991228,A038690,
7416,20090826,A038690,정지
7417,20090921,A038690,
7418,20100325,A038690,정지
7419,20100408,A038690,
7420,19991228,A038720,
7421,20061215,A038720,정지
7422,20061218,A038720,
7423,20070321,A038720,정지
7424,20070323,A038720,
7425,20090504,A038720,정지
7426,20090514,A038720,
7427,20100428,A038720,정지
7428,20100525,A038720,
7429,20100610,A038720,정지
7430,20100611,A038720,
7431,20120430,A038720,정지
7432,20120524,A038720,
7433,20130321,A038720,정지
7434,20130422,A038720,
7435,19991228,A038810,
7436,20031017,A038810,정지
7437,20031031,A038810,
7438,20040416,A038810,정지
7439,20040421,A038810,
7440,20050228,A038810,정지
7441,20050322,A038810,
7442,19991228,A038830,
7443,20011228,A038830,정지
7444,20020102,A038830,
7445,20030718,A038830,정지
7446,20030721,A038830,
7447,20050105,A038830,정지
7448,20050110,A038830,
7449,20050127,A038830,정지
7450,20050221,A038830,
7451,20050623,A038830,정지
7452,20050627,A038830,
7453,20061208,A038830,정지
7454,20061211,A038830,
7455,20070215,A038830,정지
7456,20070216,A038830,
7457,20090511,A038830,정지
7458,20090730,A038830,
7459,19991228,A038870,
7460,20050425,A038870,정지
7461,20050517,A038870,
7462,20070522,A038870,정지
7463,20070523,A038870,
7464,20140429,A038870,정지
7465,20140519,A038870,
7466,19991228,A038880,
7467,20041223,A038880,정지
7468,20041224,A038880,
7469,20120326,A038880,정지
7470,20140324,A038880,
7471,20190426,A038880,정지
7472,20190502,A038880,
7473,19991228,A038920,
7474,20060925,A038920,정지
7475,20060926,A038920,
7476,20070118,A038920,정지
7477,20070202,A038920,
7478,20070608,A038920,정지
7479,20070611,A038920,
7480,20090324,A038920,정지
7481,20090403,A038920,
7482,20090504,A038920,정지
7483,20090520,A038920,
7484,19991228,A038950,
7485,19991228,A038960,
7486,20041001,A038960,정지
7487,20041006,A038960,
7488,20041020,A038960,정지
7489,20041025,A038960,
7490,20041104,A038960,정지
7491,20041109,A038960,
7492,20050214,A038960,정지
7493,20050218,A038960,
7494,20050426,A038960,정지
7495,20050429,A038960,
7496,19991228,A038980,
7497,20020425,A038980,정지
7498,20020429,A038980,
7499,20040224,A038980,정지
7500,20040227,A038980,
7501,20040322,A038980,정지
7502,20040414,A038980,
