,std_dt,ticker,kospi200
2357,20101103,A058400,N
2358,20020110,A058420,N
2359,20020816,A058430,N
2360,20040611,A058430,Y
2361,20080613,A058430,N
2362,20020117,A058450,N
2363,20011218,A058470,N
2364,20020115,A058480,N
2365,20020205,A058530,N
2366,20020507,A058550,N
2367,20020715,A058610,N
2368,20081219,A058630,N
2369,20010730,A058650,N
2370,20020611,A058680,N
2371,20031229,A058690,N
2372,20040802,A058730,N
2373,20010831,A058820,N
2374,20100916,A058850,N
2375,20101217,A058860,N
2376,20041029,A058900,N
2377,20020115,A059090,N
2378,20081216,A059100,N
2379,20130701,A059120,N
2380,20080415,A059210,N
2381,20020117,A059720,N
2382,20011109,A060000,N
2383,20011112,A060000,Y
2384,20081010,A060000,N
2385,20020614,A060150,N
2386,20020625,A060230,N
2387,20020104,A060240,N
2388,20020108,A060250,N
2389,20020205,A060260,N
2390,20020703,A060280,N
2391,20020110,A060300,N
2392,20020423,A060310,N
2393,20020215,A060370,N
2394,20020205,A060380,N
2395,20020507,A060410,N
2396,20141229,A060480,N
2397,20061128,A060540,N
2398,20020228,A060550,N
2399,20020711,A060560,N
2400,20031219,A060570,N
2401,20020221,A060590,N
2402,20020221,A060660,N
2403,20030617,A060670,N
2404,20020521,A060720,N
2405,20020411,A060750,N
2406,20020207,A060840,N
2407,20200812,A060850,N
2408,20020917,A060900,N
2409,20100519,A060980,N
2410,20120615,A060980,Y
2411,20201211,A060980,N
2412,20020516,A061040,N
2413,20030106,A061050,N
2414,20041029,A061140,N
2415,20020418,A061250,N
2416,20020411,A061460,N
2417,20110131,A061970,N
2418,20030523,A062730,N
2419,20060725,A062860,N
2420,20190620,A062970,N
2421,20090730,A063080,N
2422,20011211,A063160,N
2423,20080701,A063170,N
2424,20060704,A063280,N
2425,20030917,A063350,N
2426,20050610,A063350,Y
2427,20070412,A063350,N
2428,20020530,A063440,N
2429,20011224,A063510,N
2430,20060714,A063570,N
2431,20150428,A063760,N
2432,20020730,A064060,N
2433,20021217,A064090,N
2434,20030611,A064240,N
2435,20040723,A064260,N
2436,20110105,A064290,N
2437,20131030,A064350,N
2438,20150612,A064350,Y
2439,20020621,A064420,N
2440,20040611,A064420,Y
2441,20121220,A064420,N
2442,20080604,A064480,N
2443,20180315,A064510,N
2444,20021204,A064520,N
2445,20051229,A064550,N
2446,20030704,A064720,N
2447,20030818,A064760,N
2448,20020821,A064800,N
2449,20070529,A064820,N
2450,20020311,A064960,N
2451,20030613,A064960,Y
2452,20020527,A065060,N
2453,20030129,A065130,N
2454,20070718,A065150,N
2455,20020730,A065160,N
2456,20021122,A065170,N
2457,20021023,A065270,N
2458,20020926,A065340,N
2459,20040806,A065350,N
2460,20180402,A065370,N
2461,20020802,A065410,N
2462,20020821,A065420,N
2463,20030128,A065440,N
2464,20030205,A065450,N
2465,20020919,A065500,N
2466,20031031,A065510,N
2467,20020604,A065530,N
2468,20030701,A065560,N
2469,20030121,A065570,N
2470,20021206,A065610,N
2471,20020627,A065620,N
2472,20030121,A065650,N
2473,20160215,A065660,N
2474,20040102,A065680,N
2475,20020715,A065690,N
2476,20020715,A065710,N
2477,20040604,A065770,N
2478,20030212,A065810,N
2479,20030110,A065910,N
2480,20030107,A065940,N
2481,20030729,A065950,N
2482,20020816,A066060,N
2483,20020715,A066110,N
2484,20030211,A066130,N
2485,20030611,A066200,N
2486,20031107,A066270,N
2487,20020925,A066300,N
2488,20061124,A066310,N
2489,20020517,A066330,N
2490,20030207,A066340,N
2491,20030121,A066350,N
2492,20171204,A066360,N
2493,20031219,A066410,N
2494,20021224,A066430,N
2495,20021024,A066480,N
2496,20020422,A066570,N
2497,20020617,A066570,Y
2498,20030212,A066590,N
2499,20020905,A066620,N
2500,20021230,A066670,N
2501,20081006,A066690,N
2502,20040527,A066700,N
2503,20030530,A066790,N
2504,20030806,A066850,N
2505,20040514,A066900,N
2506,20050107,A066910,N
2507,20030124,A066930,N
2508,20030102,A066970,N
2509,20030117,A066980,N
2510,20080530,A067000,N
2511,20071218,A067010,N
2512,20030214,A067080,N
2513,20031219,A067160,N
2514,20031114,A067170,N
2515,20031027,A067250,N
2516,20050610,A067250,Y
2517,20130819,A067250,N
2518,20061116,A067280,N
2519,20030211,A067290,N
2520,20051011,A067310,N
2521,20141224,A067390,N
2522,20131203,A067570,N
2523,20081125,A067630,N
2524,20150729,A067730,N
2525,20040109,A067770,N
2526,20020725,A067830,N
2527,20051005,A067850,N
2528,20051223,A067900,N
2529,20100804,A067920,N
2530,20040126,A067950,N
2531,20041203,A067990,N
2532,20060707,A068050,N
2533,20030128,A068060,N
2534,20030721,A068150,N
2535,20100914,A068240,N
2536,20050719,A068270,N
2537,20180309,A068270,Y
2538,20020805,A068290,N
2539,20071226,A068330,N
2540,20120727,A068400,N
2541,20051027,A068630,N
2542,20060203,A068760,N
2543,20050520,A068770,N
2544,20041001,A068790,N
2545,20020816,A068870,N
2546,20040611,A068870,Y
2547,20161228,A068870,N
2548,20031017,A068930,N
2549,20101019,A068940,N
2550,20030523,A069080,N
2551,20031014,A069110,N
2552,20101026,A069140,N
2553,20021007,A069260,N
2554,20040611,A069260,Y
2555,20030818,A069330,N
2556,20070620,A069410,N
2557,20021111,A069460,N
2558,20021111,A069470,N
2559,20031114,A069510,N
2560,20040213,A069540,N
2561,20021101,A069620,N
2562,20040611,A069620,Y
2563,20110621,A069640,N
2564,20030128,A069730,N
2565,20071205,A069920,N
2566,20021125,A069960,N
2567,20040611,A069960,Y
2568,20100609,A070300,N
2569,20040108,A070590,N
2570,20160527,A070960,N
2571,20030721,A071050,N
2572,20050610,A071050,Y
2573,20030217,A071090,N
2574,20100526,A071200,N
2575,20031114,A071280,N
2576,20100129,A071320,N
2577,20031024,A071360,N
2578,20160714,A071460,N
2579,20040217,A071530,N
2580,20051018,A071660,N
2581,20090417,A071670,N
2582,20110629,A071840,N
2583,20180615,A071840,Y
2584,20140527,A071850,N
2585,20040116,A071930,N
2586,20050804,A071950,N
2587,20090515,A071970,N
2588,20110610,A071970,Y
2589,20120615,A071970,N
2590,20031031,A072020,N
2591,20030701,A072130,N
2592,20031028,A072470,N
2593,20041029,A072520,N
2594,20031205,A072530,N
2595,20030730,A072710,N
2596,20070725,A072770,N
2597,20041221,A072870,N
2598,20120321,A072950,N
2599,20161017,A072990,N
2600,20041217,A073010,N
2601,20040128,A073070,N
2602,20071012,A073110,N
2603,20050119,A073130,N
2604,20040206,A073190,N
2605,20050217,A073240,N
2606,20060609,A073240,Y
2607,20100402,A073240,N
2608,20110610,A073240,Y
2609,20050204,A073490,N
2610,20070518,A073540,N
2611,20160727,A073560,N
2612,20040106,A073570,N
2613,20040106,A073640,N
2614,20040518,A073780,N
2615,20080326,A073930,N
2616,20050727,A074130,N
2617,20060801,A074140,N
2618,20050708,A074150,N
2619,20040604,A074430,N
2620,20031212,A074600,N
2621,20031223,A074610,N
2622,20050610,A075130,N
2623,20051021,A075180,N
2624,20151130,A075580,N
2625,20040213,A075970,N
2626,20080718,A076080,N
2627,20050726,A076090,N
2628,20040116,A076170,N
2629,20131106,A076610,N
2630,20040602,A077280,N
2631,20051014,A077360,N
2632,20040805,A077500,N
2633,20041029,A077960,N
2634,20040510,A077970,N
2635,20060609,A077970,Y
2636,20140414,A077970,N
2637,20040720,A078000,N
2638,20070221,A078020,N
2639,20090123,A078070,N
2640,20041022,A078130,N
2641,20051223,A078140,N
2642,20041208,A078150,N
2643,20050729,A078160,N
2644,20070706,A078340,N
2645,20040514,A078350,N
2646,20050204,A078520,N
2647,20121220,A078520,Y
2648,20180615,A078520,N
2649,20051027,A078590,N
2650,20041210,A078600,N
2651,20050509,A078610,N
2652,20101022,A078650,N
2653,20070727,A078670,N
2654,20041029,A078700,N
2655,20051129,A078780,N
2656,20060627,A078860,N
2657,20050712,A078890,N
2658,20040805,A078930,N
2659,20060609,A078930,Y
2660,20040827,A078940,N
2661,20051115,A079000,N
2662,20041224,A079160,N
2663,20170609,A079160,Y
2664,20050201,A079170,N
2665,20051129,A079190,N
2666,20050719,A079340,N
2667,20060201,A079370,N
2668,20051122,A079430,N
2669,20150612,A079430,Y
2670,20200612,A079430,N
2671,20170511,A079440,N
2672,20151002,A079550,N
2673,20170609,A079550,Y
2674,20051227,A079560,N
2675,20050121,A079650,N
2676,20040921,A079660,N
2677,20050126,A079810,N
2678,20050715,A079870,N
2679,20051019,A079940,N
2680,20050204,A079950,N
2681,20050201,A079960,N
2682,20100601,A079970,N
2683,20120223,A079980,N
2684,20130614,A079980,Y
2685,20160610,A079980,N
2686,20050125,A080000,N
2687,20050930,A080010,N
2688,20050527,A080140,N
2689,20050726,A080160,N
2690,20050201,A080220,N
2691,20051206,A080420,N
2692,20050513,A080440,N
2693,20061103,A080470,N
2694,20071008,A080520,N
2695,20100105,A080530,N
2696,20050119,A080570,N
2697,20141224,A080580,N
2698,20180726,A080720,N
2699,20041222,A081000,N
2700,20071114,A081090,N
2701,20090423,A081150,N
2702,20080523,A081220,N
2703,20060721,A081500,N
2704,20071012,A081580,N
2705,20100928,A081660,N
2706,20190614,A081660,Y
2707,20070820,A081970,N
2708,20050624,A082210,N
2709,20050624,A082270,N
2710,20050726,A082390,N
2711,20091008,A082640,N
2712,20051005,A082660,N
2713,20110104,A082740,N
2714,20120615,A082740,Y
2715,20160610,A082740,N
2716,20051118,A082800,N
2717,20050729,A082850,N
2718,20091028,A082920,N
2719,20080425,A082930,N
2720,20051005,A083310,N
2721,20051020,A083420,N
2722,20060201,A083450,N
2723,20080918,A083470,N
2724,20170227,A083500,N
2725,20051220,A083550,N
2726,20051227,A083640,N
2727,20051202,A083650,N
2728,20060725,A083660,N
2729,20060106,A083790,N
2730,20051011,A083930,N
2731,20051031,A084010,N
2732,20080613,A084010,Y
2733,20120615,A084010,N
2734,20061219,A084110,N
2735,20051216,A084180,N
2736,20060117,A084370,N
2737,20071120,A084450,N
2738,20130701,A084650,N
2739,20050725,A084670,N
2740,20050726,A084680,N
2741,20050817,A084690,N
2742,20060519,A084730,N
2743,20060627,A084810,N
2744,20191107,A084850,N
2745,20051219,A084870,N
2746,20070615,A084870,Y
2747,20090612,A084870,N
2748,20110610,A084870,Y
2749,20160610,A084870,N
2750,20051229,A084990,N
2751,20080124,A085310,N
2752,20090612,A085310,Y
2753,20110610,A085310,N
2754,20060704,A085370,N
2755,20141104,A085620,N
2756,20051227,A085660,N
2757,20060117,A085670,N
2758,20060125,A085680,N
2759,20131206,A085810,N
2760,20071001,A085910,N
2761,20060523,A085990,N
2762,20070921,A086040,N
2763,20060428,A086060,N
2764,20060607,A086200,N
2765,20061110,A086250,N
2766,20051226,A086280,N
2767,20100611,A086280,Y
2768,20061205,A086390,N
2769,20070529,A086450,N
2770,20070720,A086520,N
2771,20071102,A086670,N
2772,20051212,A086790,N
2773,20051213,A086790,Y
2774,20180820,A086820,N
2775,20061227,A086830,N
2776,20090203,A086890,N
2777,20090116,A086900,N
2778,20060926,A086960,N
2779,20060707,A086980,N
2780,20150722,A087010,N
2781,20091027,A087220,N
2782,20170224,A087260,N
2783,20150612,A087600,N
2784,20080404,A087730,N
2785,20061219,A088020,N
2786,20070103,A088130,N
2787,20091201,A088290,N
2788,20100317,A088350,N
2789,20110610,A088350,Y
2790,20061020,A088390,N
2791,20080125,A088700,N
2792,20060328,A088790,N
2793,20060327,A088800,N
2794,20060417,A088810,N
2795,20060623,A088910,N
2796,20060630,A088960,N
2797,20070117,A089010,N
2798,20111110,A089030,N
2799,20061101,A089140,N
2800,20061213,A089150,N
2801,20061010,A089230,N
2802,20061222,A089240,N
2803,20060925,A089470,N
2804,20060822,A089480,N
2805,20111111,A089530,N
2806,20141104,A089590,N
2807,20130717,A089600,N
2808,20061027,A089790,N
2809,20100618,A089850,N
2810,20061108,A089890,N
2811,20180823,A089970,N
2812,20110721,A089980,N
2813,20060602,A090080,N
2814,20060612,A090090,N
2815,20070522,A090120,N
2816,20061020,A090150,N
2817,20060703,A090350,N
2818,20111017,A090360,N
2819,20061226,A090370,N
2820,20140801,A090410,N
2821,20060629,A090430,N
2822,20080613,A090430,Y
2823,20070126,A090460,N
2824,20070110,A090470,N
2825,20061205,A090710,N
2826,20081017,A090730,N
2827,20070919,A090740,N
2828,20131227,A090850,N
2829,20060731,A091090,N
2830,20080613,A091090,Y
2831,20110610,A091090,N
2832,20070502,A091120,N
2833,20070730,A091340,N
2834,20080201,A091440,N
2835,20070523,A091580,N
2836,20120131,A091590,N
2837,20070704,A091690,N
2838,20061213,A091700,N
2839,20180801,A091810,N
2840,20070130,A091970,N
2841,20170728,A091990,N
2842,20130912,A092040,N
2843,20071116,A092070,N
2844,20081024,A092130,N
2845,20190510,A092190,N
2846,20071018,A092200,N
2847,20061016,A092220,N
2848,20061012,A092230,N
2849,20071024,A092300,N
2850,20071030,A092440,N
2851,20070522,A092460,N
2852,20070626,A092600,N
2853,20070130,A092730,N
2854,20171208,A092780,N
2855,20141224,A092870,N
2856,20061201,A093050,N
2857,20080613,A093050,Y
2858,20201211,A093050,N
2859,20070820,A093190,N
2860,20071101,A093230,N
2861,20090928,A093240,N
2862,20110208,A093320,N
2863,20061222,A093370,N
2864,20080613,A093370,Y
2865,20070601,A093380,N
2866,20070212,A093520,N
2867,20071019,A093640,N
2868,20071220,A093920,N
2869,20150630,A094170,N
2870,20071029,A094190,N
2871,20071025,A094280,N
2872,20131029,A094360,N
2873,20070720,A094480,N
2874,20071106,A094820,N
2875,20080711,A094840,N
2876,20070430,A094850,N
2877,20070416,A094860,N
2878,20070914,A094940,N
2879,20071012,A094970,N
2880,20071029,A095190,N
2881,20070912,A095270,N
2882,20090417,A095300,N
2883,20071001,A095340,N
2884,20071001,A095500,N
2885,20150821,A095570,N
2886,20080520,A095610,N
2887,20070702,A095660,N
2888,20090915,A095700,N
2889,20070531,A095720,N
2890,20071016,A095910,N
2891,20080125,A096040,N
2892,20080627,A096240,N
2893,20071217,A096350,N
2894,20100910,A096530,N
2895,20071120,A096610,N
2896,20071226,A096630,N
2897,20091218,A096640,N
2898,20101201,A096690,N
2899,20070731,A096760,N
2900,20170609,A096760,Y
2901,20200612,A096760,N
2902,20070725,A096770,N
2903,20070914,A096770,Y
2904,20080502,A096870,N
2905,20070831,A097230,N
2906,20090612,A097230,Y
2907,20190415,A097230,N
2908,20120725,A097520,N
2909,20080123,A097780,N
2910,20130307,A097800,N
2911,20080408,A097870,N
2912,20070928,A097950,N
2913,20090612,A097950,Y
2914,20080923,A098120,N
2915,20080130,A098400,N
2916,20080603,A098460,N
2917,20090417,A098660,N
2918,20130130,A099190,N
2919,20090519,A099220,N
2920,20080613,A099320,N
2921,20091110,A099410,N
2922,20090526,A099440,N
2923,20091222,A099520,N
2924,20090430,A099660,N
2925,20190322,A099750,N
2926,20110124,A099830,N
2927,20100525,A100030,N
2928,20080801,A100090,N
2929,20090410,A100120,N
2930,20090831,A100130,N
2931,20080630,A100220,N
2932,20080215,A100250,N
2933,20181214,A100590,N
2934,20111219,A100660,N
2935,20080930,A100700,N
2936,20190315,A100790,N
2937,20080222,A100840,N
2938,20100225,A100840,Y
2939,20110610,A100840,N
2940,20091106,A101000,N
2941,20080324,A101060,N
2942,20080402,A101140,N
2943,20080619,A101160,N
2944,20090428,A101170,N
2945,20111108,A101240,N
2946,20100204,A101330,N
2947,20130701,A101360,N
2948,20080723,A101390,N
2949,20090331,A101400,N
2950,20090414,A101490,N
2951,20160511,A101530,N
2952,20080715,A101670,N
2953,20090519,A101680,N
2954,20090603,A101730,N
2955,20101022,A101930,N
2956,20080609,A101990,N
2957,20090605,A102120,N
2958,20090521,A102210,N
2959,20080623,A102260,N
2960,20080610,A102280,N
2961,20100610,A102460,N
2962,20090528,A102710,N
2963,20090407,A102940,N
2964,20100630,A103130,N
2965,20120615,A103130,Y
2966,20140613,A103130,N
2967,20080730,A103140,N
2968,20100611,A103140,Y
2969,20080730,A103150,N
2970,20100611,A103150,Y
2971,20110830,A103150,N
2972,20080729,A103160,N
2973,20090805,A103230,N
2974,20080801,A103590,N
2975,20100611,A103590,Y
2976,20130614,A103590,N
2977,20191120,A103840,N
2978,20090123,A104040,N
2979,20080901,A104110,N
2980,20080901,A104120,N
2981,20091006,A104200,N
2982,20091222,A104460,N
2983,20110426,A104480,N
2984,20130305,A104540,N
2985,20190130,A104620,N
2986,20080929,A104700,N
2987,20100611,A104700,Y
2988,20170609,A104700,N
2989,20111228,A104830,N
2990,20100202,A105070,N
2991,20090929,A105330,N
2992,20140711,A105550,N
2993,20081010,A105560,N
2994,20081013,A105560,Y
2995,20090320,A105630,N
2996,20130103,A105630,Y
2997,20101112,A105740,N
2998,20100726,A105840,N
2999,20100209,A106080,N
3000,20100728,A106190,N
3001,20090316,A106240,N
3002,20120713,A106520,N
3003,20090302,A107590,N
3004,20090310,A108070,N
3005,20090915,A108230,N
3006,20100608,A108320,N
3007,20110708,A108380,N
3008,20181026,A108490,N
3009,20090420,A108670,N
3010,20100611,A108670,Y
3011,20140206,A108790,N
3012,20091210,A108860,N
3013,20090317,A109070,N
3014,20110712,A109080,N
3015,20151229,A109610,N
3016,20090923,A109740,N
3017,20091106,A109820,N
3018,20090728,A109860,N
3019,20091113,A109960,N
3020,20181214,A110020,N
3021,20090925,A110310,N
3022,20110617,A110500,N
3023,20111014,A110570,N
3024,20181001,A110790,N
3025,20180807,A110990,N
3026,20170202,A111110,N
3027,20100106,A111610,N
3028,20181129,A111710,N
3029,20090730,A111770,N
3030,20150803,A111770,Y
3031,20100618,A111820,N
3032,20101105,A111870,N
3033,20091218,A112040,N
3034,20111130,A112240,N
3035,20141127,A112610,N
3036,20201211,A112610,Y
3037,20121122,A113810,N
3038,20091119,A114090,N
3039,20140912,A114090,Y
3040,20100721,A114120,N
3041,20091120,A114190,N
3042,20091217,A114410,N
3043,20091222,A114450,N
3044,20100204,A114570,N
3045,20100115,A114630,N
3046,20130207,A114810,N
3047,20091116,A115160,N
3048,20160229,A115180,N
3049,20100209,A115310,N
3050,20100128,A115390,N
3051,20110610,A115390,Y
3052,20100127,A115440,N
3053,20100326,A115450,N
3054,20111215,A115480,N
3055,20100414,A115500,N
3056,20111102,A115530,N
3057,20100127,A115570,N
3058,20100226,A115610,N
3059,20151102,A115960,N
3060,20101224,A117580,N
3061,20100917,A117670,N
3062,20181129,A117730,N
3063,20091229,A117930,N
3064,20091230,A118000,N
3065,20170804,A118990,N
3066,20100917,A119500,N
3067,20100728,A119610,N
3068,20100129,A119650,N
3069,20101026,A119830,N
3070,20131002,A119850,N
3071,20110124,A119860,N
3072,20100219,A120030,N
3073,20100201,A120110,N
3074,20110610,A120110,Y
3075,20101220,A120240,N
3076,20110520,A121440,N
3077,20110209,A121600,N
3078,20111201,A121800,N
3079,20120927,A121850,N
3080,20100716,A121890,N
3081,20100303,A121910,N
3082,20100312,A121950,N
3083,20100325,A122290,N
3084,20180528,A122310,N
3085,20100319,A122350,N
3086,20110525,A122450,N
3087,20141229,A122640,N
3088,20100525,A122690,N
3089,20100511,A122750,N
3090,20101126,A122800,N
3091,20111123,A122870,N
3092,20100730,A122900,N
3093,20100910,A122990,N
3094,20141031,A123010,N
3095,20100806,A123040,N
3096,20111101,A123100,N
3097,20100611,A123160,N
3098,20111205,A123260,N
3099,20100824,A123290,N
3100,20101029,A123300,N
3101,20110803,A123330,N
3102,20100827,A123410,N
3103,20101110,A123420,N
3104,20100824,A123550,N
3105,20111125,A123570,N
3106,20100601,A123690,N
3107,20100531,A123700,N
3108,20100702,A123750,N
3109,20101005,A123840,N
3110,20101105,A123860,N
3111,20160713,A123890,N
3112,20100824,A123910,N
3113,20100709,A124050,N
3114,20130701,A124500,N
3115,20191210,A124560,N
3116,20190329,A125210,N
3117,20130701,A126340,N
3118,20101223,A126560,N
3119,20101112,A126600,N
3120,20100831,A126640,N
3121,20101222,A126680,N
3122,20100910,A126700,N
3123,20120215,A126870,N
3124,20110131,A126880,N
3125,20111226,A127120,N
3126,20131220,A127160,N
3127,20150731,A127710,N
3128,20181205,A128540,N
3129,20101213,A128660,N
3130,20100730,A128820,N
3131,20101208,A128910,N
3132,20100730,A128940,N
3133,20120615,A128940,Y
3134,20111216,A129260,N
3135,20201202,A129890,N
3136,20130802,A130500,N
3137,20111222,A130580,N
3138,20101216,A130660,N
3139,20110208,A130740,N
3140,20101015,A130960,N
3141,20101203,A131030,N
3142,20111221,A131090,N
3143,20110614,A131100,N
3144,20110131,A131180,N
3145,20111011,A131220,N
3146,20110105,A131290,N
3147,20110105,A131370,N
3148,20110927,A131390,N
3149,20101227,A131400,N
3150,20150817,A131760,N
3151,20131022,A131970,N
3152,20151218,A133750,N
3153,20140722,A133820,N
3154,20110427,A134060,N
3155,20110215,A134380,N
3156,20131126,A134580,N
3157,20110810,A134780,N
3158,20110125,A134790,N
3159,20110502,A136480,N
3160,20110216,A136490,N
3161,20111118,A136510,N
3162,20110502,A136540,N
3163,20120706,A137400,N
3164,20110614,A137940,N
3165,20110808,A137950,N
3166,20110513,A138040,N
3167,20111128,A138070,N
3168,20140227,A138080,N
3169,20150327,A138250,N
3170,20131108,A138360,N
3171,20110615,A138490,N
3172,20171130,A138580,N
3173,20110713,A138610,N
3174,20110602,A138690,N
3175,20110330,A138930,N
3176,20110331,A138930,Y
3177,20110729,A139050,N
3178,20110607,A139130,N
3179,20110608,A139130,Y
3180,20110610,A139130,N
3181,20110610,A139480,N
3182,20130614,A139480,Y
3183,20111202,A139670,N
3184,20170125,A140070,N
3185,20120120,A140410,N
3186,20141205,A140520,N
3187,20170811,A140670,N
3188,20151217,A140860,N
3189,20120504,A141000,N
3190,20130129,A141020,N
3191,20121116,A141070,N
3192,20130510,A141080,N
3193,20160202,A142210,N
3194,20141217,A142280,N
3195,20141126,A142760,N
3196,20110926,A143160,N
3197,20161202,A143210,N
3198,20120221,A143240,N
3199,20141029,A143540,N
3200,20160623,A144510,N
3201,20120405,A144620,N
3202,20161130,A144960,N
3203,20151224,A145020,N
3204,20150319,A145210,N
3205,20170315,A145720,N
3206,20111205,A145990,N
3207,20150612,A145990,Y
3208,20161212,A147760,N
3209,20120213,A147830,N
3210,20170116,A148140,N
3211,20190730,A148150,N
3212,20131224,A148250,N
3213,20120925,A149940,N
3214,20121106,A149950,N
3215,20130701,A149980,N
3216,20131219,A150840,N
3217,20131018,A150900,N
3218,20130724,A151860,N
3219,20120802,A151910,N
3220,20151229,A152330,N
3221,20120719,A153460,N
3222,20130205,A153490,N
3223,20181026,A153710,N
3224,20140708,A154030,N
3225,20131227,A154040,N
3226,20121115,A155650,N
3227,20130515,A155660,N
3228,20130213,A155960,N
3229,20130701,A156100,N
3230,20130403,A158310,N
3231,20130430,A158380,N
3232,20191017,A158430,N
3233,20130219,A159580,N
3234,20121227,A159910,N
3235,20141223,A160550,N
3236,20150626,A160600,N
3237,20150617,A160980,N
3238,20120917,A161000,N
3239,20121004,A161390,N
3240,20140613,A161390,Y
3241,20131113,A161570,N
3242,20170601,A161580,N
3243,20121019,A161890,N
3244,20140613,A161890,Y
3245,20121019,A163560,N
3246,20200806,A164060,N
3247,20170428,A166090,N
3248,20150626,A166480,N
3249,20131031,A168330,N
3250,20200701,A169330,N
3251,20131204,A170030,N
3252,20130801,A170790,N
3253,20130408,A170900,N
3254,20140613,A170900,Y
3255,20201211,A170900,N
3256,20131008,A170920,N
3257,20131118,A171010,N
3258,20170920,A171090,N
3259,20131119,A171120,N
3260,20161220,A173130,N
3261,20141204,A173940,N
3262,20160715,A174880,N
3263,20170918,A174900,N
3264,20150923,A175140,N
3265,20180712,A175250,N
3266,20130718,A175330,N
3267,20161128,A176440,N
3268,20130701,A177350,N
3269,20140804,A177830,N
3270,20170327,A178320,N
3271,20150630,A178780,N
3272,20141208,A178920,N
3273,20181129,A179290,N
3274,20170927,A179900,N
3275,20141215,A180400,N
3276,20130916,A180640,N
3277,20200612,A180640,Y
3278,20170726,A181340,N
3279,20130829,A181710,N
3280,20131121,A182360,N
3281,20151023,A182400,N
3282,20131011,A182690,N
3283,20131106,A183190,N
3284,20170323,A183300,N
3285,20130925,A183490,N
3286,20131220,A184230,N
3287,20131128,A185490,N
3288,20131206,A185750,N
3289,20150612,A185750,Y
3290,20131220,A186230,N
3291,20141217,A187220,N
3292,20140808,A187270,N
3293,20150529,A187420,N
3294,20140508,A187790,N
3295,20171220,A187870,N
3296,20161018,A189300,N
3297,20150211,A189690,N
3298,20141224,A189860,N
3299,20150807,A189980,N
3300,20151112,A190510,N
3301,20191120,A190650,N
3302,20151224,A191410,N
3303,20141106,A191420,N
3304,20151104,A192080,N
3305,20200612,A192080,Y
3306,20140428,A192250,N
3307,20140725,A192390,N
3308,20140806,A192400,N
3309,20160610,A192400,Y
3310,20140814,A192410,N
3311,20141105,A192440,N
3312,20140522,A192520,N
3313,20140522,A192530,N
3314,20190314,A192650,N
3315,20140407,A192820,N
3316,20150612,A192820,Y
3317,20141229,A193250,N
3318,20160204,A194370,N
3319,20141006,A194480,N
3320,20141121,A194510,N
3321,20140610,A194610,N
3322,20181114,A194700,N
3323,20161221,A195440,N
3324,20190820,A195500,N
3325,20160624,A195870,N
3326,20150413,A195990,N
3327,20141212,A196170,N
3328,20161207,A196300,N
3329,20140602,A196450,N
3330,20141119,A196490,N
3331,20150824,A196700,N
3332,20140530,A197140,N
3333,20140926,A197210,N
3334,20200316,A198080,N
3335,20140813,A198440,N
3336,20201126,A199820,N
3337,20140723,A200130,N
3338,20141124,A200230,N
3339,20141226,A200470,N
3340,20141226,A200670,N
3341,20141216,A200710,N
3342,20141215,A200780,N
3343,20140808,A200880,N
3344,20161010,A201490,N
3345,20140723,A203450,N
3346,20141013,A203650,N
3347,20140930,A203690,N
3348,20180723,A204020,N
3349,20200304,A204270,N
3350,20141006,A204320,N
3351,20160610,A204320,Y
3352,20141022,A204440,N
3353,20141119,A204620,N
3354,20141229,A204630,N
3355,20141124,A204650,N
3356,20141110,A204760,N
3357,20141120,A204840,N
3358,20150403,A204990,N
3359,20141107,A205100,N
3360,20141201,A205470,N
3361,20141112,A205500,N
3362,20141210,A206400,N
3363,20151222,A206560,N
3364,20141229,A206640,N
3365,20170124,A206650,N
3366,20150205,A206660,N
3367,20141217,A207720,N
3368,20141212,A207760,N
3369,20150331,A207930,N
3370,20161110,A207940,N
3371,20170609,A207940,Y
3372,20141217,A208140,N
3373,20181121,A208340,N
3374,20141224,A208350,N
3375,20141217,A208370,N
3376,20141229,A208640,N
3377,20141224,A208710,N
3378,20160728,A208860,N
3379,20141224,A208870,N
3380,20150115,A210540,N
3381,20150623,A210980,N
3382,20160304,A211270,N
3383,20151118,A212560,N
3384,20151201,A213090,N
3385,20150206,A213420,N
3386,20150126,A213500,N
3387,20150403,A214150,N
3388,20150630,A214180,N
3389,20191111,A214260,N
3390,20150325,A214270,N
3391,20150625,A214310,N
3392,20150717,A214320,N
3393,20170609,A214320,Y
3394,20151111,A214330,N
3395,20151117,A214370,N
3396,20150629,A214390,N
3397,20150710,A214420,N
3398,20150730,A214430,N
3399,20150724,A214450,N
3400,20150622,A214610,N
3401,20150420,A214680,N
3402,20151013,A214870,N
3403,20150403,A215000,N
3404,20150428,A215090,N
3405,20150422,A215100,N
3406,20150504,A215200,N
3407,20150506,A215360,N
3408,20150518,A215380,N
3409,20150513,A215480,N
3410,20150519,A215580,N
3411,20161206,A215600,N
3412,20150522,A215750,N
3413,20150508,A215790,N
3414,20161031,A216050,N
3415,20191114,A216080,N
3416,20150925,A217190,N
3417,20150618,A217270,N
3418,20181122,A217330,N
3419,20170302,A217480,N
3420,20150616,A217500,N
3421,20150626,A217600,N
3422,20150610,A217620,N
3423,20151221,A217730,N
3424,20150612,A217810,N
3425,20151207,A217820,N
3426,20150618,A218150,N
