,std_dt,symbol,administrative_issues
2289,20030909,A025830,관리
2290,20070426,A025830,
2291,19991228,A025840,
2292,20010102,A025840,관리
2293,20020124,A025840,
2294,19991228,A025850,
2295,19991228,A025860,
2296,19991228,A025870,
2297,19991228,A025880,
2298,19991228,A025890,
2299,20000104,A025890,관리
2300,20020226,A025890,
2301,19991228,A025900,
2302,19991228,A025910,
2303,19991228,A025920,
2304,20120323,A025920,관리
2305,20130710,A025920,
2306,19991228,A025930,
2307,19991228,A025940,
2308,19991228,A025950,
2309,20160105,A025950,관리
2310,20160401,A025950,
2311,19991228,A025960,
2312,19991228,A025970,
2313,20090320,A025970,관리
2314,20090403,A025970,
2315,20090504,A025970,관리
2316,20100323,A025970,
2317,20110321,A025970,관리
2318,20111220,A025970,
2319,19991228,A025980,
2320,19991228,A026040,
2321,19991228,A026150,
2322,19991228,A026180,
2323,20041230,A026180,관리
2324,20050228,A026180,
2325,19991228,A026220,
2326,20040416,A026220,관리
2327,20050629,A026220,
2328,20110817,A026220,관리
2329,20111129,A026220,
2330,19991228,A026230,
2331,20080818,A026230,관리
2332,20090403,A026230,
2333,19991228,A026240,
2334,20000201,A026240,관리
2335,20000728,A026240,
2336,19991228,A026250,
2337,20121218,A026250,관리
2338,20130412,A026250,
2339,19991228,A026260,
2340,20020402,A026260,관리
2341,20030522,A026260,
2342,20080321,A026260,관리
2343,20090402,A026260,
2344,20090504,A026260,관리
2345,20100106,A026260,
2346,20110323,A026260,관리
2347,20110419,A026260,
2348,20130322,A026260,관리
2349,20140320,A026260,
2350,20161118,A026260,관리
2351,20181011,A026260,
2352,19991228,A026540,
2353,20110323,A026540,관리
2354,20111014,A026540,
2355,19991228,A026870,
2356,19991228,A026890,
2357,19991228,A026900,
2358,19991228,A026910,
2359,19991228,A026920,
2360,19991228,A026930,
2361,19991228,A026940,
2362,19991228,A026950,
2363,19991228,A026960,
2364,19991228,A027040,
2365,20020513,A027040,관리
2366,20040329,A027040,
2367,19991228,A027050,
2368,19991228,A027350,
2369,20040727,A027350,관리
2370,20040810,A027350,
2371,19991228,A027360,
2372,19991228,A027390,
2373,19991228,A027410,
2374,19991228,A027440,
2375,20030814,A027440,관리
2376,20040414,A027440,
2377,19991228,A027450,
2378,19991228,A027460,
2379,19991228,A027560,
2380,19991228,A027580,
2381,19991228,A027610,
2382,20000201,A027610,관리
2383,20000607,A027610,
2384,19991228,A027710,
2385,19991228,A027740,
2386,19991228,A027830,
2387,19991228,A027840,
2388,19991228,A027890,
2389,20030324,A027890,관리
2390,20030407,A027890,
2391,19991228,A027970,
2392,20160323,A027970,관리
2393,20170316,A027970,
2394,19991228,A028040,
2395,20090323,A028040,관리
2396,20090403,A028040,
2397,20090504,A028040,관리
2398,20100226,A028040,
2399,20150323,A028040,관리
2400,20160323,A028040,
2401,20190816,A028040,관리
2402,19991228,A028050,
2403,19991228,A028080,
2404,19991228,A028090,
2405,20130322,A028090,관리
2406,20130503,A028090,
2407,19991228,A028100,
2408,19991228,A028150,
2409,19991228,A028260,
2410,19991228,A028300,
2411,20000201,A028300,관리
2412,20020522,A028300,
2413,20040426,A028300,관리
2414,20050302,A028300,
2415,20050328,A028300,관리
2416,20060403,A028300,
2417,19991228,A028670,
2418,20130610,A028670,관리
2419,20150731,A028670,
2420,19991228,A029460,
2421,19991228,A029470,
2422,19991228,A029480,
2423,20140321,A029480,관리
2424,20150318,A029480,
2425,19991228,A029530,
2426,19991228,A029780,
2427,19991228,A029890,
2428,19991228,A029960,
2429,19991228,A030000,
2430,19991228,A030030,
2431,20101118,A030030,관리
2432,20110413,A030030,
2433,19991228,A030190,
2434,19991228,A030200,
2435,19991228,A030210,
2436,19991228,A030270,
2437,20180117,A030270,관리
2438,20200521,A030270,
2439,19991228,A030350,
2440,20010327,A030350,관리
2441,20020325,A030350,
2442,19991228,A030390,
2443,20080401,A030390,관리
2444,20080509,A030390,
2445,20080721,A030390,관리
2446,20090403,A030390,
2447,20090504,A030390,관리
2448,20100510,A030390,
2449,19991228,A030420,
2450,20100323,A030420,관리
2451,20110509,A030420,
2452,19991228,A030520,
2453,19991228,A030530,
2454,19991228,A030610,
2455,19991228,A030700,
2456,19991228,A030710,
2457,20001211,A030710,관리
2458,20010730,A030710,
2459,19991228,A030720,
2460,19991228,A030790,
2461,20131002,A030790,관리
2462,20150324,A030790,
2463,19991228,A030960,
2464,19991228,A030970,
2465,20000201,A030970,관리
2466,20021223,A030970,
2467,19991228,A031090,
2468,19991228,A031150,
2469,19991228,A031310,
2470,19991228,A031330,
2471,20090313,A031330,관리
2472,20090403,A031330,
2473,20090504,A031330,관리
2474,20110317,A031330,
2475,19991228,A031390,
2476,20030325,A031390,관리
2477,20040329,A031390,
2478,20040818,A031390,관리
2479,20041206,A031390,
2480,20120323,A031390,관리
2481,20130308,A031390,
2482,19991228,A031430,
2483,19991228,A031440,
2484,19991228,A031510,
2485,19991228,A031800,
2486,20000201,A031800,관리
2487,20001221,A031800,
2488,20040331,A031800,관리
2489,20050401,A031800,
2490,20080721,A031800,관리
2491,20090324,A031800,
2492,20090504,A031800,관리
2493,20090701,A031800,
2494,19991228,A031820,
2495,19991228,A031860,
2496,19991228,A031920,
2497,20081015,A031920,관리
2498,20090403,A031920,
2499,20090504,A031920,관리
2500,20090721,A031920,
2501,20110921,A031920,관리
2502,20120207,A031920,
2503,20120914,A031920,관리
2504,20130227,A031920,
2505,19991228,A031950,
2506,20080818,A031950,관리
2507,20090304,A031950,
2508,20110323,A031950,관리
2509,20110609,A031950,
2510,19991228,A031960,
2511,20100111,A031960,관리
2512,20100222,A031960,
2513,19991228,A031970,
2514,20020402,A031970,관리
2515,20030331,A031970,
2516,20030818,A031970,관리
2517,20031205,A031970,
2518,20031217,A031970,관리
2519,20040407,A031970,
2520,19991228,A031980,
2521,19991228,A031990,
2522,20100318,A031990,관리
2523,20110413,A031990,
2524,19991228,A032030,
2525,20000201,A032030,관리
2526,20030610,A032030,
2527,20080818,A032030,관리
2528,20090325,A032030,
2529,20100325,A032030,관리
2530,20100413,A032030,
2531,19991228,A032050,
2532,20040311,A032050,관리
2533,20050426,A032050,
2534,19991228,A032080,
2535,20180403,A032080,관리
2536,20180618,A032080,
2537,19991228,A032150,
2538,20020930,A032150,관리
2539,20031015,A032150,
2540,19991228,A032180,
2541,19991228,A032190,
2542,19991228,A032280,
2543,19991228,A032290,
2544,20110325,A032290,관리
2545,20110425,A032290,
2546,19991228,A032300,
2547,19991228,A032350,
2548,20130319,A032350,관리
2549,20130829,A032350,
2550,19991228,A032380,
2551,20100909,A032380,관리
2552,20110303,A032380,
2553,19991228,A032390,
2554,19991228,A032420,
2555,20070323,A032420,관리
2556,20080303,A032420,
2557,20140321,A032420,관리
2558,20150127,A032420,
2559,19991228,A032500,
2560,19991228,A032540,
2561,19991228,A032560,
2562,19991228,A032570,
2563,20080228,A032570,관리
2564,20090302,A032570,
2565,20090817,A032570,관리
2566,20090918,A032570,
2567,19991228,A032580,
2568,19991228,A032590,
2569,20000201,A032590,관리
2570,20000403,A032590,
2571,20050511,A032590,관리
2572,20070228,A032590,
2573,20080102,A032590,관리
2574,20080414,A032590,
2575,19991228,A032600,
2576,20001024,A032600,관리
2577,20031030,A032600,
2578,19991228,A032610,
2579,20000201,A032610,관리
2580,20010329,A032610,
2581,20040416,A032610,관리
2582,20050421,A032610,
2583,19991228,A032620,
2584,19991228,A032640,
2585,19991228,A032680,
2586,20101215,A032680,관리
2587,20111212,A032680,
2588,19991228,A032710,
2589,20040329,A032710,관리
2590,20050329,A032710,
2591,19991228,A032750,
2592,19991228,A032780,
2593,20030418,A032780,관리
2594,20030425,A032780,
2595,19991228,A032790,
2596,20110708,A032790,관리
2597,20111110,A032790,
2598,20200116,A032790,관리
2599,19991228,A032800,
2600,20070322,A032800,관리
2601,20070810,A032800,
2602,20080102,A032800,관리
2603,20080407,A032800,
2604,19991228,A032820,
2605,20070322,A032820,관리
2606,20080314,A032820,
2607,19991228,A032830,
2608,19991228,A032850,
2609,19991228,A032860,
2610,20040416,A032860,관리
2611,20050401,A032860,
2612,20090319,A032860,관리
2613,20090403,A032860,
2614,20090504,A032860,관리
2615,20090814,A032860,
2616,20100324,A032860,관리
2617,20110321,A032860,
2618,20150108,A032860,관리
2619,20160817,A032860,
2620,19991228,A032930,
2621,19991228,A032940,
2622,19991228,A032960,
2623,19991228,A032970,
2624,19991228,A032980,
2625,20040618,A032980,관리
2626,20050531,A032980,
2627,20050608,A032980,관리
2628,20050629,A032980,
2629,20090921,A032980,관리
2630,20100216,A032980,
2631,19991228,A033020,
2632,19991228,A033040,
2633,20021024,A033040,관리
2634,20021025,A033040,
2635,20021028,A033040,관리
2636,20021030,A033040,
2637,20021031,A033040,관리
2638,20021202,A033040,
2639,19991228,A033050,
2640,19991228,A033070,
2641,20020319,A033070,관리
2642,20020423,A033070,
2643,19991228,A033100,
2644,19991228,A033110,
2645,20180323,A033110,관리
2646,20190328,A033110,
2647,20200323,A033110,관리
2648,19991228,A033130,
2649,19991228,A033160,
2650,19991228,A033170,
2651,19991228,A033180,
2652,19991228,A033190,
2653,20040331,A033190,관리
2654,20050629,A033190,
2655,20080328,A033190,관리
2656,20090403,A033190,
2657,20090504,A033190,관리
2658,20100423,A033190,
2659,19991228,A033200,
2660,19991228,A033210,
2661,20010925,A033210,관리
2662,20020214,A033210,
2663,20040224,A033210,관리
2664,20040331,A033210,
2665,19991228,A033220,
2666,20050404,A033220,관리
2667,20050504,A033220,
2668,19991228,A033230,
2669,19991228,A033240,
2670,19991228,A033250,
2671,19991228,A033260,
2672,20100401,A033260,관리
2673,20100419,A033260,
2674,19991228,A033270,
2675,19991228,A033280,
2676,20120323,A033280,관리
2677,20120911,A033280,
2678,19991228,A033290,
2679,19991228,A033300,
2680,20000201,A033300,관리
2681,20010525,A033300,
2682,19991228,A033310,
2683,20000201,A033310,관리
2684,20000630,A033310,
2685,19991228,A033320,
2686,19991228,A033330,
2687,20080326,A033330,관리
2688,20080506,A033330,
2689,19991228,A033340,
2690,19991228,A033350,
2691,19991228,A033430,
2692,20070312,A033430,관리
2693,20070816,A033430,
2694,20130530,A033430,관리
2695,20130619,A033430,
2696,20160331,A033430,관리
2697,20180427,A033430,
2698,20190816,A033430,관리
2699,20191206,A033430,
2700,20200330,A033430,관리
2701,19991228,A033500,
2702,19991228,A033510,
2703,19991228,A033530,
2704,19991228,A033540,
2705,19991228,A033560,
2706,19991228,A033600,
2707,20190320,A033600,관리
2708,19991228,A033630,
2709,19991228,A033640,
2710,19991228,A033660,
2711,19991228,A033720,
2712,20040324,A033720,관리
2713,20040330,A033720,
2714,20040420,A033720,관리
2715,20041110,A033720,
2716,20041201,A033720,관리
2717,20050513,A033720,
2718,20050524,A033720,관리
2719,20060403,A033720,
2720,20070330,A033720,관리
2721,20070816,A033720,
2722,20080321,A033720,관리
2723,20090403,A033720,
2724,20090504,A033720,관리
2725,20090515,A033720,
2726,19991228,A033780,
2727,19991228,A033790,
2728,20190319,A033790,관리
2729,19991228,A033830,
2730,19991228,A033850,
2731,20000201,A033850,관리
2732,20000808,A033850,
2733,20010319,A033850,관리
2734,20010810,A033850,
2735,20040212,A033850,관리
2736,20050105,A033850,
2737,20050120,A033850,관리
2738,20050701,A033850,
2739,20070322,A033850,관리
2740,20070405,A033850,
2741,20070410,A033850,관리
2742,20070816,A033850,
2743,20090317,A033850,관리
2744,20090403,A033850,
2745,20090504,A033850,관리
2746,20090817,A033850,
2747,20100319,A033850,관리
2748,20110509,A033850,
2749,19991228,A033880,
2750,20050331,A033880,관리
2751,20060403,A033880,
2752,20090331,A033880,관리
2753,20090403,A033880,
2754,20090504,A033880,관리
2755,20090904,A033880,
2756,19991228,A033920,
2757,19991228,A034010,
2758,20121228,A034010,관리
2759,20130221,A034010,
2760,19991228,A034020,
2761,19991228,A034120,
2762,19991228,A034220,
2763,19991228,A034230,
2764,19991228,A034300,
2765,19991228,A034310,
2766,19991228,A034510,
2767,20040116,A034510,관리
2768,20050630,A034510,
2769,20070322,A034510,관리
2770,20070814,A034510,
2771,20090320,A034510,관리
2772,20090403,A034510,
2773,20090504,A034510,관리
2774,20090817,A034510,
2775,20100324,A034510,관리
2776,20110323,A034510,
2777,20120323,A034510,관리
2778,20120925,A034510,
2779,19991228,A034590,
2780,19991228,A034600,
2781,20060403,A034600,관리
2782,20061215,A034600,
2783,20101222,A034600,관리
2784,20110629,A034600,
2785,19991228,A034660,
2786,20100325,A034660,관리
2787,20100415,A034660,
2788,19991228,A034730,
2789,19991228,A034750,
2790,20080401,A034750,관리
2791,20080714,A034750,
2792,19991228,A034810,
2793,19991228,A034830,
2794,19991228,A034940,
2795,19991228,A034950,
2796,19991228,A034970,
2797,20030401,A034970,관리
2798,20030415,A034970,
2799,19991228,A034980,
2800,20030416,A034980,관리
2801,20030430,A034980,
2802,19991228,A035000,
2803,19991228,A035010,
2804,20090217,A035010,관리
2805,20090403,A035010,
2806,20090504,A035010,관리
2807,20091103,A035010,
2808,19991228,A035080,
2809,19991228,A035150,
2810,19991228,A035200,
2811,19991228,A035210,
2812,19991228,A035250,
2813,19991228,A035270,
2814,20070323,A035270,관리
2815,20080423,A035270,
2816,19991228,A035290,
2817,20010402,A035290,관리
2818,20020326,A035290,
2819,20140321,A035290,관리
2820,20140829,A035290,
2821,20150330,A035290,관리
2822,20170322,A035290,
2823,20191107,A035290,관리
2824,19991228,A035400,
2825,20040930,A035400,관리
2826,20050217,A035400,
2827,20090320,A035400,관리
2828,20090403,A035400,
2829,20090504,A035400,관리
2830,20090817,A035400,
2831,20100331,A035400,관리
2832,20101001,A035400,
2833,19991228,A035420,
2834,19991228,A035450,
2835,20090817,A035450,관리
2836,20100319,A035450,
2837,20120323,A035450,관리
2838,20130807,A035450,
2839,19991228,A035460,
2840,19991228,A035480,
2841,20180403,A035480,관리
2842,20180413,A035480,
2843,20190830,A035480,관리
2844,20191212,A035480,
2845,19991228,A035500,
2846,20040331,A035500,관리
2847,20060403,A035500,
2848,20090326,A035500,관리
2849,20090403,A035500,
2850,20090504,A035500,관리
2851,20090904,A035500,
2852,19991228,A035510,
2853,19991228,A035600,
2854,19991228,A035610,
2855,19991228,A035620,
2856,20150317,A035620,관리
2857,20160323,A035620,
2858,19991228,A035710,
2859,20090325,A035710,관리
2860,20090403,A035710,
2861,20090504,A035710,관리
2862,20100503,A035710,
2863,19991228,A035720,
2864,19991228,A035760,
2865,19991228,A035780,
2866,20040816,A035780,관리
2867,20050111,A035780,
2868,19991228,A035810,
2869,19991228,A035830,
2870,20041119,A035830,관리
2871,20050224,A035830,
2872,20050418,A035830,관리
2873,20050531,A035830,
2874,20050607,A035830,관리
2875,20060630,A035830,
2876,20080325,A035830,관리
2877,20080401,A035830,
2878,20090325,A035830,관리
2879,20090403,A035830,
2880,20090504,A035830,관리
2881,20100716,A035830,
2882,19991228,A035870,
2883,20040531,A035870,관리
2884,20040614,A035870,
2885,19991228,A035890,
2886,19991228,A035900,
2887,20040416,A035900,관리
2888,20050629,A035900,
2889,20060403,A035900,관리
2890,20060929,A035900,
2891,20070904,A035900,관리
2892,20080215,A035900,
2893,19991228,A035910,
2894,20030401,A035910,관리
2895,20040331,A035910,
2896,20041221,A035910,관리
2897,20050119,A035910,
2898,19991228,A035950,
2899,20081114,A035950,관리
2900,20090403,A035950,
2901,20090504,A035950,관리
2902,20090821,A035950,
2903,19991228,A035960,
2904,20040323,A035960,관리
2905,20040407,A035960,
2906,19991228,A036000,
2907,19991228,A036010,
2908,19991228,A036020,
2909,20040331,A036020,관리
2910,20050404,A036020,
2911,19991228,A036030,
2912,19991228,A036090,
2913,20100223,A036090,관리
2914,20110310,A036090,
2915,19991228,A036120,
2916,20030401,A036120,관리
2917,20040331,A036120,
2918,19991228,A036170,
2919,20080321,A036170,관리
2920,20080818,A036170,
2921,19991228,A036180,
2922,20020812,A036180,관리
2923,20040331,A036180,
2924,20200320,A036180,관리
2925,19991228,A036190,
2926,19991228,A036200,
2927,19991228,A036210,
2928,20080917,A036210,관리
2929,20081013,A036210,
2930,20090320,A036210,관리
2931,20090403,A036210,
2932,20090504,A036210,관리
2933,20100817,A036210,
2934,20130829,A036210,관리
2935,20140411,A036210,
2936,19991228,A036260,
2937,20131108,A036260,관리
2938,20131112,A036260,
2939,20190709,A036260,관리
2940,19991228,A036270,
2941,20080328,A036270,관리
2942,20090403,A036270,
2943,20090504,A036270,관리
2944,20090617,A036270,
2945,19991228,A036280,
2946,20080313,A036280,관리
2947,20090403,A036280,
2948,19991228,A036360,
2949,20040330,A036360,관리
2950,20040412,A036360,
2951,20080604,A036360,관리
2952,20090403,A036360,
2953,19991228,A036420,
2954,19991228,A036460,
2955,19991228,A036480,
2956,19991228,A036490,
2957,19991228,A036500,
2958,20160323,A036500,관리
2959,20170511,A036500,
2960,19991228,A036530,
2961,19991228,A036540,
2962,19991228,A036550,
2963,19991228,A036560,
2964,19991228,A036570,
2965,19991228,A036580,
2966,19991228,A036590,
2967,20050401,A036590,관리
2968,20050418,A036590,
2969,19991228,A036600,
2970,20041011,A036600,관리
2971,20050204,A036600,
2972,20050321,A036600,관리
2973,20050404,A036600,
2974,19991228,A036610,
2975,20060403,A036610,관리
2976,20070320,A036610,
2977,20090318,A036610,관리
2978,20090403,A036610,
2979,20090504,A036610,관리
2980,20090617,A036610,
2981,19991228,A036620,
2982,19991228,A036630,
2983,19991228,A036640,
2984,19991228,A036660,
2985,20041008,A036660,관리
2986,20050308,A036660,
2987,20060403,A036660,관리
2988,20060929,A036660,
2989,20070914,A036660,관리
2990,20090403,A036660,
2991,20090504,A036660,관리
2992,20090522,A036660,
2993,20090929,A036660,관리
2994,20091120,A036660,
2995,19991228,A036670,
2996,19991228,A036690,
2997,19991228,A036710,
2998,20090323,A036710,관리
2999,20090403,A036710,
3000,20090504,A036710,관리
3001,20100211,A036710,
3002,19991228,A036720,
3003,20030818,A036720,관리
3004,20040408,A036720,
3005,19991228,A036760,
3006,20040331,A036760,관리
3007,20050523,A036760,
3008,20050526,A036760,관리
3009,20050704,A036760,
3010,20050908,A036760,관리
3011,20051117,A036760,
3012,20051124,A036760,관리
3013,20060102,A036760,
3014,20060411,A036760,관리
3015,20070307,A036760,
3016,20080205,A036760,관리
3017,20090403,A036760,
3018,19991228,A036790,
3019,20040331,A036790,관리
3020,20050629,A036790,
3021,20070315,A036790,관리
3022,20080324,A036790,
3023,20090504,A036790,관리
3024,20090515,A036790,
3025,19991228,A036800,
3026,19991228,A036810,
3027,19991228,A036820,
3028,20040615,A036820,관리
3029,20050421,A036820,
3030,19991228,A036830,
3031,19991228,A036850,
3032,20070625,A036850,관리
3033,20090403,A036850,
3034,20090504,A036850,관리
3035,20091028,A036850,
3036,19991228,A036880,
3037,20040601,A036880,관리
3038,20050228,A036880,
3039,20050308,A036880,관리
3040,20050331,A036880,
3041,19991228,A036890,
3042,19991228,A036900,
3043,20040903,A036900,관리
3044,20050425,A036900,
3045,19991228,A036910,
3046,20040504,A036910,관리
3047,20040601,A036910,
3048,19991228,A036920,
3049,20040816,A036920,관리
3050,20040913,A036920,
3051,20040917,A036920,관리
3052,20050225,A036920,
3053,20050307,A036920,관리
3054,20050331,A036920,
3055,20080818,A036920,관리
3056,20090310,A036920,
3057,20120329,A036920,관리
3058,20130507,A036920,
3059,19991228,A036930,
3060,19991228,A037010,
3061,20040324,A037010,관리
3062,20040408,A037010,
3063,19991228,A037020,
3064,20100817,A037020,관리
3065,20110425,A037020,
3066,19991228,A037030,
3067,20041126,A037030,관리
3068,20050831,A037030,
3069,19991228,A037060,
3070,20060816,A037060,관리
3071,20070404,A037060,
3072,19991228,A037070,
3073,19991228,A037110,
3074,20050623,A037110,관리
3075,20050930,A037110,
3076,20051006,A037110,관리
3077,20070220,A037110,
3078,20080417,A037110,관리
3079,20090403,A037110,
3080,20090504,A037110,관리
3081,20090817,A037110,
3082,20100324,A037110,관리
3083,20100503,A037110,
3084,19991228,A037120,
3085,20040216,A037120,관리
3086,20040416,A037120,
3087,20040422,A037120,관리
3088,20040706,A037120,
3089,20040709,A037120,관리
3090,20041021,A037120,
3091,19991228,A037150,
3092,19991228,A037200,
3093,20030605,A037200,관리
3094,20030619,A037200,
3095,19991228,A037220,
3096,20050314,A037220,관리
3097,20050411,A037220,
3098,19991228,A037230,
3099,19991228,A037240,
3100,20081204,A037240,관리
3101,20090403,A037240,
3102,20090504,A037240,관리
3103,20091204,A037240,
3104,20100324,A037240,관리
3105,20120601,A037240,
3106,19991228,A037250,
3107,20040331,A037250,관리
3108,20040511,A037250,
3109,19991228,A037270,
3110,19991228,A037280,
3111,20030317,A037280,관리
3112,20030331,A037280,
3113,19991228,A037320,
3114,20040504,A037320,관리
3115,20050629,A037320,
3116,19991228,A037330,
3117,19991228,A037350,
3118,19991228,A037370,
3119,19991228,A037380,
3120,20040528,A037380,관리
3121,20041012,A037380,
3122,20041015,A037380,관리
3123,20050401,A037380,
3124,20090323,A037380,관리
3125,20090403,A037380,
3126,20090504,A037380,관리
3127,20110325,A037380,
3128,20111115,A037380,관리
3129,20111117,A037380,
3130,20111121,A037380,관리
3131,20120201,A037380,
3132,19991228,A037400,
3133,19991228,A037410,
3134,20030401,A037410,관리
3135,20030416,A037410,
3136,19991228,A037440,
3137,19991228,A037460,
3138,19991228,A037540,
3139,20080401,A037540,관리
3140,20080402,A037540,
3141,20111017,A037540,관리
3142,20111128,A037540,
3143,19991228,A037550,
3144,20050429,A037550,관리
3145,20050627,A037550,
3146,20050707,A037550,관리
3147,20060703,A037550,
3148,20080818,A037550,관리
3149,20090403,A037550,
3150,20090504,A037550,관리
3151,20100315,A037550,
3152,20110324,A037550,관리
3153,20111026,A037550,
3154,19991228,A037560,
3155,19991228,A037600,
3156,20040310,A037600,관리
3157,20040324,A037600,
3158,19991228,A037620,
3159,19991228,A037630,
3160,20130328,A037630,관리
3161,20130724,A037630,
3162,19991228,A037650,
3163,20040816,A037650,관리
3164,20050406,A037650,
3165,19991228,A037700,
3166,20110826,A037700,관리
3167,20111012,A037700,
3168,19991228,A037710,
3169,19991228,A037730,
3170,20040407,A037730,관리
3171,20040422,A037730,
3172,19991228,A037740,
3173,20020529,A037740,관리
3174,20020709,A037740,
3175,19991228,A037750,
3176,20040330,A037750,관리
3177,20040413,A037750,
3178,19991228,A037760,
3179,20080121,A037760,관리
3180,20090119,A037760,
3181,20120321,A037760,관리
3182,20130322,A037760,
3183,19991228,A037830,
3184,20040331,A037830,관리
3185,20040803,A037830,
3186,20040809,A037830,관리
3187,20060302,A037830,
3188,20091223,A037830,관리
3189,20100209,A037830,
3190,19991228,A037950,
3191,20121019,A037950,관리
3192,20150318,A037950,
3193,19991228,A038010,
3194,19991228,A038050,
3195,20040331,A038050,관리
3196,20040422,A038050,
3197,19991228,A038060,
3198,19991228,A038070,
3199,19991228,A038100,
3200,20031223,A038100,관리
3201,20041105,A038100,
3202,20041110,A038100,관리
3203,20050408,A038100,
3204,19991228,A038110,
3205,19991228,A038120,
3206,20120323,A038120,관리
3207,20130130,A038120,
3208,19991228,A038160,
3209,20200324,A038160,관리
3210,19991228,A038290,
3211,19991228,A038320,
3212,20120323,A038320,관리
3213,20120910,A038320,
3214,19991228,A038340,
3215,20150615,A038340,관리
3216,20170316,A038340,
3217,20180511,A038340,관리
3218,20190520,A038340,
3219,20200818,A038340,관리
3220,19991228,A038390,
3221,19991228,A038400,
3222,19991228,A038410,
3223,20090401,A038410,관리
3224,20090403,A038410,
3225,19991228,A038460,
3226,19991228,A038500,
3227,20070327,A038500,관리
3228,20080320,A038500,
3229,20131002,A038500,관리
3230,20150309,A038500,
3231,19991228,A038530,
3232,20170119,A038530,관리
3233,20170223,A038530,
3234,20170323,A038530,관리
3235,20180320,A038530,
3236,19991228,A038540,
3237,19991228,A038620,
3238,19991228,A038680,
3239,19991228,A038690,
3240,20100326,A038690,관리
3241,20100419,A038690,
3242,19991228,A038720,
3243,20070321,A038720,관리
3244,20090303,A038720,
3245,20120322,A038720,관리
3246,20130502,A038720,
3247,19991228,A038810,
3248,20040416,A038810,관리
3249,20040512,A038810,
3250,20040518,A038810,관리
3251,20050330,A038810,
3252,20080818,A038810,관리
3253,20090403,A038810,
3254,19991228,A038830,
3255,20050105,A038830,관리
3256,20050401,A038830,
3257,20070827,A038830,관리
3258,20090403,A038830,
3259,20090504,A038830,관리
3260,20090810,A038830,
3261,19991228,A038870,
3262,20070814,A038870,관리
3263,20090310,A038870,
3264,19991228,A038880,
3265,20130320,A038880,관리
3266,20150313,A038880,
3267,19991228,A038920,
3268,20080328,A038920,관리
3269,20090403,A038920,
3270,20090504,A038920,관리
3271,20090529,A038920,
3272,19991228,A038950,
3273,19991228,A038960,
3274,20041001,A038960,관리
3275,20050511,A038960,
3276,19991228,A038980,
3277,20040224,A038980,관리
3278,20040601,A038980,
3279,20050401,A038980,관리
3280,20050912,A038980,
3281,19991228,A039000,
3282,20040212,A039000,관리
3283,20040413,A039000,
3284,19991228,A039010,
3285,19991228,A039020,
3286,19991228,A039030,
3287,19991228,A039040,
3288,20100818,A039040,관리
3289,20110429,A039040,
3290,19991228,A039060,
3291,20081210,A039060,관리
3292,20081222,A039060,
3293,19991228,A039130,
3294,19991228,A039200,
3295,19991228,A039230,
3296,20190816,A039230,관리
3297,19991228,A039240,
3298,19991228,A039290,
3299,19991228,A039310,
3300,19991228,A039340,
3301,19991228,A039350,
3302,20070326,A039350,관리
3303,20070724,A039350,
3304,20070727,A039350,관리
3305,20080321,A039350,
3306,20100322,A039350,관리
3307,20110616,A039350,
3308,19991228,A039390,
3309,20040325,A039390,관리
3310,20040409,A039390,
3311,19991228,A039420,
3312,19991228,A039440,
3313,19991228,A039490,
3314,19991228,A039500,
3315,19991228,A039530,
3316,20070319,A039530,관리
3317,20080324,A039530,
3318,20120323,A039530,관리
3319,20130322,A039530,
3320,20150401,A039530,관리
3321,20150519,A039530,
3322,19991228,A039560,
3323,19991228,A039570,
3324,19991228,A039580,
3325,20040323,A039580,관리
3326,20040407,A039580,
3327,19991228,A039610,
3328,19991228,A039670,
3329,20050420,A039670,관리
3330,20050920,A039670,
3331,20140321,A039670,관리
3332,20141002,A039670,
3333,20150619,A039670,관리
3334,20170605,A039670,
3335,20190624,A039670,관리
3336,19991228,A039740,
3337,19991228,A039790,
3338,20090401,A039790,관리
3339,20090402,A039790,
3340,20170816,A039790,관리
3341,20180309,A039790,
3342,19991228,A039830,
3343,19991228,A039840,
3344,19991228,A039850,
3345,20080102,A039850,관리
3346,20090403,A039850,
3347,20090504,A039850,관리
3348,20110323,A039850,
3349,20140827,A039850,관리
3350,20150519,A039850,
3351,19991228,A039860,
3352,19991228,A039870,
3353,19991228,A039980,
3354,19991228,A039990,
3355,20090323,A039990,관리
3356,20090403,A039990,
3357,20090504,A039990,관리
3358,20090610,A039990,
3359,19991228,A040020,
3360,20090330,A040020,관리
3361,20090403,A040020,
3362,20090504,A040020,관리
3363,20090527,A040020,
3364,19991228,A040130,
3365,20040322,A040130,관리
3366,20040406,A040130,
3367,19991228,A040160,
3368,19991228,A040180,
3369,20090313,A040180,관리
3370,20090403,A040180,
3371,20090504,A040180,관리
3372,20111025,A040180,
3373,19991228,A040300,
3374,20040209,A040300,관리
3375,20040607,A040300,
3376,19991228,A040350,
3377,19991228,A040420,
3378,19991228,A040610,
3379,19991228,A040670,
3380,20070322,A040670,관리
3381,20070810,A040670,
3382,20130402,A040670,관리
3383,20130830,A040670,
3384,20140324,A040670,관리
3385,20150716,A040670,
3386,19991228,A040740,
3387,20120309,A040740,관리
3388,20120502,A040740,
3389,19991228,A040750,
3390,20030410,A040750,관리
3391,20030424,A040750,
3392,19991228,A040780,
3393,20020918,A040780,관리
