,std_dt,symbol,administrative_issues
1173,19991228,A009140,
1174,19991228,A009150,
1175,19991228,A009160,
1176,19991228,A009180,
1177,19991228,A009190,
1178,20150324,A009190,관리
1179,20160323,A009190,
1180,19991228,A009200,
1181,19991228,A009220,
1182,20040816,A009220,관리
1183,20050119,A009220,
1184,19991228,A009240,
1185,19991228,A009270,
1186,19991228,A009290,
1187,19991228,A009300,
1188,19991228,A009310,
1189,20000104,A009310,관리
1190,20020129,A009310,
1191,19991228,A009320,
1192,20081016,A009320,관리
1193,20090403,A009320,
1194,20090504,A009320,관리
1195,20100617,A009320,
1196,19991228,A009330,
1197,20010928,A009330,관리
1198,20011024,A009330,
1199,20011026,A009330,관리
1200,20021023,A009330,
1201,19991228,A009360,
1202,20030818,A009360,관리
1203,20050418,A009360,
1204,19991228,A009380,
1205,20000104,A009380,관리
1206,20040324,A009380,
1207,19991228,A009410,
1208,19991228,A009420,
1209,19991228,A009440,
1210,19991228,A009450,
1211,19991228,A009460,
1212,20090401,A009460,관리
1213,20090403,A009460,
1214,20090504,A009460,관리
1215,20100331,A009460,
1216,19991228,A009470,
1217,19991228,A009520,
1218,19991228,A009540,
1219,19991228,A009580,
1220,20000104,A009580,관리
1221,20080611,A009580,
1222,19991228,A009590,
1223,19991228,A009620,
1224,19991228,A009650,
1225,19991228,A009680,
1226,20080401,A009680,관리
1227,20080528,A009680,
1228,19991228,A009690,
1229,19991228,A009720,
1230,19991228,A009730,
1231,20200331,A009730,관리
1232,19991228,A009760,
1233,20040330,A009760,관리
1234,20050420,A009760,
1235,19991228,A009770,
1236,19991228,A009780,
1237,19991228,A009810,
1238,20010402,A009810,관리
1239,20030924,A009810,
1240,19991228,A009830,
1241,19991228,A009840,
1242,20010402,A009840,관리
1243,20020402,A009840,
1244,19991228,A009890,
1245,20010402,A009890,관리
1246,20020819,A009890,
1247,19991228,A009900,
1248,19991228,A009940,
1249,20040331,A009940,관리
1250,20040915,A009940,
1251,20040930,A009940,관리
1252,20041013,A009940,
1253,20041021,A009940,관리
1254,20050429,A009940,
1255,19991228,A009950,
1256,19991228,A009970,
1257,19991228,A009990,
1258,19991228,A010000,
1259,19991228,A010030,
1260,19991228,A010040,
1261,19991228,A010050,
1262,19991228,A010060,
1263,19991228,A010100,
1264,19991228,A010110,
1265,19991228,A010120,
1266,19991228,A010130,
1267,19991228,A010140,
1268,19991228,A010170,
1269,19991228,A010200,
1270,20040720,A010200,관리
1271,20041019,A010200,
1272,19991228,A010220,
1273,19991228,A010240,
1274,19991228,A010280,
1275,20180320,A010280,관리
1276,20190318,A010280,
1277,19991228,A010330,
1278,20020402,A010330,관리
1279,20030417,A010330,
1280,19991228,A010400,
1281,19991228,A010420,
1282,20001204,A010420,관리
1283,20010202,A010420,
1284,20040331,A010420,관리
1285,20050331,A010420,
1286,20180329,A010420,관리
1287,20190226,A010420,
1288,19991228,A010460,
1289,20070702,A010460,관리
1290,20070817,A010460,
1291,20130402,A010460,관리
1292,20140415,A010460,
1293,19991228,A010470,
1294,19991228,A010510,
1295,19991228,A010520,
1296,19991228,A010530,
1297,19991228,A010580,
1298,20000104,A010580,관리
1299,20020122,A010580,
1300,20190816,A010580,관리
1301,19991228,A010600,
1302,19991228,A010620,
1303,19991228,A010640,
1304,19991228,A010660,
1305,19991228,A010670,
1306,20040416,A010670,관리
1307,20060403,A010670,
1308,20140227,A010670,관리
1309,20140411,A010670,
1310,19991228,A010690,
1311,19991228,A010730,
1312,20000508,A010730,관리
1313,20030109,A010730,
1314,20040326,A010730,관리
1315,20040723,A010730,
1316,19991228,A010770,
1317,19991228,A010780,
1318,20010424,A010780,관리
1319,20041126,A010780,
1320,19991228,A010810,
1321,20000201,A010810,관리
1322,20000607,A010810,
1323,19991228,A010820,
1324,20000104,A010820,관리
1325,20020219,A010820,
1326,19991228,A010910,
1327,19991228,A010920,
1328,19991228,A010950,
1329,19991228,A010960,
1330,19991228,A010970,
1331,19991228,A011000,
1332,19991228,A011020,
1333,19991228,A011040,
1334,19991228,A011050,
1335,20100401,A011050,관리
1336,20100722,A011050,
1337,19991228,A011070,
1338,19991228,A011080,
1339,19991228,A011090,
1340,19991228,A011150,
1341,20000104,A011150,관리
1342,20020313,A011150,
1343,20020315,A011150,관리
1344,20020814,A011150,
1345,19991228,A011160,
1346,20010305,A011160,관리
1347,20040112,A011160,
1348,19991228,A011170,
1349,19991228,A011180,
1350,19991228,A011200,
1351,20030321,A011200,관리
1352,20040326,A011200,
1353,20160311,A011200,관리
1354,20170317,A011200,
1355,19991228,A011210,
1356,19991228,A011230,
1357,20180816,A011230,관리
1358,20190327,A011230,
1359,19991228,A011260,
1360,20000901,A011260,관리
1361,20010212,A011260,
1362,19991228,A011280,
1363,19991228,A011290,
1364,19991228,A011300,
1365,19991228,A011320,
1366,20000201,A011320,관리
1367,20030903,A011320,
1368,19991228,A011330,
1369,20100401,A011330,관리
1370,20110331,A011330,
1371,20140325,A011330,관리
1372,20151102,A011330,
1373,19991228,A011360,
1374,19991228,A011370,
1375,20000201,A011370,관리
1376,20030314,A011370,
1377,19991228,A011390,
1378,19991228,A011400,
1379,20010402,A011400,관리
1380,20030401,A011400,
1381,20070330,A011400,관리
1382,20080401,A011400,
1383,20100401,A011400,관리
1384,20100520,A011400,
1385,19991228,A011420,
1386,19991228,A011450,
1387,20010402,A011450,관리
1388,20011206,A011450,
1389,19991228,A011470,
1390,19991228,A011500,
1391,20070402,A011500,관리
1392,20080128,A011500,
1393,19991228,A011510,
1394,20000104,A011510,관리
1395,20020422,A011510,
1396,19991228,A011520,
1397,19991228,A011540,
1398,19991228,A011560,
1399,19991228,A011650,
1400,19991228,A011690,
1401,20200403,A011690,관리
1402,19991228,A011700,
1403,19991228,A011720,
1404,20000104,A011720,관리
1405,20020730,A011720,
1406,20130329,A011720,관리
1407,20150324,A011720,
1408,20160817,A011720,관리
1409,20161121,A011720,
1410,19991228,A011760,
1411,20030401,A011760,관리
1412,20050401,A011760,
1413,19991228,A011770,
1414,19991228,A011780,
1415,19991228,A011790,
1416,19991228,A011800,
1417,20120816,A011800,관리
1418,20120903,A011800,
1419,19991228,A011810,
1420,20130830,A011810,관리
1421,20130909,A011810,
1422,20140324,A011810,관리
1423,20150320,A011810,
1424,20170324,A011810,관리
1425,20180316,A011810,
1426,19991228,A011820,
1427,19991228,A011840,
1428,20000104,A011840,관리
1429,20011108,A011840,
1430,19991228,A011860,
1431,19991228,A011880,
1432,19991228,A011890,
1433,19991228,A011900,
1434,19991228,A011920,
1435,19991228,A011930,
1436,19991228,A011940,
1437,19991228,A011960,
1438,19991228,A012010,
1439,20000201,A012010,관리
1440,20000607,A012010,
1441,19991228,A012030,
1442,19991228,A012090,
1443,20000104,A012090,관리
1444,20031127,A012090,
1445,20100317,A012090,관리
1446,20100503,A012090,
1447,19991228,A012150,
1448,19991228,A012160,
1449,19991228,A012170,
1450,20000104,A012170,관리
1451,20030421,A012170,
1452,20090401,A012170,관리
1453,20090403,A012170,
1454,20090504,A012170,관리
1455,20100719,A012170,
1456,20150619,A012170,관리
1457,20160620,A012170,
1458,20191002,A012170,관리
1459,19991228,A012190,
1460,19991228,A012200,
1461,19991228,A012220,
1462,19991228,A012250,
1463,20000104,A012250,관리
1464,20020409,A012250,
1465,20020411,A012250,관리
1466,20050418,A012250,
1467,19991228,A012260,
1468,20000104,A012260,관리
1469,20020308,A012260,
1470,20020312,A012260,관리
1471,20020404,A012260,
1472,19991228,A012270,
1473,20000104,A012270,관리
1474,20031024,A012270,
1475,19991228,A012280,
1476,19991228,A012320,
1477,19991228,A012330,
1478,19991228,A012340,
1479,19991228,A012360,
1480,19991228,A012400,
1481,20090803,A012400,관리
1482,20110331,A012400,
1483,19991228,A012410,
1484,20090925,A012410,관리
1485,20110401,A012410,
1486,19991228,A012420,
1487,19991228,A012450,
1488,19991228,A012460,
1489,20080303,A012460,관리
1490,20080313,A012460,
1491,19991228,A012470,
1492,19991228,A012500,
1493,19991228,A012510,
1494,19991228,A012540,
1495,19991228,A012600,
1496,20200320,A012600,관리
1497,19991228,A012610,
1498,19991228,A012620,
1499,19991228,A012630,
1500,19991228,A012650,
1501,20000201,A012650,관리
1502,20030327,A012650,
1503,20130322,A012650,관리
1504,20140411,A012650,
1505,19991228,A012690,
1506,20000104,A012690,관리
1507,20020325,A012690,
1508,19991228,A012700,
1509,19991228,A012710,
1510,20000721,A012710,관리
1511,20010212,A012710,
1512,19991228,A012720,
1513,20000104,A012720,관리
1514,20031006,A012720,
1515,19991228,A012750,
1516,19991228,A012790,
1517,19991228,A012800,
1518,19991228,A012830,
1519,19991228,A012860,
1520,19991228,A012910,
1521,19991228,A012990,
1522,19991228,A013000,
1523,20000215,A013000,관리
1524,20020805,A013000,
1525,19991228,A013030,
1526,19991228,A013040,
1527,19991228,A013070,
1528,19991228,A013120,
1529,19991228,A013200,
1530,20000829,A013200,관리
1531,20021119,A013200,
1532,20021122,A013200,관리
1533,20050203,A013200,
1534,20081205,A013200,관리
1535,20090403,A013200,
1536,20090504,A013200,관리
1537,20090513,A013200,
1538,19991228,A013210,
1539,19991228,A013240,
1540,20100817,A013240,관리
1541,20100819,A013240,
1542,20101126,A013240,관리
1543,20110415,A013240,
1544,19991228,A013250,
1545,20020221,A013250,관리
1546,20021007,A013250,
1547,19991228,A013310,
1548,20000201,A013310,관리
1549,20000607,A013310,
1550,19991228,A013320,
1551,20000201,A013320,관리
1552,20000607,A013320,
1553,19991228,A013340,
1554,20140304,A013340,관리
1555,20140902,A013340,
1556,19991228,A013360,
1557,20000104,A013360,관리
1558,20030122,A013360,
1559,19991228,A013450,
1560,19991228,A013520,
1561,19991228,A013570,
1562,19991228,A013580,
1563,19991228,A013630,
1564,20010402,A013630,관리
1565,20020423,A013630,
1566,19991228,A013650,
1567,19991228,A013690,
1568,19991228,A013700,
1569,19991228,A013720,
1570,19991228,A013730,
1571,19991228,A013780,
1572,20120126,A013780,관리
1573,20120130,A013780,
1574,20120323,A013780,관리
1575,20120912,A013780,
1576,20121128,A013780,관리
1577,20121218,A013780,
1578,20130111,A013780,관리
1579,20130423,A013780,
1580,19991228,A013810,
1581,19991228,A013820,
1582,19991228,A013850,
1583,20000201,A013850,관리
1584,20000607,A013850,
1585,19991228,A013870,
1586,19991228,A013890,
1587,20040331,A013890,관리
1588,20050519,A013890,
1589,19991228,A013990,
1590,19991228,A014010,
1591,20000929,A014010,관리
1592,20020917,A014010,
1593,20041001,A014010,관리
1594,20051229,A014010,
1595,19991228,A014040,
1596,20020322,A014040,관리
1597,20021202,A014040,
1598,19991228,A014080,
1599,20000104,A014080,관리
1600,20010427,A014080,
1601,19991228,A014090,
1602,20000201,A014090,관리
1603,20000607,A014090,
1604,19991228,A014100,
1605,20200320,A014100,관리
1606,19991228,A014130,
1607,19991228,A014150,
1608,19991228,A014160,
1609,20000526,A014160,관리
1610,20030924,A014160,
1611,19991228,A014190,
1612,19991228,A014200,
1613,19991228,A014210,
1614,19991228,A014250,
1615,19991228,A014270,
1616,19991228,A014280,
1617,20000104,A014280,관리
1618,20020308,A014280,
1619,19991228,A014300,
1620,19991228,A014340,
1621,19991228,A014350,
1622,20040423,A014350,관리
1623,20051226,A014350,
1624,20121105,A014350,관리
1625,20150415,A014350,
1626,19991228,A014380,
1627,19991228,A014390,
1628,19991228,A014400,
1629,19991228,A014420,
1630,20070215,A014420,관리
1631,20070604,A014420,
1632,20070611,A014420,관리
1633,20070816,A014420,
1634,20080325,A014420,관리
1635,20090403,A014420,
1636,20090504,A014420,관리
1637,20091106,A014420,
1638,19991228,A014430,
1639,19991228,A014440,
1640,19991228,A014450,
1641,19991228,A014470,
1642,20150818,A014470,관리
1643,20150827,A014470,
1644,19991228,A014490,
1645,19991228,A014530,
1646,19991228,A014570,
1647,19991228,A014580,
1648,19991228,A014590,
1649,20101208,A014590,관리
1650,20110317,A014590,
1651,19991228,A014620,
1652,19991228,A014660,
1653,19991228,A014680,
1654,19991228,A014710,
1655,19991228,A014740,
1656,19991228,A014790,
1657,19991228,A014820,
1658,19991228,A014830,
1659,19991228,A014900,
1660,20050817,A014900,관리
1661,20060403,A014900,
1662,19991228,A014910,
1663,19991228,A014940,
1664,20120814,A014940,관리
1665,20140318,A014940,
1666,20150313,A014940,관리
1667,20160318,A014940,
1668,20170317,A014940,관리
1669,20180306,A014940,
1670,19991228,A014970,
1671,20080401,A014970,관리
1672,20080701,A014970,
1673,19991228,A014980,
1674,19991228,A014990,
1675,20000104,A014990,관리
1676,20071001,A014990,
1677,19991228,A015020,
1678,20000104,A015020,관리
1679,20000901,A015020,
1680,19991228,A015050,
1681,20080321,A015050,관리
1682,20080814,A015050,
1683,20100201,A015050,관리
1684,20100309,A015050,
1685,19991228,A015060,
1686,20000403,A015060,관리
1687,20001128,A015060,
1688,19991228,A015080,
1689,19991228,A015110,
1690,20120820,A015110,관리
1691,20121211,A015110,
1692,19991228,A015170,
1693,20100325,A015170,관리
1694,20100413,A015170,
1695,19991228,A015180,
1696,19991228,A015230,
1697,19991228,A015260,
1698,19991228,A015340,
1699,19991228,A015350,
1700,19991228,A015360,
1701,19991228,A015390,
1702,20090325,A015390,관리
1703,20090403,A015390,
1704,20090504,A015390,관리
1705,20110324,A015390,
1706,20111221,A015390,관리
1707,20120413,A015390,
1708,19991228,A015530,
1709,19991228,A015540,
1710,20000104,A015540,관리
1711,20041223,A015540,
1712,20160328,A015540,관리
1713,20170314,A015540,
1714,19991228,A015580,
1715,19991228,A015590,
1716,19991228,A015620,
1717,19991228,A015650,
1718,20001226,A015650,관리
1719,20010718,A015650,
1720,19991228,A015670,
1721,20000104,A015670,관리
1722,20010816,A015670,
1723,20050401,A015670,관리
1724,20070912,A015670,
1725,19991228,A015710,
1726,19991228,A015730,
1727,19991228,A015750,
1728,19991228,A015760,
1729,19991228,A015780,
1730,19991228,A015860,
1731,19991228,A015880,
1732,20000104,A015880,관리
1733,20010924,A015880,
1734,19991228,A015890,
1735,19991228,A015910,
1736,19991228,A015920,
1737,19991228,A015940,
1738,19991228,A015980,
1739,19991228,A016040,
1740,20050418,A016040,관리
1741,20051128,A016040,
1742,20051201,A016040,관리
1743,20060630,A016040,
1744,20081219,A016040,관리
1745,20090403,A016040,
1746,19991228,A016070,
1747,19991228,A016090,
1748,19991228,A016100,
1749,19991228,A016140,
1750,19991228,A016160,
1751,20050401,A016160,관리
1752,20060331,A016160,
1753,20110401,A016160,관리
1754,20110426,A016160,
1755,19991228,A016170,
1756,19991228,A016230,
1757,19991228,A016250,
1758,19991228,A016310,
1759,19991228,A016350,
1760,19991228,A016360,
1761,19991228,A016380,
1762,20150320,A016380,관리
1763,20170317,A016380,
1764,20190327,A016380,관리
1765,20200320,A016380,
1766,19991228,A016390,
1767,20000124,A016390,관리
1768,20000829,A016390,
1769,19991228,A016420,
1770,19991228,A016430,
1771,19991228,A016450,
1772,19991228,A016480,
1773,19991228,A016500,
1774,19991228,A016510,
1775,19991228,A016550,
1776,20010402,A016550,관리
1777,20020422,A016550,
1778,19991228,A016560,
1779,20110929,A016560,관리
1780,20121017,A016560,
1781,19991228,A016570,
1782,19991228,A016580,
1783,19991228,A016590,
1784,19991228,A016600,
1785,19991228,A016610,
1786,19991228,A016620,
1787,19991228,A016640,
1788,19991228,A016670,
1789,20090123,A016670,관리
1790,20090403,A016670,
1791,20090504,A016670,관리
1792,20110309,A016670,
1793,19991228,A016680,
1794,19991228,A016690,
1795,19991228,A016710,
1796,20020402,A016710,관리
1797,20030401,A016710,
1798,20041001,A016710,관리
1799,20050103,A016710,
1800,20050401,A016710,관리
1801,20050728,A016710,
1802,20050803,A016710,관리
1803,20060117,A016710,
1804,19991228,A016740,
1805,19991228,A016790,
1806,19991228,A016800,
1807,19991228,A016830,
1808,19991228,A016880,
1809,20120927,A016880,관리
1810,20140212,A016880,
1811,19991228,A016890,
1812,19991228,A016920,
1813,19991228,A016970,
1814,20000104,A016970,관리
1815,20050331,A016970,
1816,20050401,A016970,관리
1817,20060714,A016970,
1818,19991228,A016990,
1819,19991228,A017000,
1820,20000201,A017000,관리
1821,20030331,A017000,
1822,19991228,A017010,
1823,20091229,A017010,관리
1824,20100326,A017010,
1825,19991228,A017040,
1826,20000104,A017040,관리
1827,20011210,A017040,
1828,19991228,A017050,
1829,20000403,A017050,관리
1830,20010402,A017050,
1831,20090325,A017050,관리
1832,20090403,A017050,
1833,20090504,A017050,관리
1834,20090824,A017050,
1835,20091230,A017050,관리
1836,20100405,A017050,
1837,19991228,A017070,
1838,19991228,A017090,
1839,20000201,A017090,관리
1840,20010525,A017090,
1841,19991228,A017110,
1842,19991228,A017120,
1843,20000104,A017120,관리
1844,20010711,A017120,
1845,19991228,A017160,
1846,20000201,A017160,관리
1847,20011127,A017160,
1848,20080319,A017160,관리
1849,20090311,A017160,
1850,20110316,A017160,관리
1851,20110429,A017160,
1852,19991228,A017170,
1853,20031216,A017170,관리
1854,20040225,A017170,
1855,20040303,A017170,관리
1856,20040312,A017170,
1857,20040401,A017170,관리
1858,20050406,A017170,
1859,20110401,A017170,관리
1860,20110513,A017170,
1861,19991228,A017180,
1862,19991228,A017210,
1863,20021014,A017210,관리
1864,20021115,A017210,
1865,20021119,A017210,관리
1866,20021122,A017210,
1867,20021126,A017210,관리
1868,20021202,A017210,
1869,19991228,A017250,
1870,19991228,A017300,
1871,20011029,A017300,관리
1872,20030327,A017300,
1873,20050401,A017300,관리
1874,20050708,A017300,
1875,20050714,A017300,관리
1876,20060330,A017300,
1877,20100401,A017300,관리
1878,20100415,A017300,
1879,19991228,A017320,
1880,20000104,A017320,관리
1881,20010427,A017320,
1882,19991228,A017370,
1883,19991228,A017390,
1884,20060403,A017390,관리
1885,20070221,A017390,
1886,19991228,A017410,
1887,19991228,A017480,
1888,19991228,A017510,
1889,19991228,A017550,
1890,20000104,A017550,관리
1891,20040330,A017550,
1892,19991228,A017620,
1893,20000201,A017620,관리
1894,20000607,A017620,
1895,19991228,A017650,
1896,19991228,A017670,
1897,19991228,A017680,
1898,20180816,A017680,관리
1899,20191120,A017680,
1900,19991228,A017740,
1901,20000201,A017740,관리
1902,20000607,A017740,
1903,19991228,A017800,
1904,19991228,A017810,
1905,19991228,A017890,
1906,19991228,A017900,
1907,19991228,A017940,
1908,19991228,A017960,
1909,19991228,A018000,
1910,20140321,A018000,관리
1911,20150320,A018000,
1912,19991228,A018020,
1913,20020703,A018020,관리
1914,20031119,A018020,
1915,19991228,A018120,
1916,19991228,A018180,
1917,20040331,A018180,관리
1918,20050407,A018180,
1919,19991228,A018230,
1920,19991228,A018250,
1921,19991228,A018260,
1922,19991228,A018290,
1923,20150818,A018290,관리
1924,20160321,A018290,
1925,19991228,A018310,
1926,19991228,A018380,
1927,19991228,A018410,
1928,20000104,A018410,관리
1929,20020319,A018410,
1930,20100401,A018410,관리
1931,20100408,A018410,
1932,19991228,A018470,
1933,19991228,A018480,
1934,19991228,A018500,
1935,19991228,A018550,
1936,19991228,A018570,
1937,20000104,A018570,관리
1938,20020522,A018570,
1939,19991228,A018590,
1940,19991228,A018620,
1941,19991228,A018670,
1942,19991228,A018680,
1943,19991228,A018700,
1944,20000201,A018700,관리
1945,20010112,A018700,
1946,20150622,A018700,관리
1947,20160622,A018700,
1948,20200616,A018700,관리
1949,19991228,A018720,
1950,20000201,A018720,관리
1951,20000607,A018720,
1952,19991228,A018740,
1953,19991228,A018840,
1954,19991228,A018860,
1955,19991228,A018880,
1956,19991228,A018890,
1957,20040331,A018890,관리
1958,20040827,A018890,
1959,20040908,A018890,관리
1960,20050113,A018890,
1961,20050120,A018890,관리
1962,20060403,A018890,
1963,20060816,A018890,관리
1964,20070514,A018890,
1965,20070518,A018890,관리
1966,20080813,A018890,
1967,20081223,A018890,관리
1968,20090403,A018890,
1969,20090504,A018890,관리
1970,20100324,A018890,
1971,20100429,A018890,관리
1972,20100722,A018890,
1973,19991228,A018910,
1974,19991228,A019010,
1975,19991228,A019120,
1976,20110222,A019120,관리
1977,20110406,A019120,
1978,19991228,A019170,
1979,20000104,A019170,관리
1980,20020325,A019170,
1981,19991228,A019180,
1982,19991228,A019210,
1983,20040226,A019210,관리
1984,20050401,A019210,
1985,19991228,A019230,
1986,19991228,A019260,
1987,20000201,A019260,관리
1988,20010313,A019260,
1989,20120724,A019260,관리
1990,20120905,A019260,
1991,19991228,A019300,
1992,19991228,A019380,
1993,19991228,A019430,
1994,20000201,A019430,관리
1995,20000801,A019430,
1996,20050328,A019430,관리
1997,20050622,A019430,
1998,20050718,A019430,관리
1999,20060314,A019430,
2000,20110323,A019430,관리
2001,20110429,A019430,
2002,19991228,A019440,
2003,19991228,A019460,
2004,19991228,A019490,
2005,19991228,A019530,
2006,19991228,A019540,
2007,19991228,A019550,
2008,19991228,A019560,
2009,19991228,A019570,
2010,20041111,A019570,관리
2011,20050322,A019570,
2012,20050630,A019570,관리
2013,20060629,A019570,
2014,20160622,A019570,관리
2015,20170616,A019570,
2016,19991228,A019590,
2017,20050328,A019590,관리
2018,20060327,A019590,
2019,20080401,A019590,관리
2020,20080701,A019590,
2021,20170323,A019590,관리
2022,20200422,A019590,
2023,19991228,A019640,
2024,20090102,A019640,관리
2025,20090403,A019640,
2026,19991228,A019660,
2027,20050401,A019660,관리
2028,20060403,A019660,
2029,20130621,A019660,관리
2030,20150617,A019660,
2031,19991228,A019680,
2032,19991228,A019730,
2033,19991228,A019770,
2034,19991228,A019930,
2035,20021209,A019930,관리
2036,20040213,A019930,
2037,19991228,A019990,
2038,19991228,A020000,
2039,19991228,A020070,
2040,20000201,A020070,관리
2041,20010321,A020070,
2042,20080317,A020070,관리
2043,20090403,A020070,
2044,20090504,A020070,관리
2045,20100503,A020070,
2046,19991228,A020100,
2047,19991228,A020120,
2048,20020401,A020120,관리
2049,20030319,A020120,
2050,20120402,A020120,관리
2051,20130401,A020120,
2052,19991228,A020150,
2053,19991228,A020180,
2054,19991228,A020400,
2055,19991228,A020490,
2056,20020905,A020490,관리
2057,20021014,A020490,
2058,19991228,A020560,
2059,20190325,A020560,관리
2060,20190327,A020560,
2061,19991228,A020620,
2062,19991228,A020710,
2063,19991228,A020760,
2064,19991228,A020860,
2065,20030317,A020860,관리
2066,20030411,A020860,
2067,19991228,A020880,
2068,19991228,A021040,
2069,20011012,A021040,관리
2070,20030221,A021040,
2071,19991228,A021050,
2072,19991228,A021060,
2073,20050401,A021060,관리
2074,20060403,A021060,
2075,20070314,A021060,관리
2076,20080228,A021060,
2077,20090309,A021060,관리
2078,20090403,A021060,
2079,20090504,A021060,관리
2080,20100222,A021060,
2081,20110316,A021060,관리
2082,20120329,A021060,
2083,20120511,A021060,관리
2084,20120627,A021060,
2085,19991228,A021080,
2086,19991228,A021090,
2087,19991228,A021170,
2088,19991228,A021220,
2089,19991228,A021240,
2090,19991228,A021310,
2091,19991228,A021320,
2092,19991228,A021570,
2093,20050926,A021570,관리
2094,20051013,A021570,
2095,19991228,A021600,
2096,19991228,A021610,
2097,19991228,A021650,
2098,19991228,A021660,
2099,19991228,A021740,
2100,20020402,A021740,관리
2101,20021024,A021740,
2102,20021030,A021740,관리
2103,20021031,A021740,
2104,20021105,A021740,관리
2105,20021106,A021740,
2106,20021119,A021740,관리
2107,20021122,A021740,
2108,20021126,A021740,관리
2109,20021202,A021740,
2110,19991228,A021820,
2111,19991228,A021870,
2112,19991228,A021880,
2113,20000201,A021880,관리
2114,20000601,A021880,
2115,20020703,A021880,관리
2116,20030528,A021880,
2117,20040213,A021880,관리
2118,20040803,A021880,
2119,20130319,A021880,관리
2120,20160622,A021880,
2121,20200619,A021880,관리
2122,19991228,A021930,
2123,20000628,A021930,관리
2124,20010629,A021930,
2125,19991228,A021960,
2126,19991228,A022020,
2127,19991228,A022060,
2128,19991228,A022100,
2129,19991228,A022130,
2130,19991228,A022220,
2131,20021024,A022220,관리
2132,20021025,A022220,
2133,20021101,A022220,관리
2134,20021105,A022220,
2135,20021106,A022220,관리
2136,20021205,A022220,
2137,19991228,A022510,
2138,20000201,A022510,관리
2139,20000607,A022510,
2140,19991228,A022520,
2141,19991228,A022610,
2142,19991228,A022770,
2143,20000201,A022770,관리
2144,20000607,A022770,
2145,19991228,A022780,
2146,20020624,A022780,관리
2147,20020802,A022780,
2148,19991228,A022870,
2149,19991228,A023000,
2150,19991228,A023020,
2151,19991228,A023130,
2152,19991228,A023140,
2153,19991228,A023150,
2154,19991228,A023160,
2155,19991228,A023350,
2156,19991228,A023410,
2157,19991228,A023420,
2158,19991228,A023430,
2159,20080320,A023430,관리
2160,20080818,A023430,
2161,20170330,A023430,관리
2162,20171220,A023430,
2163,19991228,A023440,
2164,19991228,A023450,
2165,20090401,A023450,관리
2166,20090403,A023450,
2167,20090504,A023450,관리
2168,20091123,A023450,
2169,19991228,A023460,
2170,19991228,A023530,
2171,19991228,A023580,
2172,19991228,A023590,
2173,19991228,A023600,
2174,19991228,A023670,
2175,20080818,A023670,관리
2176,20090403,A023670,
2177,20090504,A023670,관리
2178,20100617,A023670,
2179,19991228,A023710,
2180,19991228,A023760,
2181,20000201,A023760,관리
2182,20000703,A023760,
2183,19991228,A023770,
2184,20140324,A023770,관리
2185,20150319,A023770,
2186,19991228,A023780,
2187,19991228,A023790,
2188,20160318,A023790,관리
2189,20180315,A023790,
2190,19991228,A023800,
2191,19991228,A023810,
2192,19991228,A023880,
2193,19991228,A023890,
2194,19991228,A023900,
2195,19991228,A023910,
2196,19991228,A023920,
2197,19991228,A023960,
2198,19991228,A024060,
2199,20080401,A024060,관리
2200,20081211,A024060,
2201,19991228,A024070,
2202,19991228,A024080,
2203,20020911,A024080,관리
2204,20021018,A024080,
2205,19991228,A024090,
2206,19991228,A024100,
2207,19991228,A024110,
2208,19991228,A024120,
2209,19991228,A024660,
2210,19991228,A024720,
2211,19991228,A024740,
2212,19991228,A024800,
2213,19991228,A024810,
2214,19991228,A024820,
2215,19991228,A024830,
2216,20110401,A024830,관리
2217,20110701,A024830,
2218,20190816,A024830,관리
2219,19991228,A024840,
2220,20090324,A024840,관리
2221,20090403,A024840,
2222,20090504,A024840,관리
2223,20110314,A024840,
2224,19991228,A024850,
2225,20120320,A024850,관리
2226,20130225,A024850,
2227,19991228,A024860,
2228,19991228,A024870,
2229,20081215,A024870,관리
2230,20090403,A024870,
2231,20090504,A024870,관리
2232,20100503,A024870,
2233,19991228,A024880,
2234,19991228,A024890,
2235,19991228,A024900,
2236,19991228,A024910,
2237,19991228,A024930,
2238,19991228,A024940,
2239,19991228,A024950,
2240,19991228,A024960,
2241,20000526,A024960,관리
2242,20010212,A024960,
2243,19991228,A025000,
2244,19991228,A025080,
2245,20000629,A025080,관리
2246,20010824,A025080,
2247,19991228,A025090,
2248,19991228,A025150,
2249,20000201,A025150,관리
2250,20000607,A025150,
2251,19991228,A025220,
2252,19991228,A025270,
2253,19991228,A025320,
2254,19991228,A025340,
2255,20060403,A025340,관리
2256,20070315,A025340,
2257,20111121,A025340,관리
2258,20111228,A025340,
2259,19991228,A025440,
2260,20140320,A025440,관리
2261,20150319,A025440,
2262,19991228,A025450,
2263,20020930,A025450,관리
2264,20030930,A025450,
2265,20040920,A025450,관리
2266,20041007,A025450,
2267,19991228,A025460,
2268,20080331,A025460,관리
2269,20090403,A025460,
2270,19991228,A025530,
2271,19991228,A025540,
2272,19991228,A025550,
2273,19991228,A025560,
2274,19991228,A025610,
2275,19991228,A025620,
2276,20050401,A025620,관리
2277,20060328,A025620,
2278,20140327,A025620,관리
2279,20150420,A025620,
2280,19991228,A025690,
2281,20050112,A025690,관리
2282,20050314,A025690,
2283,19991228,A025750,
2284,19991228,A025770,
2285,19991228,A025820,
2286,19991228,A025830,
2287,20030401,A025830,관리
2288,20030904,A025830,
